,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[88.72]],"[[ 64.2]
 [-81.9]]",-80
1,[[5.9 3. ]],1,[5.9 3. ],[[53.08]],"[[ 64.2]
 [-81.9]]",-80
2,[[6.7 3.3]],1,[6.7 3.3],[[79.87]],"[[ 64.2]
 [-81.9]]",-80
3,[[7.7 3.8]],1,[7.7 3.8],[[103.12]],"[[ 64.2]
 [-81.9]]",-80
4,[[5.4 3.4]],-1,[5.4 3.4],[[11.78]],"[[ 64.2]
 [-81.9]]",-80
5,[[6.3 2.5]],1,[6.3 2.5],[[119.71]],"[[ 64.2]
 [-81.9]]",-80
6,[[5.  3.2]],-1,[5.  3.2],[[21.08]],"[[ 64.2]
 [-81.9]]",-80
7,[[4.6 3.4]],-1,[4.6 3.4],[[63.14]],"[[ 64.2]
 [-81.9]]",-80
8,[[5.7 4.4]],-1,[5.7 4.4],[[74.42]],"[[ 64.2]
 [-81.9]]",-80
9,[[5.2 3.4]],-1,[5.2 3.4],[[24.62]],"[[ 64.2]
 [-81.9]]",-80
10,[[6.2 2.9]],1,[6.2 2.9],[[80.53]],"[[ 64.2]
 [-81.9]]",-80
11,[[6.3 3.3]],1,[6.3 3.3],[[54.19]],"[[ 64.2]
 [-81.9]]",-80
12,[[5.5 2.4]],1,[5.5 2.4],[[76.54]],"[[ 64.2]
 [-81.9]]",-80
13,[[5.1 2.5]],1,[5.1 2.5],[[42.67]],"[[ 64.2]
 [-81.9]]",-80
14,[[5.9 3. ]],1,[5.9 3. ],[[53.08]],"[[ 64.2]
 [-81.9]]",-80
15,[[5. 2.]],1,[5. 2.],[[77.2]],"[[ 64.2]
 [-81.9]]",-80
16,[[6.5 3. ]],1,[6.5 3. ],[[91.6]],"[[ 64.2]
 [-81.9]]",-80
17,[[6.5 3. ]],1,[6.5 3. ],[[91.6]],"[[ 64.2]
 [-81.9]]",-80
18,[[6.9 3.1]],1,[6.9 3.1],[[109.09]],"[[ 64.2]
 [-81.9]]",-80
19,[[4.6 3.6]],-1,[4.6 3.6],[[79.52]],"[[ 64.2]
 [-81.9]]",-80
20,[[6.6 3. ]],1,[6.6 3. ],[[98.02]],"[[ 64.2]
 [-81.9]]",-80
21,[[4.9 3.1]],-1,[4.9 3.1],[[19.31]],"[[ 64.2]
 [-81.9]]",-80
22,[[6.7 3. ]],1,[6.7 3. ],[[104.44]],"[[ 64.2]
 [-81.9]]",-80
23,[[6.7 3. ]],1,[6.7 3. ],[[104.44]],"[[ 64.2]
 [-81.9]]",-80
24,[[5.6 2.9]],1,[5.6 2.9],[[42.01]],"[[ 64.2]
 [-81.9]]",-80
25,[[6.3 3.4]],1,[6.3 3.4],[[46.]],"[[ 64.2]
 [-81.9]]",-80
26,[[5.6 2.7]],1,[5.6 2.7],[[58.39]],"[[ 64.2]
 [-81.9]]",-80
27,[[6.1 3. ]],1,[6.1 3. ],[[65.92]],"[[ 64.2]
 [-81.9]]",-80
28,[[6.3 2.3]],1,[6.3 2.3],[[136.09]],"[[ 64.2]
 [-81.9]]",-80
29,[[5.8 2.6]],1,[5.8 2.6],[[79.42]],"[[ 64.2]
 [-81.9]]",-80
30,[[5.7 3. ]],1,[5.7 3. ],[[40.24]],"[[ 64.2]
 [-81.9]]",-80
31,[[6.9 3.1]],1,[6.9 3.1],[[109.09]],"[[ 64.2]
 [-81.9]]",-80
32,[[6.8 2.8]],1,[6.8 2.8],[[127.24]],"[[ 64.2]
 [-81.9]]",-80
33,[[5.2 4.1]],-1,[5.2 4.1],[[81.95]],"[[ 64.2]
 [-81.9]]",-80
34,[[5.8 2.7]],1,[5.8 2.7],[[71.23]],"[[ 64.2]
 [-81.9]]",-80
35,[[4.3 3. ]],-1,[4.3 3. ],[[49.64]],"[[ 64.2]
 [-81.9]]",-80
36,[[4.8 3.4]],-1,[4.8 3.4],[[50.3]],"[[ 64.2]
 [-81.9]]",-80
37,[[5.2 2.7]],1,[5.2 2.7],[[32.71]],"[[ 64.2]
 [-81.9]]",-80
38,[[4.8 3. ]],-1,[4.8 3. ],[[17.54]],"[[ 64.2]
 [-81.9]]",-80
39,[[4.9 3.1]],-1,[4.9 3.1],[[19.31]],"[[ 64.2]
 [-81.9]]",-80
40,[[7.9 3.8]],1,[7.9 3.8],[[115.96]],"[[ 64.2]
 [-81.9]]",-80
41,[[5.  2.3]],1,[5.  2.3],[[52.63]],"[[ 64.2]
 [-81.9]]",-80
42,[[4.6 3.2]],-1,[4.6 3.2],[[46.76]],"[[ 64.2]
 [-81.9]]",-80
43,[[6.5 3. ]],1,[6.5 3. ],[[91.6]],"[[ 64.2]
 [-81.9]]",-80
44,[[4.9 3.1]],-1,[4.9 3.1],[[19.31]],"[[ 64.2]
 [-81.9]]",-80
45,[[6.  2.2]],1,[6.  2.2],[[125.02]],"[[ 64.2]
 [-81.9]]",-80
46,[[5.5 2.6]],1,[5.5 2.6],[[60.16]],"[[ 64.2]
 [-81.9]]",-80
47,[[5.8 4. ]],-1,[5.8 4. ],[[35.24]],"[[ 64.2]
 [-81.9]]",-80
48,[[5.4 3.9]],-1,[5.4 3.9],[[52.73]],"[[ 64.2]
 [-81.9]]",-80
49,[[6.4 2.7]],1,[6.4 2.7],[[109.75]],"[[ 64.2]
 [-81.9]]",-80
50,[[6.  3.4]],1,[6.  3.4],[[26.74]],"[[ 64.2]
 [-81.9]]",-80
51,[[5.5 2.5]],1,[5.5 2.5],[[68.35]],"[[ 64.2]
 [-81.9]]",-80
52,[[5.5 4.2]],-1,[5.5 4.2],[[70.88]],"[[ 64.2]
 [-81.9]]",-80
53,[[4.7 3.2]],-1,[4.7 3.2],[[40.34]],"[[ 64.2]
 [-81.9]]",-80
54,[[6.9 3.2]],1,[6.9 3.2],[[100.9]],"[[ 64.2]
 [-81.9]]",-80
55,[[6.  2.9]],1,[6.  2.9],[[67.69]],"[[ 64.2]
 [-81.9]]",-80
56,[[6.1 3. ]],1,[6.1 3. ],[[65.92]],"[[ 64.2]
 [-81.9]]",-80
57,[[4.6 3.1]],-1,[4.6 3.1],[[38.57]],"[[ 64.2]
 [-81.9]]",-80
58,[[5.7 2.8]],1,[5.7 2.8],[[56.62]],"[[ 64.2]
 [-81.9]]",-80
59,[[6. 3.]],1,[6. 3.],[[59.5]],"[[ 64.2]
 [-81.9]]",-80
60,[[5.8 2.7]],1,[5.8 2.7],[[71.23]],"[[ 64.2]
 [-81.9]]",-80
61,[[4.8 3.4]],-1,[4.8 3.4],[[50.3]],"[[ 64.2]
 [-81.9]]",-80
62,[[6.  2.2]],1,[6.  2.2],[[125.02]],"[[ 64.2]
 [-81.9]]",-80
63,[[6.4 3.1]],1,[6.4 3.1],[[76.99]],"[[ 64.2]
 [-81.9]]",-80
64,[[6.7 2.5]],1,[6.7 2.5],[[145.39]],"[[ 64.2]
 [-81.9]]",-80
65,[[6.3 3.3]],1,[6.3 3.3],[[54.19]],"[[ 64.2]
 [-81.9]]",-80
66,[[6.8 3.2]],1,[6.8 3.2],[[94.48]],"[[ 64.2]
 [-81.9]]",-80
67,[[5.7 3.8]],-1,[5.7 3.8],[[25.28]],"[[ 64.2]
 [-81.9]]",-80
68,[[5.1 3.8]],-1,[5.1 3.8],[[63.8]],"[[ 64.2]
 [-81.9]]",-80
69,[[6.  2.7]],1,[6.  2.7],[[84.07]],"[[ 64.2]
 [-81.9]]",-80
70,[[7.7 2.8]],1,[7.7 2.8],[[185.02]],"[[ 64.2]
 [-81.9]]",-80
71,[[4.4 3. ]],-1,[4.4 3. ],[[43.22]],"[[ 64.2]
 [-81.9]]",-80
72,[[6.2 2.2]],1,[6.2 2.2],[[137.86]],"[[ 64.2]
 [-81.9]]",-80
73,[[4.7 3.2]],-1,[4.7 3.2],[[40.34]],"[[ 64.2]
 [-81.9]]",-80
74,[[5.4 3.4]],-1,[5.4 3.4],[[11.78]],"[[ 64.2]
 [-81.9]]",-80
75,[[6.7 3.1]],1,[6.7 3.1],[[96.25]],"[[ 64.2]
 [-81.9]]",-80
76,[[6.4 3.2]],1,[6.4 3.2],[[68.8]],"[[ 64.2]
 [-81.9]]",-80
77,[[7.6 3. ]],1,[7.6 3. ],[[162.22]],"[[ 64.2]
 [-81.9]]",-80
78,[[5.5 3.5]],-1,[5.5 3.5],[[13.55]],"[[ 64.2]
 [-81.9]]",-80
79,[[6.5 3.2]],1,[6.5 3.2],[[75.22]],"[[ 64.2]
 [-81.9]]",-80
80,[[5.  3.6]],-1,[5.  3.6],[[53.84]],"[[ 64.2]
 [-81.9]]",-80
81,[[6.9 3.1]],1,[6.9 3.1],[[109.09]],"[[ 64.2]
 [-81.9]]",-80
82,[[5.1 3.5]],-1,[5.1 3.5],[[39.23]],"[[ 64.2]
 [-81.9]]",-80
83,[[6.6 2.9]],1,[6.6 2.9],[[106.21]],"[[ 64.2]
 [-81.9]]",-80
84,[[5.4 3.9]],-1,[5.4 3.9],[[52.73]],"[[ 64.2]
 [-81.9]]",-80
85,[[6.3 2.9]],1,[6.3 2.9],[[86.95]],"[[ 64.2]
 [-81.9]]",-80
86,[[7.2 3. ]],1,[7.2 3. ],[[136.54]],"[[ 64.2]
 [-81.9]]",-80
87,[[4.5 2.3]],-1,[4.5 2.3],[[-20.53]],"[[ 59.7]
 [-84.2]]",-81
88,[[4.9 2.5]],1,[4.9 2.5],[[1.03]],"[[ 59.7]
 [-84.2]]",-81
89,[[5.6 2.8]],1,[5.6 2.8],[[17.56]],"[[ 59.7]
 [-84.2]]",-81
90,[[7.2 3.2]],1,[7.2 3.2],[[79.4]],"[[ 59.7]
 [-84.2]]",-81
91,[[6.7 3.1]],1,[6.7 3.1],[[57.97]],"[[ 59.7]
 [-84.2]]",-81
92,[[4.8 3.1]],-1,[4.8 3.1],[[55.46]],"[[ 59.7]
 [-84.2]]",-81
93,[[6.7 3.1]],1,[6.7 3.1],[[57.97]],"[[ 59.7]
 [-84.2]]",-81
94,[[5.1 3.8]],-1,[5.1 3.8],[[96.49]],"[[ 59.7]
 [-84.2]]",-81
95,[[5.2 3.5]],-1,[5.2 3.5],[[65.26]],"[[ 59.7]
 [-84.2]]",-81
