,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[68.84]],"[[ 60.8]
 [-82.9]]",-76
1,[[5.9 3. ]],1,[5.9 3. ],[[34.02]],"[[ 60.8]
 [-82.9]]",-76
2,[[6.7 3.3]],1,[6.7 3.3],[[57.79]],"[[ 60.8]
 [-82.9]]",-76
3,[[7.7 3.8]],1,[7.7 3.8],[[77.14]],"[[ 60.8]
 [-82.9]]",-76
4,[[5.4 3.4]],-1,[5.4 3.4],[[29.54]],"[[ 60.8]
 [-82.9]]",-76
5,[[6.3 2.5]],1,[6.3 2.5],[[99.79]],"[[ 60.8]
 [-82.9]]",-76
6,[[5.  3.2]],-1,[5.  3.2],[[37.28]],"[[ 60.8]
 [-82.9]]",-76
7,[[4.6 3.4]],-1,[4.6 3.4],[[78.18]],"[[ 60.8]
 [-82.9]]",-76
8,[[5.7 4.4]],-1,[5.7 4.4],[[94.2]],"[[ 60.8]
 [-82.9]]",-76
9,[[5.2 3.4]],-1,[5.2 3.4],[[41.7]],"[[ 60.8]
 [-82.9]]",-76
10,[[6.2 2.9]],1,[6.2 2.9],[[60.55]],"[[ 60.8]
 [-82.9]]",-76
11,[[6.3 3.3]],1,[6.3 3.3],[[33.47]],"[[ 60.8]
 [-82.9]]",-76
12,[[5.5 2.4]],1,[5.5 2.4],[[59.44]],"[[ 60.8]
 [-82.9]]",-76
13,[[5.1 2.5]],1,[5.1 2.5],[[26.83]],"[[ 60.8]
 [-82.9]]",-76
14,[[5.9 3. ]],1,[5.9 3. ],[[34.02]],"[[ 60.8]
 [-82.9]]",-76
15,[[5. 2.]],1,[5. 2.],[[62.2]],"[[ 60.8]
 [-82.9]]",-76
16,[[6.5 3. ]],1,[6.5 3. ],[[70.5]],"[[ 60.8]
 [-82.9]]",-76
17,[[6.5 3. ]],1,[6.5 3. ],[[70.5]],"[[ 60.8]
 [-82.9]]",-76
18,[[6.9 3.1]],1,[6.9 3.1],[[86.53]],"[[ 60.8]
 [-82.9]]",-76
19,[[4.6 3.6]],-1,[4.6 3.6],[[94.76]],"[[ 60.8]
 [-82.9]]",-76
20,[[6.6 3. ]],1,[6.6 3. ],[[76.58]],"[[ 60.8]
 [-82.9]]",-76
21,[[4.9 3.1]],-1,[4.9 3.1],[[35.07]],"[[ 60.8]
 [-82.9]]",-76
22,[[6.7 3. ]],1,[6.7 3. ],[[82.66]],"[[ 60.8]
 [-82.9]]",-76
23,[[6.7 3. ]],1,[6.7 3. ],[[82.66]],"[[ 60.8]
 [-82.9]]",-76
24,[[5.6 2.9]],1,[5.6 2.9],[[24.07]],"[[ 60.8]
 [-82.9]]",-76
25,[[6.3 3.4]],1,[6.3 3.4],[[25.18]],"[[ 60.8]
 [-82.9]]",-76
26,[[5.6 2.7]],1,[5.6 2.7],[[40.65]],"[[ 60.8]
 [-82.9]]",-76
27,[[6.1 3. ]],1,[6.1 3. ],[[46.18]],"[[ 60.8]
 [-82.9]]",-76
28,[[6.3 2.3]],1,[6.3 2.3],[[116.37]],"[[ 60.8]
 [-82.9]]",-76
29,[[5.8 2.6]],1,[5.8 2.6],[[61.1]],"[[ 60.8]
 [-82.9]]",-76
30,[[5.7 3. ]],1,[5.7 3. ],[[21.86]],"[[ 60.8]
 [-82.9]]",-76
31,[[6.9 3.1]],1,[6.9 3.1],[[86.53]],"[[ 60.8]
 [-82.9]]",-76
32,[[6.8 2.8]],1,[6.8 2.8],[[105.32]],"[[ 60.8]
 [-82.9]]",-76
33,[[5.2 4.1]],-1,[5.2 4.1],[[99.73]],"[[ 60.8]
 [-82.9]]",-76
34,[[5.8 2.7]],1,[5.8 2.7],[[52.81]],"[[ 60.8]
 [-82.9]]",-76
35,[[4.3 3. ]],-1,[4.3 3. ],[[63.26]],"[[ 60.8]
 [-82.9]]",-76
36,[[4.8 3.4]],-1,[4.8 3.4],[[66.02]],"[[ 60.8]
 [-82.9]]",-76
37,[[5.2 2.7]],1,[5.2 2.7],[[16.33]],"[[ 60.8]
 [-82.9]]",-76
38,[[4.8 3. ]],-1,[4.8 3. ],[[32.86]],"[[ 60.8]
 [-82.9]]",-76
39,[[4.9 3.1]],-1,[4.9 3.1],[[35.07]],"[[ 60.8]
 [-82.9]]",-76
40,[[7.9 3.8]],1,[7.9 3.8],[[89.3]],"[[ 60.8]
 [-82.9]]",-76
41,[[5.  2.3]],1,[5.  2.3],[[37.33]],"[[ 60.8]
 [-82.9]]",-76
42,[[4.6 3.2]],-1,[4.6 3.2],[[61.6]],"[[ 60.8]
 [-82.9]]",-76
43,[[6.5 3. ]],1,[6.5 3. ],[[70.5]],"[[ 60.8]
 [-82.9]]",-76
44,[[4.9 3.1]],-1,[4.9 3.1],[[35.07]],"[[ 60.8]
 [-82.9]]",-76
45,[[6.  2.2]],1,[6.  2.2],[[106.42]],"[[ 60.8]
 [-82.9]]",-76
46,[[5.5 2.6]],1,[5.5 2.6],[[42.86]],"[[ 60.8]
 [-82.9]]",-76
