,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[70.2]],"[[ 61. ]
 [-82.5]]",-77
1,[[5.9 3. ]],1,[5.9 3. ],[[35.4]],"[[ 61. ]
 [-82.5]]",-77
2,[[6.7 3.3]],1,[6.7 3.3],[[59.45]],"[[ 61. ]
 [-82.5]]",-77
3,[[7.7 3.8]],1,[7.7 3.8],[[79.2]],"[[ 61. ]
 [-82.5]]",-77
4,[[5.4 3.4]],-1,[5.4 3.4],[[28.1]],"[[ 61. ]
 [-82.5]]",-77
5,[[6.3 2.5]],1,[6.3 2.5],[[101.05]],"[[ 61. ]
 [-82.5]]",-77
6,[[5.  3.2]],-1,[5.  3.2],[[36.]],"[[ 61. ]
 [-82.5]]",-77
7,[[4.6 3.4]],-1,[4.6 3.4],[[76.9]],"[[ 61. ]
 [-82.5]]",-77
8,[[5.7 4.4]],-1,[5.7 4.4],[[92.3]],"[[ 61. ]
 [-82.5]]",-77
9,[[5.2 3.4]],-1,[5.2 3.4],[[40.3]],"[[ 61. ]
 [-82.5]]",-77
10,[[6.2 2.9]],1,[6.2 2.9],[[61.95]],"[[ 61. ]
 [-82.5]]",-77
11,[[6.3 3.3]],1,[6.3 3.3],[[35.05]],"[[ 61. ]
 [-82.5]]",-77
12,[[5.5 2.4]],1,[5.5 2.4],[[60.5]],"[[ 61. ]
 [-82.5]]",-77
13,[[5.1 2.5]],1,[5.1 2.5],[[27.85]],"[[ 61. ]
 [-82.5]]",-77
14,[[5.9 3. ]],1,[5.9 3. ],[[35.4]],"[[ 61. ]
 [-82.5]]",-77
15,[[5. 2.]],1,[5. 2.],[[63.]],"[[ 61. ]
 [-82.5]]",-77
16,[[6.5 3. ]],1,[6.5 3. ],[[72.]],"[[ 61. ]
 [-82.5]]",-77
17,[[6.5 3. ]],1,[6.5 3. ],[[72.]],"[[ 61. ]
 [-82.5]]",-77
18,[[6.9 3.1]],1,[6.9 3.1],[[88.15]],"[[ 61. ]
 [-82.5]]",-77
19,[[4.6 3.6]],-1,[4.6 3.6],[[93.4]],"[[ 61. ]
 [-82.5]]",-77
20,[[6.6 3. ]],1,[6.6 3. ],[[78.1]],"[[ 61. ]
 [-82.5]]",-77
21,[[4.9 3.1]],-1,[4.9 3.1],[[33.85]],"[[ 61. ]
 [-82.5]]",-77
22,[[6.7 3. ]],1,[6.7 3. ],[[84.2]],"[[ 61. ]
 [-82.5]]",-77
23,[[6.7 3. ]],1,[6.7 3. ],[[84.2]],"[[ 61. ]
 [-82.5]]",-77
24,[[5.6 2.9]],1,[5.6 2.9],[[25.35]],"[[ 61. ]
 [-82.5]]",-77
25,[[6.3 3.4]],1,[6.3 3.4],[[26.8]],"[[ 61. ]
 [-82.5]]",-77
26,[[5.6 2.7]],1,[5.6 2.7],[[41.85]],"[[ 61. ]
 [-82.5]]",-77
27,[[6.1 3. ]],1,[6.1 3. ],[[47.6]],"[[ 61. ]
 [-82.5]]",-77
28,[[6.3 2.3]],1,[6.3 2.3],[[117.55]],"[[ 61. ]
 [-82.5]]",-77
29,[[5.8 2.6]],1,[5.8 2.6],[[62.3]],"[[ 61. ]
 [-82.5]]",-77
30,[[5.7 3. ]],1,[5.7 3. ],[[23.2]],"[[ 61. ]
 [-82.5]]",-77
31,[[6.9 3.1]],1,[6.9 3.1],[[88.15]],"[[ 61. ]
 [-82.5]]",-77
32,[[6.8 2.8]],1,[6.8 2.8],[[106.8]],"[[ 61. ]
 [-82.5]]",-77
33,[[5.2 4.1]],-1,[5.2 4.1],[[98.05]],"[[ 61. ]
 [-82.5]]",-77
34,[[5.8 2.7]],1,[5.8 2.7],[[54.05]],"[[ 61. ]
 [-82.5]]",-77
35,[[4.3 3. ]],-1,[4.3 3. ],[[62.2]],"[[ 61. ]
 [-82.5]]",-77
36,[[4.8 3.4]],-1,[4.8 3.4],[[64.7]],"[[ 61. ]
 [-82.5]]",-77
37,[[5.2 2.7]],1,[5.2 2.7],[[17.45]],"[[ 61. ]
 [-82.5]]",-77
38,[[4.8 3. ]],-1,[4.8 3. ],[[31.7]],"[[ 61. ]
 [-82.5]]",-77
39,[[4.9 3.1]],-1,[4.9 3.1],[[33.85]],"[[ 61. ]
 [-82.5]]",-77
40,[[7.9 3.8]],1,[7.9 3.8],[[91.4]],"[[ 61. ]
 [-82.5]]",-77
41,[[5.  2.3]],1,[5.  2.3],[[38.25]],"[[ 61. ]
 [-82.5]]",-77
42,[[4.6 3.2]],-1,[4.6 3.2],[[60.4]],"[[ 61. ]
 [-82.5]]",-77
43,[[6.5 3. ]],1,[6.5 3. ],[[72.]],"[[ 61. ]
 [-82.5]]",-77
44,[[4.9 3.1]],-1,[4.9 3.1],[[33.85]],"[[ 61. ]
 [-82.5]]",-77
45,[[6.  2.2]],1,[6.  2.2],[[107.5]],"[[ 61. ]
 [-82.5]]",-77
46,[[5.5 2.6]],1,[5.5 2.6],[[44.]],"[[ 61. ]
 [-82.5]]",-77
47,[[5.8 4. ]],-1,[5.8 4. ],[[53.2]],"[[ 61. ]
 [-82.5]]",-77
48,[[5.4 3.9]],-1,[5.4 3.9],[[69.35]],"[[ 61. ]
 [-82.5]]",-77
49,[[6.4 2.7]],1,[6.4 2.7],[[90.65]],"[[ 61. ]
 [-82.5]]",-77
50,[[6.  3.4]],1,[6.  3.4],[[8.5]],"[[ 61. ]
 [-82.5]]",-77
51,[[5.5 2.5]],1,[5.5 2.5],[[52.25]],"[[ 61. ]
 [-82.5]]",-77
52,[[5.5 4.2]],-1,[5.5 4.2],[[88.]],"[[ 61. ]
 [-82.5]]",-77
53,[[4.7 3.2]],-1,[4.7 3.2],[[54.3]],"[[ 61. ]
 [-82.5]]",-77
54,[[6.9 3.2]],1,[6.9 3.2],[[79.9]],"[[ 61. ]
 [-82.5]]",-77
55,[[6.  2.9]],1,[6.  2.9],[[49.75]],"[[ 61. ]
 [-82.5]]",-77
56,[[6.1 3. ]],1,[6.1 3. ],[[47.6]],"[[ 61. ]
 [-82.5]]",-77
57,[[4.6 3.1]],-1,[4.6 3.1],[[52.15]],"[[ 61. ]
 [-82.5]]",-77
58,[[5.7 2.8]],1,[5.7 2.8],[[39.7]],"[[ 61. ]
 [-82.5]]",-77
59,[[6. 3.]],1,[6. 3.],[[41.5]],"[[ 61. ]
 [-82.5]]",-77
60,[[5.8 2.7]],1,[5.8 2.7],[[54.05]],"[[ 61. ]
 [-82.5]]",-77
61,[[4.8 3.4]],-1,[4.8 3.4],[[64.7]],"[[ 61. ]
 [-82.5]]",-77
62,[[6.  2.2]],1,[6.  2.2],[[107.5]],"[[ 61. ]
 [-82.5]]",-77
63,[[6.4 3.1]],1,[6.4 3.1],[[57.65]],"[[ 61. ]
 [-82.5]]",-77
64,[[6.7 2.5]],1,[6.7 2.5],[[125.45]],"[[ 61. ]
 [-82.5]]",-77
