,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[84.7]],"[[ 59.7]
 [-79.8]]",-62
1,[[5.9 3. ]],1,[5.9 3. ],[[50.83]],"[[ 59.7]
 [-79.8]]",-62
2,[[6.7 3.3]],1,[6.7 3.3],[[74.65]],"[[ 59.7]
 [-79.8]]",-62
3,[[7.7 3.8]],1,[7.7 3.8],[[94.45]],"[[ 59.7]
 [-79.8]]",-62
4,[[5.4 3.4]],-1,[5.4 3.4],[[10.94]],"[[ 59.7]
 [-79.8]]",-62
5,[[6.3 2.5]],1,[6.3 2.5],[[114.61]],"[[ 59.7]
 [-79.8]]",-62
6,[[5.  3.2]],-1,[5.  3.2],[[18.86]],"[[ 59.7]
 [-79.8]]",-62
7,[[4.6 3.4]],-1,[4.6 3.4],[[58.7]],"[[ 59.7]
 [-79.8]]",-62
8,[[5.7 4.4]],-1,[5.7 4.4],[[72.83]],"[[ 59.7]
 [-79.8]]",-62
9,[[5.2 3.4]],-1,[5.2 3.4],[[22.88]],"[[ 59.7]
 [-79.8]]",-62
10,[[6.2 2.9]],1,[6.2 2.9],[[76.72]],"[[ 59.7]
 [-79.8]]",-62
11,[[6.3 3.3]],1,[6.3 3.3],[[50.77]],"[[ 59.7]
 [-79.8]]",-62
12,[[5.5 2.4]],1,[5.5 2.4],[[74.83]],"[[ 59.7]
 [-79.8]]",-62
13,[[5.1 2.5]],1,[5.1 2.5],[[42.97]],"[[ 59.7]
 [-79.8]]",-62
14,[[5.9 3. ]],1,[5.9 3. ],[[50.83]],"[[ 59.7]
 [-79.8]]",-62
15,[[5. 2.]],1,[5. 2.],[[76.9]],"[[ 59.7]
 [-79.8]]",-62
16,[[6.5 3. ]],1,[6.5 3. ],[[86.65]],"[[ 59.7]
 [-79.8]]",-62
17,[[6.5 3. ]],1,[6.5 3. ],[[86.65]],"[[ 59.7]
 [-79.8]]",-62
18,[[6.9 3.1]],1,[6.9 3.1],[[102.55]],"[[ 59.7]
 [-79.8]]",-62
19,[[4.6 3.6]],-1,[4.6 3.6],[[74.66]],"[[ 59.7]
 [-79.8]]",-62
20,[[6.6 3. ]],1,[6.6 3. ],[[92.62]],"[[ 59.7]
 [-79.8]]",-62
