,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[56.18]],"[[ 45.7]
 [-69.7]]",-32
1,[[5.9 3. ]],1,[5.9 3. ],[[28.53]],"[[ 45.7]
 [-69.7]]",-32
2,[[6.7 3.3]],1,[6.7 3.3],[[44.18]],"[[ 45.7]
 [-69.7]]",-32
3,[[7.7 3.8]],1,[7.7 3.8],[[55.03]],"[[ 45.7]
 [-69.7]]",-32
4,[[5.4 3.4]],-1,[5.4 3.4],[[22.2]],"[[ 45.7]
 [-69.7]]",-32
5,[[6.3 2.5]],1,[6.3 2.5],[[81.66]],"[[ 45.7]
 [-69.7]]",-32
6,[[5.  3.2]],-1,[5.  3.2],[[26.54]],"[[ 45.7]
 [-69.7]]",-32
7,[[4.6 3.4]],-1,[4.6 3.4],[[58.76]],"[[ 45.7]
 [-69.7]]",-32
8,[[5.7 4.4]],-1,[5.7 4.4],[[78.19]],"[[ 45.7]
 [-69.7]]",-32
9,[[5.2 3.4]],-1,[5.2 3.4],[[31.34]],"[[ 45.7]
 [-69.7]]",-32
10,[[6.2 2.9]],1,[6.2 2.9],[[49.21]],"[[ 45.7]
 [-69.7]]",-32
11,[[6.3 3.3]],1,[6.3 3.3],[[25.9]],"[[ 45.7]
 [-69.7]]",-32
12,[[5.5 2.4]],1,[5.5 2.4],[[52.07]],"[[ 45.7]
 [-69.7]]",-32
13,[[5.1 2.5]],1,[5.1 2.5],[[26.82]],"[[ 45.7]
 [-69.7]]",-32
14,[[5.9 3. ]],1,[5.9 3. ],[[28.53]],"[[ 45.7]
 [-69.7]]",-32
15,[[5. 2.]],1,[5. 2.],[[57.1]],"[[ 45.7]
 [-69.7]]",-32
16,[[6.5 3. ]],1,[6.5 3. ],[[55.95]],"[[ 45.7]
 [-69.7]]",-32
17,[[6.5 3. ]],1,[6.5 3. ],[[55.95]],"[[ 45.7]
 [-69.7]]",-32
18,[[6.9 3.1]],1,[6.9 3.1],[[67.26]],"[[ 45.7]
 [-69.7]]",-32
19,[[4.6 3.6]],-1,[4.6 3.6],[[72.7]],"[[ 45.7]
 [-69.7]]",-32
20,[[6.6 3. ]],1,[6.6 3. ],[[60.52]],"[[ 45.7]
 [-69.7]]",-32
21,[[4.9 3.1]],-1,[4.9 3.1],[[24.14]],"[[ 45.7]
 [-69.7]]",-32
22,[[6.7 3. ]],1,[6.7 3. ],[[65.09]],"[[ 45.7]
 [-69.7]]",-32
