,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[53.46]],"[[ 38.7]
 [-59.1]]",-21
1,[[5.9 3. ]],1,[5.9 3. ],[[30.03]],"[[ 38.7]
 [-59.1]]",-21
2,[[6.7 3.3]],1,[6.7 3.3],[[43.26]],"[[ 38.7]
 [-59.1]]",-21
3,[[7.7 3.8]],1,[7.7 3.8],[[52.41]],"[[ 38.7]
 [-59.1]]",-21
4,[[5.4 3.4]],-1,[5.4 3.4],[[12.96]],"[[ 38.7]
 [-59.1]]",-21
5,[[6.3 2.5]],1,[6.3 2.5],[[75.06]],"[[ 38.7]
 [-59.1]]",-21
6,[[5.  3.2]],-1,[5.  3.2],[[16.62]],"[[ 38.7]
 [-59.1]]",-21
7,[[4.6 3.4]],-1,[4.6 3.4],[[43.92]],"[[ 38.7]
 [-59.1]]",-21
8,[[5.7 4.4]],-1,[5.7 4.4],[[60.45]],"[[ 38.7]
 [-59.1]]",-21
9,[[5.2 3.4]],-1,[5.2 3.4],[[20.7]],"[[ 38.7]
 [-59.1]]",-21
10,[[6.2 2.9]],1,[6.2 2.9],[[47.55]],"[[ 38.7]
 [-59.1]]",-21
11,[[6.3 3.3]],1,[6.3 3.3],[[27.78]],"[[ 38.7]
 [-59.1]]",-21
12,[[5.5 2.4]],1,[5.5 2.4],[[50.01]],"[[ 38.7]
 [-59.1]]",-21
13,[[5.1 2.5]],1,[5.1 2.5],[[28.62]],"[[ 38.7]
 [-59.1]]",-21
14,[[5.9 3. ]],1,[5.9 3. ],[[30.03]],"[[ 38.7]
 [-59.1]]",-21
15,[[5. 2.]],1,[5. 2.],[[54.3]],"[[ 38.7]
 [-59.1]]",-21
16,[[6.5 3. ]],1,[6.5 3. ],[[53.25]],"[[ 38.7]
 [-59.1]]",-21
17,[[6.5 3. ]],1,[6.5 3. ],[[53.25]],"[[ 38.7]
 [-59.1]]",-21
18,[[6.9 3.1]],1,[6.9 3.1],[[62.82]],"[[ 38.7]
 [-59.1]]",-21
19,[[4.6 3.6]],-1,[4.6 3.6],[[55.74]],"[[ 38.7]
 [-59.1]]",-21
20,[[6.6 3. ]],1,[6.6 3. ],[[57.12]],"[[ 38.7]
 [-59.1]]",-21
21,[[4.9 3.1]],-1,[4.9 3.1],[[14.58]],"[[ 38.7]
 [-59.1]]",-21
22,[[6.7 3. ]],1,[6.7 3. ],[[60.99]],"[[ 38.7]
 [-59.1]]",-21
23,[[6.7 3. ]],1,[6.7 3. ],[[60.99]],"[[ 38.7]
 [-59.1]]",-21
24,[[5.6 2.9]],1,[5.6 2.9],[[24.33]],"[[ 38.7]
 [-59.1]]",-21
25,[[6.3 3.4]],1,[6.3 3.4],[[21.87]],"[[ 38.7]
 [-59.1]]",-21
26,[[5.6 2.7]],1,[5.6 2.7],[[36.15]],"[[ 38.7]
 [-59.1]]",-21
27,[[6.1 3. ]],1,[6.1 3. ],[[37.77]],"[[ 38.7]
 [-59.1]]",-21
