,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[49.68]],"[[ 49.4]
 [-77. ]]",-41
1,[[5.9 3. ]],1,[5.9 3. ],[[19.46]],"[[ 49.4]
 [-77. ]]",-41
2,[[6.7 3.3]],1,[6.7 3.3],[[35.88]],"[[ 49.4]
 [-77. ]]",-41
3,[[7.7 3.8]],1,[7.7 3.8],[[46.78]],"[[ 49.4]
 [-77. ]]",-41
4,[[5.4 3.4]],-1,[5.4 3.4],[[36.04]],"[[ 49.4]
 [-77. ]]",-41
5,[[6.3 2.5]],1,[6.3 2.5],[[77.72]],"[[ 49.4]
 [-77. ]]",-41
6,[[5.  3.2]],-1,[5.  3.2],[[40.4]],"[[ 49.4]
 [-77. ]]",-41
7,[[4.6 3.4]],-1,[4.6 3.4],[[75.56]],"[[ 49.4]
 [-77. ]]",-41
8,[[5.7 4.4]],-1,[5.7 4.4],[[98.22]],"[[ 49.4]
 [-77. ]]",-41
9,[[5.2 3.4]],-1,[5.2 3.4],[[45.92]],"[[ 49.4]
 [-77. ]]",-41
10,[[6.2 2.9]],1,[6.2 2.9],[[41.98]],"[[ 49.4]
 [-77. ]]",-41
11,[[6.3 3.3]],1,[6.3 3.3],[[16.12]],"[[ 49.4]
 [-77. ]]",-41
12,[[5.5 2.4]],1,[5.5 2.4],[[45.9]],"[[ 49.4]
 [-77. ]]",-41
13,[[5.1 2.5]],1,[5.1 2.5],[[18.44]],"[[ 49.4]
 [-77. ]]",-41
14,[[5.9 3. ]],1,[5.9 3. ],[[19.46]],"[[ 49.4]
 [-77. ]]",-41
15,[[5. 2.]],1,[5. 2.],[[52.]],"[[ 49.4]
 [-77. ]]",-41
16,[[6.5 3. ]],1,[6.5 3. ],[[49.1]],"[[ 49.4]
 [-77. ]]",-41
17,[[6.5 3. ]],1,[6.5 3. ],[[49.1]],"[[ 49.4]
 [-77. ]]",-41
18,[[6.9 3.1]],1,[6.9 3.1],[[61.16]],"[[ 49.4]
 [-77. ]]",-41
19,[[4.6 3.6]],-1,[4.6 3.6],[[90.96]],"[[ 49.4]
 [-77. ]]",-41
20,[[6.6 3. ]],1,[6.6 3. ],[[54.04]],"[[ 49.4]
 [-77. ]]",-41
