,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[49.5]],"[[ 55.7]
 [-82.8]]",-64
1,[[5.9 3. ]],1,[5.9 3. ],[[16.23]],"[[ 55.7]
 [-82.8]]",-64
2,[[6.7 3.3]],1,[6.7 3.3],[[35.95]],"[[ 55.7]
 [-82.8]]",-64
3,[[7.7 3.8]],1,[7.7 3.8],[[50.25]],"[[ 55.7]
 [-82.8]]",-64
4,[[5.4 3.4]],-1,[5.4 3.4],[[44.74]],"[[ 55.7]
 [-82.8]]",-64
5,[[6.3 2.5]],1,[6.3 2.5],[[79.91]],"[[ 55.7]
 [-82.8]]",-64
6,[[5.  3.2]],-1,[5.  3.2],[[50.46]],"[[ 55.7]
 [-82.8]]",-64
7,[[4.6 3.4]],-1,[4.6 3.4],[[89.3]],"[[ 55.7]
 [-82.8]]",-64
8,[[5.7 4.4]],-1,[5.7 4.4],[[110.83]],"[[ 55.7]
 [-82.8]]",-64
9,[[5.2 3.4]],-1,[5.2 3.4],[[55.88]],"[[ 55.7]
 [-82.8]]",-64
10,[[6.2 2.9]],1,[6.2 2.9],[[41.22]],"[[ 55.7]
 [-82.8]]",-64
11,[[6.3 3.3]],1,[6.3 3.3],[[13.67]],"[[ 55.7]
 [-82.8]]",-64
12,[[5.5 2.4]],1,[5.5 2.4],[[43.63]],"[[ 55.7]
 [-82.8]]",-64
13,[[5.1 2.5]],1,[5.1 2.5],[[13.07]],"[[ 55.7]
 [-82.8]]",-64
14,[[5.9 3. ]],1,[5.9 3. ],[[16.23]],"[[ 55.7]
 [-82.8]]",-64
15,[[5. 2.]],1,[5. 2.],[[48.9]],"[[ 55.7]
 [-82.8]]",-64
16,[[6.5 3. ]],1,[6.5 3. ],[[49.65]],"[[ 55.7]
 [-82.8]]",-64
17,[[6.5 3. ]],1,[6.5 3. ],[[49.65]],"[[ 55.7]
 [-82.8]]",-64
18,[[6.9 3.1]],1,[6.9 3.1],[[63.65]],"[[ 55.7]
 [-82.8]]",-64
19,[[4.6 3.6]],-1,[4.6 3.6],[[105.86]],"[[ 55.7]
 [-82.8]]",-64
20,[[6.6 3. ]],1,[6.6 3. ],[[55.22]],"[[ 55.7]
 [-82.8]]",-64
21,[[4.9 3.1]],-1,[4.9 3.1],[[47.75]],"[[ 55.7]
 [-82.8]]",-64
