,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[63.14]],"[[ 47.3]
 [-70.4]]",-33
1,[[5.9 3. ]],1,[5.9 3. ],[[34.87]],"[[ 47.3]
 [-70.4]]",-33
2,[[6.7 3.3]],1,[6.7 3.3],[[51.59]],"[[ 47.3]
 [-70.4]]",-33
3,[[7.7 3.8]],1,[7.7 3.8],[[63.69]],"[[ 47.3]
 [-70.4]]",-33
4,[[5.4 3.4]],-1,[5.4 3.4],[[16.94]],"[[ 47.3]
 [-70.4]]",-33
5,[[6.3 2.5]],1,[6.3 2.5],[[88.99]],"[[ 47.3]
 [-70.4]]",-33
6,[[5.  3.2]],-1,[5.  3.2],[[21.78]],"[[ 47.3]
 [-70.4]]",-33
7,[[4.6 3.4]],-1,[4.6 3.4],[[54.78]],"[[ 47.3]
 [-70.4]]",-33
8,[[5.7 4.4]],-1,[5.7 4.4],[[73.15]],"[[ 47.3]
 [-70.4]]",-33
9,[[5.2 3.4]],-1,[5.2 3.4],[[26.4]],"[[ 47.3]
 [-70.4]]",-33
10,[[6.2 2.9]],1,[6.2 2.9],[[56.1]],"[[ 47.3]
 [-70.4]]",-33
11,[[6.3 3.3]],1,[6.3 3.3],[[32.67]],"[[ 47.3]
 [-70.4]]",-33
12,[[5.5 2.4]],1,[5.5 2.4],[[58.19]],"[[ 47.3]
 [-70.4]]",-33
13,[[5.1 2.5]],1,[5.1 2.5],[[32.23]],"[[ 47.3]
 [-70.4]]",-33
14,[[5.9 3. ]],1,[5.9 3. ],[[34.87]],"[[ 47.3]
 [-70.4]]",-33
15,[[5. 2.]],1,[5. 2.],[[62.7]],"[[ 47.3]
 [-70.4]]",-33
16,[[6.5 3. ]],1,[6.5 3. ],[[63.25]],"[[ 47.3]
 [-70.4]]",-33
17,[[6.5 3. ]],1,[6.5 3. ],[[63.25]],"[[ 47.3]
 [-70.4]]",-33
18,[[6.9 3.1]],1,[6.9 3.1],[[75.13]],"[[ 47.3]
 [-70.4]]",-33
19,[[4.6 3.6]],-1,[4.6 3.6],[[68.86]],"[[ 47.3]
 [-70.4]]",-33
20,[[6.6 3. ]],1,[6.6 3. ],[[67.98]],"[[ 47.3]
 [-70.4]]",-33
21,[[4.9 3.1]],-1,[4.9 3.1],[[19.47]],"[[ 47.3]
 [-70.4]]",-33
22,[[6.7 3. ]],1,[6.7 3. ],[[72.71]],"[[ 47.3]
 [-70.4]]",-33
23,[[6.7 3. ]],1,[6.7 3. ],[[72.71]],"[[ 47.3]
 [-70.4]]",-33
24,[[5.6 2.9]],1,[5.6 2.9],[[27.72]],"[[ 47.3]
 [-70.4]]",-33
25,[[6.3 3.4]],1,[6.3 3.4],[[25.63]],"[[ 47.3]
 [-70.4]]",-33
26,[[5.6 2.7]],1,[5.6 2.7],[[41.8]],"[[ 47.3]
 [-70.4]]",-33
27,[[6.1 3. ]],1,[6.1 3. ],[[44.33]],"[[ 47.3]
 [-70.4]]",-33
28,[[6.3 2.3]],1,[6.3 2.3],[[103.07]],"[[ 47.3]
 [-70.4]]",-33
29,[[5.8 2.6]],1,[5.8 2.6],[[58.3]],"[[ 47.3]
 [-70.4]]",-33
30,[[5.7 3. ]],1,[5.7 3. ],[[25.41]],"[[ 47.3]
 [-70.4]]",-33
31,[[6.9 3.1]],1,[6.9 3.1],[[75.13]],"[[ 47.3]
 [-70.4]]",-33
32,[[6.8 2.8]],1,[6.8 2.8],[[91.52]],"[[ 47.3]
 [-70.4]]",-33
33,[[5.2 4.1]],-1,[5.2 4.1],[[75.68]],"[[ 47.3]
 [-70.4]]",-33
34,[[5.8 2.7]],1,[5.8 2.7],[[51.26]],"[[ 47.3]
 [-70.4]]",-33
35,[[4.3 3. ]],-1,[4.3 3. ],[[40.81]],"[[ 47.3]
 [-70.4]]",-33
36,[[4.8 3.4]],-1,[4.8 3.4],[[45.32]],"[[ 47.3]
 [-70.4]]",-33
37,[[5.2 2.7]],1,[5.2 2.7],[[22.88]],"[[ 47.3]
 [-70.4]]",-33
38,[[4.8 3. ]],-1,[4.8 3. ],[[17.16]],"[[ 47.3]
 [-70.4]]",-33
39,[[4.9 3.1]],-1,[4.9 3.1],[[19.47]],"[[ 47.3]
 [-70.4]]",-33
40,[[7.9 3.8]],1,[7.9 3.8],[[73.15]],"[[ 47.3]
 [-70.4]]",-33
41,[[5.  2.3]],1,[5.  2.3],[[41.58]],"[[ 47.3]
 [-70.4]]",-33
42,[[4.6 3.2]],-1,[4.6 3.2],[[40.7]],"[[ 47.3]
 [-70.4]]",-33
43,[[6.5 3. ]],1,[6.5 3. ],[[63.25]],"[[ 47.3]
 [-70.4]]",-33
44,[[4.9 3.1]],-1,[4.9 3.1],[[19.47]],"[[ 47.3]
 [-70.4]]",-33
45,[[6.  2.2]],1,[6.  2.2],[[95.92]],"[[ 47.3]
 [-70.4]]",-33
46,[[5.5 2.6]],1,[5.5 2.6],[[44.11]],"[[ 47.3]
 [-70.4]]",-33
47,[[5.8 4. ]],-1,[5.8 4. ],[[40.26]],"[[ 47.3]
 [-70.4]]",-33
48,[[5.4 3.9]],-1,[5.4 3.9],[[52.14]],"[[ 47.3]
 [-70.4]]",-33
49,[[6.4 2.7]],1,[6.4 2.7],[[79.64]],"[[ 47.3]
 [-70.4]]",-33
50,[[6.  3.4]],1,[6.  3.4],[[11.44]],"[[ 47.3]
 [-70.4]]",-33
51,[[5.5 2.5]],1,[5.5 2.5],[[51.15]],"[[ 47.3]
 [-70.4]]",-33
52,[[5.5 4.2]],-1,[5.5 4.2],[[68.53]],"[[ 47.3]
 [-70.4]]",-33
53,[[4.7 3.2]],-1,[4.7 3.2],[[35.97]],"[[ 47.3]
 [-70.4]]",-33
54,[[6.9 3.2]],1,[6.9 3.2],[[68.09]],"[[ 47.3]
 [-70.4]]",-33
55,[[6.  2.9]],1,[6.  2.9],[[46.64]],"[[ 47.3]
 [-70.4]]",-33
56,[[6.1 3. ]],1,[6.1 3. ],[[44.33]],"[[ 47.3]
 [-70.4]]",-33
57,[[4.6 3.1]],-1,[4.6 3.1],[[33.66]],"[[ 47.3]
 [-70.4]]",-33
58,[[5.7 2.8]],1,[5.7 2.8],[[39.49]],"[[ 47.3]
 [-70.4]]",-33
59,[[6. 3.]],1,[6. 3.],[[39.6]],"[[ 47.3]
 [-70.4]]",-33
60,[[5.8 2.7]],1,[5.8 2.7],[[51.26]],"[[ 47.3]
 [-70.4]]",-33
61,[[4.8 3.4]],-1,[4.8 3.4],[[45.32]],"[[ 47.3]
 [-70.4]]",-33
62,[[6.  2.2]],1,[6.  2.2],[[95.92]],"[[ 47.3]
 [-70.4]]",-33
63,[[6.4 3.1]],1,[6.4 3.1],[[51.48]],"[[ 47.3]
 [-70.4]]",-33
64,[[6.7 2.5]],1,[6.7 2.5],[[107.91]],"[[ 47.3]
 [-70.4]]",-33
65,[[6.3 3.3]],1,[6.3 3.3],[[32.67]],"[[ 47.3]
 [-70.4]]",-33
66,[[6.8 3.2]],1,[6.8 3.2],[[63.36]],"[[ 47.3]
 [-70.4]]",-33
67,[[5.7 3.8]],-1,[5.7 3.8],[[30.91]],"[[ 47.3]
 [-70.4]]",-33
68,[[5.1 3.8]],-1,[5.1 3.8],[[59.29]],"[[ 47.3]
 [-70.4]]",-33
69,[[6.  2.7]],1,[6.  2.7],[[60.72]],"[[ 47.3]
 [-70.4]]",-33
70,[[7.7 2.8]],1,[7.7 2.8],[[134.09]],"[[ 47.3]
 [-70.4]]",-33
71,[[4.4 3. ]],-1,[4.4 3. ],[[36.08]],"[[ 47.3]
 [-70.4]]",-33
72,[[6.2 2.2]],1,[6.2 2.2],[[105.38]],"[[ 47.3]
 [-70.4]]",-33
73,[[4.7 3.2]],-1,[4.7 3.2],[[35.97]],"[[ 47.3]
 [-70.4]]",-33
74,[[5.4 3.4]],-1,[5.4 3.4],[[16.94]],"[[ 47.3]
 [-70.4]]",-33
75,[[6.7 3.1]],1,[6.7 3.1],[[65.67]],"[[ 47.3]
 [-70.4]]",-33
76,[[6.4 3.2]],1,[6.4 3.2],[[44.44]],"[[ 47.3]
 [-70.4]]",-33
77,[[7.6 3. ]],1,[7.6 3. ],[[115.28]],"[[ 47.3]
 [-70.4]]",-33
78,[[5.5 3.5]],-1,[5.5 3.5],[[19.25]],"[[ 47.3]
 [-70.4]]",-33
79,[[6.5 3.2]],1,[6.5 3.2],[[49.17]],"[[ 47.3]
 [-70.4]]",-33
80,[[5.  3.6]],-1,[5.  3.6],[[49.94]],"[[ 47.3]
 [-70.4]]",-33
81,[[6.9 3.1]],1,[6.9 3.1],[[75.13]],"[[ 47.3]
 [-70.4]]",-33
82,[[5.1 3.5]],-1,[5.1 3.5],[[38.17]],"[[ 47.3]
 [-70.4]]",-33
83,[[6.6 2.9]],1,[6.6 2.9],[[75.02]],"[[ 47.3]
 [-70.4]]",-33
84,[[5.4 3.9]],-1,[5.4 3.9],[[52.14]],"[[ 47.3]
 [-70.4]]",-33
85,[[6.3 2.9]],1,[6.3 2.9],[[60.83]],"[[ 47.3]
 [-70.4]]",-33
86,[[7.2 3. ]],1,[7.2 3. ],[[96.36]],"[[ 47.3]
 [-70.4]]",-33
87,[[4.5 2.3]],-1,[4.5 2.3],[[-17.93]],"[[ 42.8]
 [-72.7]]",-34
88,[[4.9 2.5]],1,[4.9 2.5],[[-6.03]],"[[ 47.7]
 [-70.2]]",-33
89,[[5.6 2.8]],1,[5.6 2.8],[[37.56]],"[[ 47.7]
 [-70.2]]",-33
90,[[7.2 3.2]],1,[7.2 3.2],[[85.8]],"[[ 47.7]
 [-70.2]]",-33
91,[[6.7 3.1]],1,[6.7 3.1],[[68.97]],"[[ 47.7]
 [-70.2]]",-33
92,[[4.8 3.1]],-1,[4.8 3.1],[[21.66]],"[[ 47.7]
 [-70.2]]",-33
93,[[6.7 3.1]],1,[6.7 3.1],[[68.97]],"[[ 47.7]
 [-70.2]]",-33
94,[[5.1 3.8]],-1,[5.1 3.8],[[56.49]],"[[ 47.7]
 [-70.2]]",-33
95,[[5.2 3.5]],-1,[5.2 3.5],[[30.66]],"[[ 47.7]
 [-70.2]]",-33
96,[[5.5 2.4]],1,[5.5 2.4],[[60.87]],"[[ 47.7]
 [-70.2]]",-33
97,[[5.7 2.5]],1,[5.7 2.5],[[63.39]],"[[ 47.7]
 [-70.2]]",-33
98,[[5.  3.4]],-1,[5.  3.4],[[33.18]],"[[ 47.7]
 [-70.2]]",-33
99,[[6.8 3. ]],1,[6.8 3. ],[[80.76]],"[[ 47.7]
 [-70.2]]",-33
100,[[4.4 2.9]],-1,[4.4 2.9],[[26.7]],"[[ 47.7]
 [-70.2]]",-33
101,[[6.1 2.8]],1,[6.1 2.8],[[61.41]],"[[ 47.7]
 [-70.2]]",-33
102,[[6.7 3.3]],1,[6.7 3.3],[[54.93]],"[[ 47.7]
 [-70.2]]",-33
103,[[7.7 2.6]],1,[7.7 2.6],[[151.77]],"[[ 47.7]
 [-70.2]]",-33
104,[[5.7 2.8]],1,[5.7 2.8],[[42.33]],"[[ 47.7]
 [-70.2]]",-33
