,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[41.06]],"[[ 48.1]
 [-77.2]]",-41
1,[[5.9 3. ]],1,[5.9 3. ],[[11.19]],"[[ 48.1]
 [-77.2]]",-41
2,[[6.7 3.3]],1,[6.7 3.3],[[26.51]],"[[ 48.1]
 [-77.2]]",-41
3,[[7.7 3.8]],1,[7.7 3.8],[[36.01]],"[[ 48.1]
 [-77.2]]",-41
4,[[5.4 3.4]],-1,[5.4 3.4],[[43.74]],"[[ 48.1]
 [-77.2]]",-41
5,[[6.3 2.5]],1,[6.3 2.5],[[69.03]],"[[ 48.1]
 [-77.2]]",-41
6,[[5.  3.2]],-1,[5.  3.2],[[47.54]],"[[ 48.1]
 [-77.2]]",-41
7,[[4.6 3.4]],-1,[4.6 3.4],[[82.22]],"[[ 48.1]
 [-77.2]]",-41
8,[[5.7 4.4]],-1,[5.7 4.4],[[106.51]],"[[ 48.1]
 [-77.2]]",-41
9,[[5.2 3.4]],-1,[5.2 3.4],[[53.36]],"[[ 48.1]
 [-77.2]]",-41
10,[[6.2 2.9]],1,[6.2 2.9],[[33.34]],"[[ 48.1]
 [-77.2]]",-41
11,[[6.3 3.3]],1,[6.3 3.3],[[7.27]],"[[ 48.1]
 [-77.2]]",-41
12,[[5.5 2.4]],1,[5.5 2.4],[[38.27]],"[[ 48.1]
 [-77.2]]",-41
13,[[5.1 2.5]],1,[5.1 2.5],[[11.31]],"[[ 48.1]
 [-77.2]]",-41
14,[[5.9 3. ]],1,[5.9 3. ],[[11.19]],"[[ 48.1]
 [-77.2]]",-41
15,[[5. 2.]],1,[5. 2.],[[45.1]],"[[ 48.1]
 [-77.2]]",-41
16,[[6.5 3. ]],1,[6.5 3. ],[[40.05]],"[[ 48.1]
 [-77.2]]",-41
17,[[6.5 3. ]],1,[6.5 3. ],[[40.05]],"[[ 48.1]
 [-77.2]]",-41
18,[[6.9 3.1]],1,[6.9 3.1],[[51.57]],"[[ 48.1]
 [-77.2]]",-41
19,[[4.6 3.6]],-1,[4.6 3.6],[[97.66]],"[[ 48.1]
 [-77.2]]",-41
20,[[6.6 3. ]],1,[6.6 3. ],[[44.86]],"[[ 48.1]
 [-77.2]]",-41
21,[[4.9 3.1]],-1,[4.9 3.1],[[44.63]],"[[ 48.1]
 [-77.2]]",-41
22,[[6.7 3. ]],1,[6.7 3. ],[[49.67]],"[[ 48.1]
 [-77.2]]",-41
23,[[6.7 3. ]],1,[6.7 3. ],[[49.67]],"[[ 48.1]
 [-77.2]]",-41
24,[[5.6 2.9]],1,[5.6 2.9],[[4.48]],"[[ 48.1]
 [-77.2]]",-41
25,[[6.3 3.4]],1,[6.3 3.4],[[-0.45]],"[[ 54.4]
 [-73.8]]",-40
26,[[5.6 2.7]],1,[5.6 2.7],[[65.38]],"[[ 54.4]
 [-73.8]]",-40
27,[[6.1 3. ]],1,[6.1 3. ],[[70.44]],"[[ 54.4]
 [-73.8]]",-40
28,[[6.3 2.3]],1,[6.3 2.3],[[132.98]],"[[ 54.4]
 [-73.8]]",-40
29,[[5.8 2.6]],1,[5.8 2.6],[[83.64]],"[[ 54.4]
 [-73.8]]",-40
30,[[5.7 3. ]],1,[5.7 3. ],[[48.68]],"[[ 54.4]
 [-73.8]]",-40
31,[[6.9 3.1]],1,[6.9 3.1],[[106.58]],"[[ 54.4]
 [-73.8]]",-40
32,[[6.8 2.8]],1,[6.8 2.8],[[123.28]],"[[ 54.4]
 [-73.8]]",-40
33,[[5.2 4.1]],-1,[5.2 4.1],[[59.7]],"[[ 54.4]
 [-73.8]]",-40
34,[[5.8 2.7]],1,[5.8 2.7],[[76.26]],"[[ 54.4]
 [-73.8]]",-40
35,[[4.3 3. ]],-1,[4.3 3. ],[[27.48]],"[[ 54.4]
 [-73.8]]",-40
36,[[4.8 3.4]],-1,[4.8 3.4],[[29.8]],"[[ 54.4]
 [-73.8]]",-40
37,[[5.2 2.7]],1,[5.2 2.7],[[43.62]],"[[ 54.4]
 [-73.8]]",-40
38,[[4.8 3. ]],-1,[4.8 3. ],[[0.28]],"[[ 54.4]
 [-73.8]]",-40
39,[[4.9 3.1]],-1,[4.9 3.1],[[2.22]],"[[ 54.4]
 [-73.8]]",-40
40,[[7.9 3.8]],1,[7.9 3.8],[[109.32]],"[[ 54.4]
 [-73.8]]",-40
41,[[5.  2.3]],1,[5.  2.3],[[62.26]],"[[ 54.4]
 [-73.8]]",-40
42,[[4.6 3.2]],-1,[4.6 3.2],[[25.92]],"[[ 54.4]
 [-73.8]]",-40
43,[[6.5 3. ]],1,[6.5 3. ],[[92.2]],"[[ 54.4]
 [-73.8]]",-40
44,[[4.9 3.1]],-1,[4.9 3.1],[[2.22]],"[[ 54.4]
 [-73.8]]",-40
45,[[6.  2.2]],1,[6.  2.2],[[124.04]],"[[ 54.4]
 [-73.8]]",-40
46,[[5.5 2.6]],1,[5.5 2.6],[[67.32]],"[[ 54.4]
 [-73.8]]",-40
47,[[5.8 4. ]],-1,[5.8 4. ],[[19.68]],"[[ 54.4]
 [-73.8]]",-40
48,[[5.4 3.9]],-1,[5.4 3.9],[[34.06]],"[[ 54.4]
 [-73.8]]",-40
49,[[6.4 2.7]],1,[6.4 2.7],[[108.9]],"[[ 54.4]
 [-73.8]]",-40
50,[[6.  3.4]],1,[6.  3.4],[[35.48]],"[[ 54.4]
 [-73.8]]",-40
51,[[5.5 2.5]],1,[5.5 2.5],[[74.7]],"[[ 54.4]
 [-73.8]]",-40
52,[[5.5 4.2]],-1,[5.5 4.2],[[50.76]],"[[ 54.4]
 [-73.8]]",-40
53,[[4.7 3.2]],-1,[4.7 3.2],[[20.48]],"[[ 54.4]
 [-73.8]]",-40
54,[[6.9 3.2]],1,[6.9 3.2],[[99.2]],"[[ 54.4]
 [-73.8]]",-40
55,[[6.  2.9]],1,[6.  2.9],[[72.38]],"[[ 54.4]
 [-73.8]]",-40
56,[[6.1 3. ]],1,[6.1 3. ],[[70.44]],"[[ 54.4]
 [-73.8]]",-40
57,[[4.6 3.1]],-1,[4.6 3.1],[[18.54]],"[[ 54.4]
 [-73.8]]",-40
58,[[5.7 2.8]],1,[5.7 2.8],[[63.44]],"[[ 54.4]
 [-73.8]]",-40
59,[[6. 3.]],1,[6. 3.],[[65.]],"[[ 54.4]
 [-73.8]]",-40
60,[[5.8 2.7]],1,[5.8 2.7],[[76.26]],"[[ 54.4]
 [-73.8]]",-40
61,[[4.8 3.4]],-1,[4.8 3.4],[[29.8]],"[[ 54.4]
 [-73.8]]",-40
62,[[6.  2.2]],1,[6.  2.2],[[124.04]],"[[ 54.4]
 [-73.8]]",-40
63,[[6.4 3.1]],1,[6.4 3.1],[[79.38]],"[[ 54.4]
 [-73.8]]",-40
