,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[71.06]],"[[ 50.1]
 [-72.7]]",-36
1,[[5.9 3. ]],1,[5.9 3. ],[[41.49]],"[[ 50.1]
 [-72.7]]",-36
2,[[6.7 3.3]],1,[6.7 3.3],[[59.76]],"[[ 50.1]
 [-72.7]]",-36
3,[[7.7 3.8]],1,[7.7 3.8],[[73.51]],"[[ 50.1]
 [-72.7]]",-36
4,[[5.4 3.4]],-1,[5.4 3.4],[[12.64]],"[[ 50.1]
 [-72.7]]",-36
5,[[6.3 2.5]],1,[6.3 2.5],[[97.88]],"[[ 50.1]
 [-72.7]]",-36
6,[[5.  3.2]],-1,[5.  3.2],[[18.14]],"[[ 50.1]
 [-72.7]]",-36
7,[[4.6 3.4]],-1,[4.6 3.4],[[52.72]],"[[ 50.1]
 [-72.7]]",-36
8,[[5.7 4.4]],-1,[5.7 4.4],[[70.31]],"[[ 50.1]
 [-72.7]]",-36
9,[[5.2 3.4]],-1,[5.2 3.4],[[22.66]],"[[ 50.1]
 [-72.7]]",-36
10,[[6.2 2.9]],1,[6.2 2.9],[[63.79]],"[[ 50.1]
 [-72.7]]",-36
11,[[6.3 3.3]],1,[6.3 3.3],[[39.72]],"[[ 50.1]
 [-72.7]]",-36
12,[[5.5 2.4]],1,[5.5 2.4],[[65.07]],"[[ 50.1]
 [-72.7]]",-36
13,[[5.1 2.5]],1,[5.1 2.5],[[37.76]],"[[ 50.1]
 [-72.7]]",-36
14,[[5.9 3. ]],1,[5.9 3. ],[[41.49]],"[[ 50.1]
 [-72.7]]",-36
15,[[5. 2.]],1,[5. 2.],[[69.1]],"[[ 50.1]
 [-72.7]]",-36
16,[[6.5 3. ]],1,[6.5 3. ],[[71.55]],"[[ 50.1]
 [-72.7]]",-36
17,[[6.5 3. ]],1,[6.5 3. ],[[71.55]],"[[ 50.1]
 [-72.7]]",-36
18,[[6.9 3.1]],1,[6.9 3.1],[[84.32]],"[[ 50.1]
 [-72.7]]",-36
19,[[4.6 3.6]],-1,[4.6 3.6],[[67.26]],"[[ 50.1]
 [-72.7]]",-36
20,[[6.6 3. ]],1,[6.6 3. ],[[76.56]],"[[ 50.1]
 [-72.7]]",-36
21,[[4.9 3.1]],-1,[4.9 3.1],[[15.88]],"[[ 50.1]
 [-72.7]]",-36
22,[[6.7 3. ]],1,[6.7 3. ],[[81.57]],"[[ 50.1]
 [-72.7]]",-36
23,[[6.7 3. ]],1,[6.7 3. ],[[81.57]],"[[ 50.1]
 [-72.7]]",-36
24,[[5.6 2.9]],1,[5.6 2.9],[[33.73]],"[[ 50.1]
 [-72.7]]",-36
25,[[6.3 3.4]],1,[6.3 3.4],[[32.45]],"[[ 50.1]
 [-72.7]]",-36
26,[[5.6 2.7]],1,[5.6 2.7],[[48.27]],"[[ 50.1]
 [-72.7]]",-36
27,[[6.1 3. ]],1,[6.1 3. ],[[51.51]],"[[ 50.1]
 [-72.7]]",-36
28,[[6.3 2.3]],1,[6.3 2.3],[[112.42]],"[[ 50.1]
 [-72.7]]",-36
29,[[5.8 2.6]],1,[5.8 2.6],[[65.56]],"[[ 50.1]
 [-72.7]]",-36
30,[[5.7 3. ]],1,[5.7 3. ],[[31.47]],"[[ 50.1]
 [-72.7]]",-36
31,[[6.9 3.1]],1,[6.9 3.1],[[84.32]],"[[ 50.1]
 [-72.7]]",-36
32,[[6.8 2.8]],1,[6.8 2.8],[[101.12]],"[[ 50.1]
 [-72.7]]",-36
33,[[5.2 4.1]],-1,[5.2 4.1],[[73.55]],"[[ 50.1]
 [-72.7]]",-36
34,[[5.8 2.7]],1,[5.8 2.7],[[58.29]],"[[ 50.1]
 [-72.7]]",-36
35,[[4.3 3. ]],-1,[4.3 3. ],[[38.67]],"[[ 50.1]
 [-72.7]]",-36
36,[[4.8 3.4]],-1,[4.8 3.4],[[42.7]],"[[ 50.1]
 [-72.7]]",-36
37,[[5.2 2.7]],1,[5.2 2.7],[[28.23]],"[[ 50.1]
 [-72.7]]",-36
38,[[4.8 3. ]],-1,[4.8 3. ],[[13.62]],"[[ 50.1]
 [-72.7]]",-36
39,[[4.9 3.1]],-1,[4.9 3.1],[[15.88]],"[[ 50.1]
 [-72.7]]",-36
40,[[7.9 3.8]],1,[7.9 3.8],[[83.53]],"[[ 50.1]
 [-72.7]]",-36
41,[[5.  2.3]],1,[5.  2.3],[[47.29]],"[[ 50.1]
 [-72.7]]",-36
42,[[4.6 3.2]],-1,[4.6 3.2],[[38.18]],"[[ 50.1]
 [-72.7]]",-36
43,[[6.5 3. ]],1,[6.5 3. ],[[71.55]],"[[ 50.1]
 [-72.7]]",-36
44,[[4.9 3.1]],-1,[4.9 3.1],[[15.88]],"[[ 50.1]
 [-72.7]]",-36
45,[[6.  2.2]],1,[6.  2.2],[[104.66]],"[[ 50.1]
 [-72.7]]",-36
46,[[5.5 2.6]],1,[5.5 2.6],[[50.53]],"[[ 50.1]
 [-72.7]]",-36
47,[[5.8 4. ]],-1,[5.8 4. ],[[36.22]],"[[ 50.1]
 [-72.7]]",-36
48,[[5.4 3.9]],-1,[5.4 3.9],[[48.99]],"[[ 50.1]
 [-72.7]]",-36
49,[[6.4 2.7]],1,[6.4 2.7],[[88.35]],"[[ 50.1]
 [-72.7]]",-36
50,[[6.  3.4]],1,[6.  3.4],[[17.42]],"[[ 50.1]
 [-72.7]]",-36
51,[[5.5 2.5]],1,[5.5 2.5],[[57.8]],"[[ 50.1]
 [-72.7]]",-36
52,[[5.5 4.2]],-1,[5.5 4.2],[[65.79]],"[[ 50.1]
 [-72.7]]",-36
53,[[4.7 3.2]],-1,[4.7 3.2],[[33.17]],"[[ 50.1]
 [-72.7]]",-36
54,[[6.9 3.2]],1,[6.9 3.2],[[77.05]],"[[ 50.1]
 [-72.7]]",-36
55,[[6.  2.9]],1,[6.  2.9],[[53.77]],"[[ 50.1]
 [-72.7]]",-36
56,[[6.1 3. ]],1,[6.1 3. ],[[51.51]],"[[ 50.1]
 [-72.7]]",-36
57,[[4.6 3.1]],-1,[4.6 3.1],[[30.91]],"[[ 50.1]
 [-72.7]]",-36
58,[[5.7 2.8]],1,[5.7 2.8],[[46.01]],"[[ 50.1]
 [-72.7]]",-36
59,[[6. 3.]],1,[6. 3.],[[46.5]],"[[ 50.1]
 [-72.7]]",-36
60,[[5.8 2.7]],1,[5.8 2.7],[[58.29]],"[[ 50.1]
 [-72.7]]",-36
61,[[4.8 3.4]],-1,[4.8 3.4],[[42.7]],"[[ 50.1]
 [-72.7]]",-36
62,[[6.  2.2]],1,[6.  2.2],[[104.66]],"[[ 50.1]
 [-72.7]]",-36
63,[[6.4 3.1]],1,[6.4 3.1],[[59.27]],"[[ 50.1]
 [-72.7]]",-36
64,[[6.7 2.5]],1,[6.7 2.5],[[117.92]],"[[ 50.1]
 [-72.7]]",-36
65,[[6.3 3.3]],1,[6.3 3.3],[[39.72]],"[[ 50.1]
 [-72.7]]",-36
66,[[6.8 3.2]],1,[6.8 3.2],[[72.04]],"[[ 50.1]
 [-72.7]]",-36
67,[[5.7 3.8]],-1,[5.7 3.8],[[26.69]],"[[ 50.1]
 [-72.7]]",-36
68,[[5.1 3.8]],-1,[5.1 3.8],[[56.75]],"[[ 50.1]
 [-72.7]]",-36
69,[[6.  2.7]],1,[6.  2.7],[[68.31]],"[[ 50.1]
 [-72.7]]",-36
70,[[7.7 2.8]],1,[7.7 2.8],[[146.21]],"[[ 50.1]
 [-72.7]]",-36
71,[[4.4 3. ]],-1,[4.4 3. ],[[33.66]],"[[ 50.1]
 [-72.7]]",-36
72,[[6.2 2.2]],1,[6.2 2.2],[[114.68]],"[[ 50.1]
 [-72.7]]",-36
73,[[4.7 3.2]],-1,[4.7 3.2],[[33.17]],"[[ 50.1]
 [-72.7]]",-36
74,[[5.4 3.4]],-1,[5.4 3.4],[[12.64]],"[[ 50.1]
 [-72.7]]",-36
75,[[6.7 3.1]],1,[6.7 3.1],[[74.3]],"[[ 50.1]
 [-72.7]]",-36
76,[[6.4 3.2]],1,[6.4 3.2],[[52.]],"[[ 50.1]
 [-72.7]]",-36
77,[[7.6 3. ]],1,[7.6 3. ],[[126.66]],"[[ 50.1]
 [-72.7]]",-36
78,[[5.5 3.5]],-1,[5.5 3.5],[[14.9]],"[[ 50.1]
 [-72.7]]",-36
79,[[6.5 3.2]],1,[6.5 3.2],[[57.01]],"[[ 50.1]
 [-72.7]]",-36
80,[[5.  3.6]],-1,[5.  3.6],[[47.22]],"[[ 50.1]
 [-72.7]]",-36
81,[[6.9 3.1]],1,[6.9 3.1],[[84.32]],"[[ 50.1]
 [-72.7]]",-36
