,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[26.2]],"[[ 19.8]
 [-32.7]]",-5
1,[[5.9 3. ]],1,[5.9 3. ],[[13.72]],"[[ 19.8]
 [-32.7]]",-5
2,[[6.7 3.3]],1,[6.7 3.3],[[19.75]],"[[ 19.8]
 [-32.7]]",-5
3,[[7.7 3.8]],1,[7.7 3.8],[[23.2]],"[[ 19.8]
 [-32.7]]",-5
4,[[5.4 3.4]],-1,[5.4 3.4],[[9.26]],"[[ 19.8]
 [-32.7]]",-5
5,[[6.3 2.5]],1,[6.3 2.5],[[37.99]],"[[ 19.8]
 [-32.7]]",-5
6,[[5.  3.2]],-1,[5.  3.2],[[10.64]],"[[ 19.8]
 [-32.7]]",-5
7,[[4.6 3.4]],-1,[4.6 3.4],[[25.1]],"[[ 19.8]
 [-32.7]]",-5
8,[[5.7 4.4]],-1,[5.7 4.4],[[36.02]],"[[ 19.8]
 [-32.7]]",-5
9,[[5.2 3.4]],-1,[5.2 3.4],[[13.22]],"[[ 19.8]
 [-32.7]]",-5
10,[[6.2 2.9]],1,[6.2 2.9],[[22.93]],"[[ 19.8]
 [-32.7]]",-5
11,[[6.3 3.3]],1,[6.3 3.3],[[11.83]],"[[ 19.8]
 [-32.7]]",-5
12,[[5.5 2.4]],1,[5.5 2.4],[[25.42]],"[[ 19.8]
 [-32.7]]",-5
13,[[5.1 2.5]],1,[5.1 2.5],[[14.23]],"[[ 19.8]
 [-32.7]]",-5
14,[[5.9 3. ]],1,[5.9 3. ],[[13.72]],"[[ 19.8]
 [-32.7]]",-5
15,[[5. 2.]],1,[5. 2.],[[28.6]],"[[ 19.8]
 [-32.7]]",-5
16,[[6.5 3. ]],1,[6.5 3. ],[[25.6]],"[[ 19.8]
 [-32.7]]",-5
17,[[6.5 3. ]],1,[6.5 3. ],[[25.6]],"[[ 19.8]
 [-32.7]]",-5
18,[[6.9 3.1]],1,[6.9 3.1],[[30.25]],"[[ 19.8]
 [-32.7]]",-5
19,[[4.6 3.6]],-1,[4.6 3.6],[[31.64]],"[[ 19.8]
 [-32.7]]",-5
20,[[6.6 3. ]],1,[6.6 3. ],[[27.58]],"[[ 19.8]
 [-32.7]]",-5
21,[[4.9 3.1]],-1,[4.9 3.1],[[9.35]],"[[ 19.8]
 [-32.7]]",-5
22,[[6.7 3. ]],1,[6.7 3. ],[[29.56]],"[[ 19.8]
 [-32.7]]",-5
23,[[6.7 3. ]],1,[6.7 3. ],[[29.56]],"[[ 19.8]
 [-32.7]]",-5
24,[[5.6 2.9]],1,[5.6 2.9],[[11.05]],"[[ 19.8]
 [-32.7]]",-5
25,[[6.3 3.4]],1,[6.3 3.4],[[8.56]],"[[ 19.8]
 [-32.7]]",-5
26,[[5.6 2.7]],1,[5.6 2.7],[[17.59]],"[[ 19.8]
 [-32.7]]",-5
27,[[6.1 3. ]],1,[6.1 3. ],[[17.68]],"[[ 19.8]
 [-32.7]]",-5
28,[[6.3 2.3]],1,[6.3 2.3],[[44.53]],"[[ 19.8]
 [-32.7]]",-5
29,[[5.8 2.6]],1,[5.8 2.6],[[24.82]],"[[ 19.8]
 [-32.7]]",-5
30,[[5.7 3. ]],1,[5.7 3. ],[[9.76]],"[[ 19.8]
 [-32.7]]",-5
31,[[6.9 3.1]],1,[6.9 3.1],[[30.25]],"[[ 19.8]
 [-32.7]]",-5
