,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[68.14]],"[[ 57.5]
 [-81.2]]",-61
1,[[5.9 3. ]],1,[5.9 3. ],[[34.65]],"[[ 57.5]
 [-81.2]]",-61
2,[[6.7 3.3]],1,[6.7 3.3],[[56.29]],"[[ 57.5]
 [-81.2]]",-61
3,[[7.7 3.8]],1,[7.7 3.8],[[73.19]],"[[ 57.5]
 [-81.2]]",-61
4,[[5.4 3.4]],-1,[5.4 3.4],[[26.58]],"[[ 57.5]
 [-81.2]]",-61
5,[[6.3 2.5]],1,[6.3 2.5],[[98.25]],"[[ 57.5]
 [-81.2]]",-61
6,[[5.  3.2]],-1,[5.  3.2],[[33.34]],"[[ 57.5]
 [-81.2]]",-61
7,[[4.6 3.4]],-1,[4.6 3.4],[[72.58]],"[[ 57.5]
 [-81.2]]",-61
8,[[5.7 4.4]],-1,[5.7 4.4],[[90.53]],"[[ 57.5]
 [-81.2]]",-61
9,[[5.2 3.4]],-1,[5.2 3.4],[[38.08]],"[[ 57.5]
 [-81.2]]",-61
10,[[6.2 2.9]],1,[6.2 2.9],[[60.02]],"[[ 57.5]
 [-81.2]]",-61
11,[[6.3 3.3]],1,[6.3 3.3],[[33.29]],"[[ 57.5]
 [-81.2]]",-61
12,[[5.5 2.4]],1,[5.5 2.4],[[60.37]],"[[ 57.5]
 [-81.2]]",-61
13,[[5.1 2.5]],1,[5.1 2.5],[[29.25]],"[[ 57.5]
 [-81.2]]",-61
14,[[5.9 3. ]],1,[5.9 3. ],[[34.65]],"[[ 57.5]
 [-81.2]]",-61
15,[[5. 2.]],1,[5. 2.],[[64.1]],"[[ 57.5]
 [-81.2]]",-61
16,[[6.5 3. ]],1,[6.5 3. ],[[69.15]],"[[ 57.5]
 [-81.2]]",-61
17,[[6.5 3. ]],1,[6.5 3. ],[[69.15]],"[[ 57.5]
 [-81.2]]",-61
18,[[6.9 3.1]],1,[6.9 3.1],[[84.03]],"[[ 57.5]
 [-81.2]]",-61
19,[[4.6 3.6]],-1,[4.6 3.6],[[88.82]],"[[ 57.5]
 [-81.2]]",-61
20,[[6.6 3. ]],1,[6.6 3. ],[[74.9]],"[[ 57.5]
 [-81.2]]",-61
21,[[4.9 3.1]],-1,[4.9 3.1],[[30.97]],"[[ 57.5]
 [-81.2]]",-61
22,[[6.7 3. ]],1,[6.7 3. ],[[80.65]],"[[ 57.5]
 [-81.2]]",-61
23,[[6.7 3. ]],1,[6.7 3. ],[[80.65]],"[[ 57.5]
 [-81.2]]",-61
24,[[5.6 2.9]],1,[5.6 2.9],[[25.52]],"[[ 57.5]
 [-81.2]]",-61
25,[[6.3 3.4]],1,[6.3 3.4],[[25.17]],"[[ 57.5]
 [-81.2]]",-61
26,[[5.6 2.7]],1,[5.6 2.7],[[41.76]],"[[ 57.5]
 [-81.2]]",-61
27,[[6.1 3. ]],1,[6.1 3. ],[[46.15]],"[[ 57.5]
 [-81.2]]",-61
28,[[6.3 2.3]],1,[6.3 2.3],[[114.49]],"[[ 57.5]
 [-81.2]]",-61
29,[[5.8 2.6]],1,[5.8 2.6],[[61.38]],"[[ 57.5]
 [-81.2]]",-61
30,[[5.7 3. ]],1,[5.7 3. ],[[23.15]],"[[ 57.5]
 [-81.2]]",-61
31,[[6.9 3.1]],1,[6.9 3.1],[[84.03]],"[[ 57.5]
 [-81.2]]",-61
32,[[6.8 2.8]],1,[6.8 2.8],[[102.64]],"[[ 57.5]
 [-81.2]]",-61
33,[[5.2 4.1]],-1,[5.2 4.1],[[94.92]],"[[ 57.5]
 [-81.2]]",-61
34,[[5.8 2.7]],1,[5.8 2.7],[[53.26]],"[[ 57.5]
 [-81.2]]",-61
35,[[4.3 3. ]],-1,[4.3 3. ],[[57.35]],"[[ 57.5]
 [-81.2]]",-61
