,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[75.58]],"[[ 58.5]
 [-80.4]]",-62
1,[[5.9 3. ]],1,[5.9 3. ],[[41.95]],"[[ 58.5]
 [-80.4]]",-62
2,[[6.7 3.3]],1,[6.7 3.3],[[64.63]],"[[ 58.5]
 [-80.4]]",-62
3,[[7.7 3.8]],1,[7.7 3.8],[[82.93]],"[[ 58.5]
 [-80.4]]",-62
4,[[5.4 3.4]],-1,[5.4 3.4],[[19.46]],"[[ 58.5]
 [-80.4]]",-62
5,[[6.3 2.5]],1,[6.3 2.5],[[105.55]],"[[ 58.5]
 [-80.4]]",-62
6,[[5.  3.2]],-1,[5.  3.2],[[26.78]],"[[ 58.5]
 [-80.4]]",-62
7,[[4.6 3.4]],-1,[4.6 3.4],[[66.26]],"[[ 58.5]
 [-80.4]]",-62
8,[[5.7 4.4]],-1,[5.7 4.4],[[82.31]],"[[ 58.5]
 [-80.4]]",-62
9,[[5.2 3.4]],-1,[5.2 3.4],[[31.16]],"[[ 58.5]
 [-80.4]]",-62
10,[[6.2 2.9]],1,[6.2 2.9],[[67.54]],"[[ 58.5]
 [-80.4]]",-62
11,[[6.3 3.3]],1,[6.3 3.3],[[41.23]],"[[ 58.5]
 [-80.4]]",-62
12,[[5.5 2.4]],1,[5.5 2.4],[[66.79]],"[[ 58.5]
 [-80.4]]",-62
13,[[5.1 2.5]],1,[5.1 2.5],[[35.35]],"[[ 58.5]
 [-80.4]]",-62
14,[[5.9 3. ]],1,[5.9 3. ],[[41.95]],"[[ 58.5]
 [-80.4]]",-62
15,[[5. 2.]],1,[5. 2.],[[69.7]],"[[ 58.5]
 [-80.4]]",-62
16,[[6.5 3. ]],1,[6.5 3. ],[[77.05]],"[[ 58.5]
 [-80.4]]",-62
17,[[6.5 3. ]],1,[6.5 3. ],[[77.05]],"[[ 58.5]
 [-80.4]]",-62
18,[[6.9 3.1]],1,[6.9 3.1],[[92.41]],"[[ 58.5]
 [-80.4]]",-62
19,[[4.6 3.6]],-1,[4.6 3.6],[[82.34]],"[[ 58.5]
 [-80.4]]",-62
20,[[6.6 3. ]],1,[6.6 3. ],[[82.9]],"[[ 58.5]
 [-80.4]]",-62
21,[[4.9 3.1]],-1,[4.9 3.1],[[24.59]],"[[ 58.5]
 [-80.4]]",-62
22,[[6.7 3. ]],1,[6.7 3. ],[[88.75]],"[[ 58.5]
 [-80.4]]",-62
23,[[6.7 3. ]],1,[6.7 3. ],[[88.75]],"[[ 58.5]
 [-80.4]]",-62
24,[[5.6 2.9]],1,[5.6 2.9],[[32.44]],"[[ 58.5]
 [-80.4]]",-62
25,[[6.3 3.4]],1,[6.3 3.4],[[33.19]],"[[ 58.5]
 [-80.4]]",-62
26,[[5.6 2.7]],1,[5.6 2.7],[[48.52]],"[[ 58.5]
 [-80.4]]",-62
27,[[6.1 3. ]],1,[6.1 3. ],[[53.65]],"[[ 58.5]
 [-80.4]]",-62
28,[[6.3 2.3]],1,[6.3 2.3],[[121.63]],"[[ 58.5]
 [-80.4]]",-62
29,[[5.8 2.6]],1,[5.8 2.6],[[68.26]],"[[ 58.5]
 [-80.4]]",-62
30,[[5.7 3. ]],1,[5.7 3. ],[[30.25]],"[[ 58.5]
 [-80.4]]",-62
31,[[6.9 3.1]],1,[6.9 3.1],[[92.41]],"[[ 58.5]
 [-80.4]]",-62
32,[[6.8 2.8]],1,[6.8 2.8],[[110.68]],"[[ 58.5]
 [-80.4]]",-62
33,[[5.2 4.1]],-1,[5.2 4.1],[[87.44]],"[[ 58.5]
 [-80.4]]",-62
34,[[5.8 2.7]],1,[5.8 2.7],[[60.22]],"[[ 58.5]
 [-80.4]]",-62
35,[[4.3 3. ]],-1,[4.3 3. ],[[51.65]],"[[ 58.5]
 [-80.4]]",-62
36,[[4.8 3.4]],-1,[4.8 3.4],[[54.56]],"[[ 58.5]
 [-80.4]]",-62
37,[[5.2 2.7]],1,[5.2 2.7],[[25.12]],"[[ 58.5]
 [-80.4]]",-62
38,[[4.8 3. ]],-1,[4.8 3. ],[[22.4]],"[[ 58.5]
 [-80.4]]",-62
39,[[4.9 3.1]],-1,[4.9 3.1],[[24.59]],"[[ 58.5]
 [-80.4]]",-62
40,[[7.9 3.8]],1,[7.9 3.8],[[94.63]],"[[ 58.5]
 [-80.4]]",-62
41,[[5.  2.3]],1,[5.  2.3],[[45.58]],"[[ 58.5]
 [-80.4]]",-62
42,[[4.6 3.2]],-1,[4.6 3.2],[[50.18]],"[[ 58.5]
 [-80.4]]",-62
43,[[6.5 3. ]],1,[6.5 3. ],[[77.05]],"[[ 58.5]
 [-80.4]]",-62
44,[[4.9 3.1]],-1,[4.9 3.1],[[24.59]],"[[ 58.5]
 [-80.4]]",-62
45,[[6.  2.2]],1,[6.  2.2],[[112.12]],"[[ 58.5]
 [-80.4]]",-62
46,[[5.5 2.6]],1,[5.5 2.6],[[50.71]],"[[ 58.5]
 [-80.4]]",-62
47,[[5.8 4. ]],-1,[5.8 4. ],[[44.3]],"[[ 58.5]
 [-80.4]]",-62
48,[[5.4 3.9]],-1,[5.4 3.9],[[59.66]],"[[ 58.5]
 [-80.4]]",-62
49,[[6.4 2.7]],1,[6.4 2.7],[[95.32]],"[[ 58.5]
 [-80.4]]",-62
50,[[6.  3.4]],1,[6.  3.4],[[15.64]],"[[ 58.5]
 [-80.4]]",-62
