,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[62.26]],"[[ 46.5]
 [-69.3]]",-32
1,[[5.9 3. ]],1,[5.9 3. ],[[34.45]],"[[ 46.5]
 [-69.3]]",-32
2,[[6.7 3.3]],1,[6.7 3.3],[[50.86]],"[[ 46.5]
 [-69.3]]",-32
3,[[7.7 3.8]],1,[7.7 3.8],[[62.71]],"[[ 46.5]
 [-69.3]]",-32
4,[[5.4 3.4]],-1,[5.4 3.4],[[16.52]],"[[ 46.5]
 [-69.3]]",-32
5,[[6.3 2.5]],1,[6.3 2.5],[[87.7]],"[[ 46.5]
 [-69.3]]",-32
6,[[5.  3.2]],-1,[5.  3.2],[[21.26]],"[[ 46.5]
 [-69.3]]",-32
7,[[4.6 3.4]],-1,[4.6 3.4],[[53.72]],"[[ 46.5]
 [-69.3]]",-32
8,[[5.7 4.4]],-1,[5.7 4.4],[[71.87]],"[[ 46.5]
 [-69.3]]",-32
9,[[5.2 3.4]],-1,[5.2 3.4],[[25.82]],"[[ 46.5]
 [-69.3]]",-32
10,[[6.2 2.9]],1,[6.2 2.9],[[55.33]],"[[ 46.5]
 [-69.3]]",-32
11,[[6.3 3.3]],1,[6.3 3.3],[[32.26]],"[[ 46.5]
 [-69.3]]",-32
12,[[5.5 2.4]],1,[5.5 2.4],[[57.43]],"[[ 46.5]
 [-69.3]]",-32
13,[[5.1 2.5]],1,[5.1 2.5],[[31.9]],"[[ 46.5]
 [-69.3]]",-32
14,[[5.9 3. ]],1,[5.9 3. ],[[34.45]],"[[ 46.5]
 [-69.3]]",-32
15,[[5. 2.]],1,[5. 2.],[[61.9]],"[[ 46.5]
 [-69.3]]",-32
16,[[6.5 3. ]],1,[6.5 3. ],[[62.35]],"[[ 46.5]
 [-69.3]]",-32
17,[[6.5 3. ]],1,[6.5 3. ],[[62.35]],"[[ 46.5]
 [-69.3]]",-32
18,[[6.9 3.1]],1,[6.9 3.1],[[74.02]],"[[ 46.5]
 [-69.3]]",-32
19,[[4.6 3.6]],-1,[4.6 3.6],[[67.58]],"[[ 46.5]
 [-69.3]]",-32
20,[[6.6 3. ]],1,[6.6 3. ],[[67.]],"[[ 46.5]
 [-69.3]]",-32
21,[[4.9 3.1]],-1,[4.9 3.1],[[18.98]],"[[ 46.5]
 [-69.3]]",-32
22,[[6.7 3. ]],1,[6.7 3. ],[[71.65]],"[[ 46.5]
 [-69.3]]",-32
23,[[6.7 3. ]],1,[6.7 3. ],[[71.65]],"[[ 46.5]
 [-69.3]]",-32
24,[[5.6 2.9]],1,[5.6 2.9],[[27.43]],"[[ 46.5]
 [-69.3]]",-32
25,[[6.3 3.4]],1,[6.3 3.4],[[25.33]],"[[ 46.5]
 [-69.3]]",-32
26,[[5.6 2.7]],1,[5.6 2.7],[[41.29]],"[[ 46.5]
 [-69.3]]",-32
27,[[6.1 3. ]],1,[6.1 3. ],[[43.75]],"[[ 46.5]
 [-69.3]]",-32
28,[[6.3 2.3]],1,[6.3 2.3],[[101.56]],"[[ 46.5]
 [-69.3]]",-32
29,[[5.8 2.6]],1,[5.8 2.6],[[57.52]],"[[ 46.5]
 [-69.3]]",-32
30,[[5.7 3. ]],1,[5.7 3. ],[[25.15]],"[[ 46.5]
 [-69.3]]",-32
31,[[6.9 3.1]],1,[6.9 3.1],[[74.02]],"[[ 46.5]
 [-69.3]]",-32
32,[[6.8 2.8]],1,[6.8 2.8],[[90.16]],"[[ 46.5]
 [-69.3]]",-32
33,[[5.2 4.1]],-1,[5.2 4.1],[[74.33]],"[[ 46.5]
 [-69.3]]",-32
34,[[5.8 2.7]],1,[5.8 2.7],[[50.59]],"[[ 46.5]
 [-69.3]]",-32
35,[[4.3 3. ]],-1,[4.3 3. ],[[39.95]],"[[ 46.5]
 [-69.3]]",-32
36,[[4.8 3.4]],-1,[4.8 3.4],[[44.42]],"[[ 46.5]
 [-69.3]]",-32
37,[[5.2 2.7]],1,[5.2 2.7],[[22.69]],"[[ 46.5]
 [-69.3]]",-32
38,[[4.8 3. ]],-1,[4.8 3. ],[[16.7]],"[[ 46.5]
 [-69.3]]",-32
39,[[4.9 3.1]],-1,[4.9 3.1],[[18.98]],"[[ 46.5]
 [-69.3]]",-32
40,[[7.9 3.8]],1,[7.9 3.8],[[72.01]],"[[ 46.5]
 [-69.3]]",-32
41,[[5.  2.3]],1,[5.  2.3],[[41.11]],"[[ 46.5]
 [-69.3]]",-32
42,[[4.6 3.2]],-1,[4.6 3.2],[[39.86]],"[[ 46.5]
 [-69.3]]",-32
43,[[6.5 3. ]],1,[6.5 3. ],[[62.35]],"[[ 46.5]
 [-69.3]]",-32
44,[[4.9 3.1]],-1,[4.9 3.1],[[18.98]],"[[ 46.5]
 [-69.3]]",-32
45,[[6.  2.2]],1,[6.  2.2],[[94.54]],"[[ 46.5]
 [-69.3]]",-32
46,[[5.5 2.6]],1,[5.5 2.6],[[43.57]],"[[ 46.5]
 [-69.3]]",-32
47,[[5.8 4. ]],-1,[5.8 4. ],[[39.5]],"[[ 46.5]
 [-69.3]]",-32
48,[[5.4 3.9]],-1,[5.4 3.9],[[51.17]],"[[ 46.5]
 [-69.3]]",-32
49,[[6.4 2.7]],1,[6.4 2.7],[[78.49]],"[[ 46.5]
 [-69.3]]",-32
50,[[6.  3.4]],1,[6.  3.4],[[11.38]],"[[ 46.5]
 [-69.3]]",-32
51,[[5.5 2.5]],1,[5.5 2.5],[[50.5]],"[[ 46.5]
 [-69.3]]",-32
52,[[5.5 4.2]],-1,[5.5 4.2],[[67.31]],"[[ 46.5]
 [-69.3]]",-32
53,[[4.7 3.2]],-1,[4.7 3.2],[[35.21]],"[[ 46.5]
 [-69.3]]",-32
54,[[6.9 3.2]],1,[6.9 3.2],[[67.09]],"[[ 46.5]
 [-69.3]]",-32
55,[[6.  2.9]],1,[6.  2.9],[[46.03]],"[[ 46.5]
 [-69.3]]",-32
56,[[6.1 3. ]],1,[6.1 3. ],[[43.75]],"[[ 46.5]
 [-69.3]]",-32
