,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[72.42]],"[[ 60.9]
 [-82.2]]",-75
1,[[5.9 3. ]],1,[5.9 3. ],[[37.71]],"[[ 60.9]
 [-82.2]]",-75
2,[[6.7 3.3]],1,[6.7 3.3],[[61.77]],"[[ 60.9]
 [-82.2]]",-75
3,[[7.7 3.8]],1,[7.7 3.8],[[81.57]],"[[ 60.9]
 [-82.2]]",-75
4,[[5.4 3.4]],-1,[5.4 3.4],[[25.62]],"[[ 60.9]
 [-82.2]]",-75
5,[[6.3 2.5]],1,[6.3 2.5],[[103.17]],"[[ 60.9]
 [-82.2]]",-75
6,[[5.  3.2]],-1,[5.  3.2],[[33.54]],"[[ 60.9]
 [-82.2]]",-75
7,[[4.6 3.4]],-1,[4.6 3.4],[[74.34]],"[[ 60.9]
 [-82.2]]",-75
8,[[5.7 4.4]],-1,[5.7 4.4],[[89.55]],"[[ 60.9]
 [-82.2]]",-75
9,[[5.2 3.4]],-1,[5.2 3.4],[[37.8]],"[[ 60.9]
 [-82.2]]",-75
10,[[6.2 2.9]],1,[6.2 2.9],[[64.2]],"[[ 60.9]
 [-82.2]]",-75
11,[[6.3 3.3]],1,[6.3 3.3],[[37.41]],"[[ 60.9]
 [-82.2]]",-75
12,[[5.5 2.4]],1,[5.5 2.4],[[62.67]],"[[ 60.9]
 [-82.2]]",-75
13,[[5.1 2.5]],1,[5.1 2.5],[[30.09]],"[[ 60.9]
 [-82.2]]",-75
14,[[5.9 3. ]],1,[5.9 3. ],[[37.71]],"[[ 60.9]
 [-82.2]]",-75
15,[[5. 2.]],1,[5. 2.],[[65.1]],"[[ 60.9]
 [-82.2]]",-75
16,[[6.5 3. ]],1,[6.5 3. ],[[74.25]],"[[ 60.9]
 [-82.2]]",-75
17,[[6.5 3. ]],1,[6.5 3. ],[[74.25]],"[[ 60.9]
 [-82.2]]",-75
18,[[6.9 3.1]],1,[6.9 3.1],[[90.39]],"[[ 60.9]
 [-82.2]]",-75
19,[[4.6 3.6]],-1,[4.6 3.6],[[90.78]],"[[ 60.9]
 [-82.2]]",-75
20,[[6.6 3. ]],1,[6.6 3. ],[[80.34]],"[[ 60.9]
 [-82.2]]",-75
21,[[4.9 3.1]],-1,[4.9 3.1],[[31.41]],"[[ 60.9]
 [-82.2]]",-75
22,[[6.7 3. ]],1,[6.7 3. ],[[86.43]],"[[ 60.9]
 [-82.2]]",-75
23,[[6.7 3. ]],1,[6.7 3. ],[[86.43]],"[[ 60.9]
 [-82.2]]",-75
24,[[5.6 2.9]],1,[5.6 2.9],[[27.66]],"[[ 60.9]
 [-82.2]]",-75
25,[[6.3 3.4]],1,[6.3 3.4],[[29.19]],"[[ 60.9]
 [-82.2]]",-75
26,[[5.6 2.7]],1,[5.6 2.7],[[44.1]],"[[ 60.9]
 [-82.2]]",-75
27,[[6.1 3. ]],1,[6.1 3. ],[[49.89]],"[[ 60.9]
 [-82.2]]",-75
28,[[6.3 2.3]],1,[6.3 2.3],[[119.61]],"[[ 60.9]
 [-82.2]]",-75
29,[[5.8 2.6]],1,[5.8 2.6],[[64.5]],"[[ 60.9]
 [-82.2]]",-75
30,[[5.7 3. ]],1,[5.7 3. ],[[25.53]],"[[ 60.9]
 [-82.2]]",-75
31,[[6.9 3.1]],1,[6.9 3.1],[[90.39]],"[[ 60.9]
 [-82.2]]",-75
32,[[6.8 2.8]],1,[6.8 2.8],[[108.96]],"[[ 60.9]
 [-82.2]]",-75
33,[[5.2 4.1]],-1,[5.2 4.1],[[95.34]],"[[ 60.9]
 [-82.2]]",-75
34,[[5.8 2.7]],1,[5.8 2.7],[[56.28]],"[[ 60.9]
 [-82.2]]",-75
35,[[4.3 3. ]],-1,[4.3 3. ],[[59.73]],"[[ 60.9]
 [-82.2]]",-75
36,[[4.8 3.4]],-1,[4.8 3.4],[[62.16]],"[[ 60.9]
 [-82.2]]",-75
37,[[5.2 2.7]],1,[5.2 2.7],[[19.74]],"[[ 60.9]
 [-82.2]]",-75
38,[[4.8 3. ]],-1,[4.8 3. ],[[29.28]],"[[ 60.9]
 [-82.2]]",-75
39,[[4.9 3.1]],-1,[4.9 3.1],[[31.41]],"[[ 60.9]
 [-82.2]]",-75
40,[[7.9 3.8]],1,[7.9 3.8],[[93.75]],"[[ 60.9]
 [-82.2]]",-75
41,[[5.  2.3]],1,[5.  2.3],[[40.44]],"[[ 60.9]
 [-82.2]]",-75
42,[[4.6 3.2]],-1,[4.6 3.2],[[57.9]],"[[ 60.9]
 [-82.2]]",-75
43,[[6.5 3. ]],1,[6.5 3. ],[[74.25]],"[[ 60.9]
 [-82.2]]",-75
44,[[4.9 3.1]],-1,[4.9 3.1],[[31.41]],"[[ 60.9]
 [-82.2]]",-75
45,[[6.  2.2]],1,[6.  2.2],[[109.56]],"[[ 60.9]
 [-82.2]]",-75
46,[[5.5 2.6]],1,[5.5 2.6],[[46.23]],"[[ 60.9]
 [-82.2]]",-75
47,[[5.8 4. ]],-1,[5.8 4. ],[[50.58]],"[[ 60.9]
 [-82.2]]",-75
48,[[5.4 3.9]],-1,[5.4 3.9],[[66.72]],"[[ 60.9]
 [-82.2]]",-75
49,[[6.4 2.7]],1,[6.4 2.7],[[92.82]],"[[ 60.9]
 [-82.2]]",-75
50,[[6.  3.4]],1,[6.  3.4],[[10.92]],"[[ 60.9]
 [-82.2]]",-75
51,[[5.5 2.5]],1,[5.5 2.5],[[54.45]],"[[ 60.9]
 [-82.2]]",-75
52,[[5.5 4.2]],-1,[5.5 4.2],[[85.29]],"[[ 60.9]
 [-82.2]]",-75
53,[[4.7 3.2]],-1,[4.7 3.2],[[51.81]],"[[ 60.9]
 [-82.2]]",-75
54,[[6.9 3.2]],1,[6.9 3.2],[[82.17]],"[[ 60.9]
 [-82.2]]",-75
55,[[6.  2.9]],1,[6.  2.9],[[52.02]],"[[ 60.9]
 [-82.2]]",-75
56,[[6.1 3. ]],1,[6.1 3. ],[[49.89]],"[[ 60.9]
 [-82.2]]",-75
57,[[4.6 3.1]],-1,[4.6 3.1],[[49.68]],"[[ 60.9]
 [-82.2]]",-75
58,[[5.7 2.8]],1,[5.7 2.8],[[41.97]],"[[ 60.9]
 [-82.2]]",-75
59,[[6. 3.]],1,[6. 3.],[[43.8]],"[[ 60.9]
 [-82.2]]",-75
60,[[5.8 2.7]],1,[5.8 2.7],[[56.28]],"[[ 60.9]
 [-82.2]]",-75
61,[[4.8 3.4]],-1,[4.8 3.4],[[62.16]],"[[ 60.9]
 [-82.2]]",-75
62,[[6.  2.2]],1,[6.  2.2],[[109.56]],"[[ 60.9]
 [-82.2]]",-75
63,[[6.4 3.1]],1,[6.4 3.1],[[59.94]],"[[ 60.9]
 [-82.2]]",-75
64,[[6.7 2.5]],1,[6.7 2.5],[[127.53]],"[[ 60.9]
 [-82.2]]",-75
65,[[6.3 3.3]],1,[6.3 3.3],[[37.41]],"[[ 60.9]
 [-82.2]]",-75
66,[[6.8 3.2]],1,[6.8 3.2],[[76.08]],"[[ 60.9]
 [-82.2]]",-75
67,[[5.7 3.8]],-1,[5.7 3.8],[[40.23]],"[[ 60.9]
 [-82.2]]",-75
68,[[5.1 3.8]],-1,[5.1 3.8],[[76.77]],"[[ 60.9]
 [-82.2]]",-75
69,[[6.  2.7]],1,[6.  2.7],[[68.46]],"[[ 60.9]
 [-82.2]]",-75
70,[[7.7 2.8]],1,[7.7 2.8],[[163.77]],"[[ 60.9]
 [-82.2]]",-75
71,[[4.4 3. ]],-1,[4.4 3. ],[[53.64]],"[[ 60.9]
 [-82.2]]",-75
72,[[6.2 2.2]],1,[6.2 2.2],[[121.74]],"[[ 60.9]
 [-82.2]]",-75
73,[[4.7 3.2]],-1,[4.7 3.2],[[51.81]],"[[ 60.9]
 [-82.2]]",-75
74,[[5.4 3.4]],-1,[5.4 3.4],[[25.62]],"[[ 60.9]
 [-82.2]]",-75
75,[[6.7 3.1]],1,[6.7 3.1],[[78.21]],"[[ 60.9]
 [-82.2]]",-75
