,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[65.42]],"[[ 58.3]
 [-81.8]]",-67
1,[[5.9 3. ]],1,[5.9 3. ],[[31.57]],"[[ 58.3]
 [-81.8]]",-67
2,[[6.7 3.3]],1,[6.7 3.3],[[53.67]],"[[ 58.3]
 [-81.8]]",-67
3,[[7.7 3.8]],1,[7.7 3.8],[[71.07]],"[[ 58.3]
 [-81.8]]",-67
4,[[5.4 3.4]],-1,[5.4 3.4],[[30.3]],"[[ 58.3]
 [-81.8]]",-67
5,[[6.3 2.5]],1,[6.3 2.5],[[95.79]],"[[ 58.3]
 [-81.8]]",-67
6,[[5.  3.2]],-1,[5.  3.2],[[37.26]],"[[ 58.3]
 [-81.8]]",-67
7,[[4.6 3.4]],-1,[4.6 3.4],[[76.94]],"[[ 58.3]
 [-81.8]]",-67
8,[[5.7 4.4]],-1,[5.7 4.4],[[94.61]],"[[ 58.3]
 [-81.8]]",-67
9,[[5.2 3.4]],-1,[5.2 3.4],[[41.96]],"[[ 58.3]
 [-81.8]]",-67
10,[[6.2 2.9]],1,[6.2 2.9],[[57.24]],"[[ 58.3]
 [-81.8]]",-67
11,[[6.3 3.3]],1,[6.3 3.3],[[30.35]],"[[ 58.3]
 [-81.8]]",-67
12,[[5.5 2.4]],1,[5.5 2.4],[[57.33]],"[[ 58.3]
 [-81.8]]",-67
13,[[5.1 2.5]],1,[5.1 2.5],[[25.83]],"[[ 58.3]
 [-81.8]]",-67
14,[[5.9 3. ]],1,[5.9 3. ],[[31.57]],"[[ 58.3]
 [-81.8]]",-67
15,[[5. 2.]],1,[5. 2.],[[60.9]],"[[ 58.3]
 [-81.8]]",-67
16,[[6.5 3. ]],1,[6.5 3. ],[[66.55]],"[[ 58.3]
 [-81.8]]",-67
17,[[6.5 3. ]],1,[6.5 3. ],[[66.55]],"[[ 58.3]
 [-81.8]]",-67
18,[[6.9 3.1]],1,[6.9 3.1],[[81.69]],"[[ 58.3]
 [-81.8]]",-67
19,[[4.6 3.6]],-1,[4.6 3.6],[[93.3]],"[[ 58.3]
 [-81.8]]",-67
20,[[6.6 3. ]],1,[6.6 3. ],[[72.38]],"[[ 58.3]
 [-81.8]]",-67
21,[[4.9 3.1]],-1,[4.9 3.1],[[34.91]],"[[ 58.3]
 [-81.8]]",-67
22,[[6.7 3. ]],1,[6.7 3. ],[[78.21]],"[[ 58.3]
 [-81.8]]",-67
23,[[6.7 3. ]],1,[6.7 3. ],[[78.21]],"[[ 58.3]
 [-81.8]]",-67
24,[[5.6 2.9]],1,[5.6 2.9],[[22.26]],"[[ 58.3]
 [-81.8]]",-67
25,[[6.3 3.4]],1,[6.3 3.4],[[22.17]],"[[ 58.3]
 [-81.8]]",-67
26,[[5.6 2.7]],1,[5.6 2.7],[[38.62]],"[[ 58.3]
 [-81.8]]",-67
27,[[6.1 3. ]],1,[6.1 3. ],[[43.23]],"[[ 58.3]
 [-81.8]]",-67
28,[[6.3 2.3]],1,[6.3 2.3],[[112.15]],"[[ 58.3]
 [-81.8]]",-67
29,[[5.8 2.6]],1,[5.8 2.6],[[58.46]],"[[ 58.3]
 [-81.8]]",-67
30,[[5.7 3. ]],1,[5.7 3. ],[[19.91]],"[[ 58.3]
 [-81.8]]",-67
31,[[6.9 3.1]],1,[6.9 3.1],[[81.69]],"[[ 58.3]
 [-81.8]]",-67
32,[[6.8 2.8]],1,[6.8 2.8],[[100.4]],"[[ 58.3]
 [-81.8]]",-67
33,[[5.2 4.1]],-1,[5.2 4.1],[[99.22]],"[[ 58.3]
 [-81.8]]",-67
34,[[5.8 2.7]],1,[5.8 2.7],[[50.28]],"[[ 58.3]
 [-81.8]]",-67
35,[[4.3 3. ]],-1,[4.3 3. ],[[61.71]],"[[ 58.3]
 [-81.8]]",-67
36,[[4.8 3.4]],-1,[4.8 3.4],[[65.28]],"[[ 58.3]
 [-81.8]]",-67
37,[[5.2 2.7]],1,[5.2 2.7],[[15.3]],"[[ 58.3]
 [-81.8]]",-67
38,[[4.8 3. ]],-1,[4.8 3. ],[[32.56]],"[[ 58.3]
 [-81.8]]",-67
39,[[4.9 3.1]],-1,[4.9 3.1],[[34.91]],"[[ 58.3]
 [-81.8]]",-67
40,[[7.9 3.8]],1,[7.9 3.8],[[82.73]],"[[ 58.3]
 [-81.8]]",-67
41,[[5.  2.3]],1,[5.  2.3],[[36.36]],"[[ 58.3]
 [-81.8]]",-67
42,[[4.6 3.2]],-1,[4.6 3.2],[[60.58]],"[[ 58.3]
 [-81.8]]",-67
43,[[6.5 3. ]],1,[6.5 3. ],[[66.55]],"[[ 58.3]
 [-81.8]]",-67
44,[[4.9 3.1]],-1,[4.9 3.1],[[34.91]],"[[ 58.3]
 [-81.8]]",-67
45,[[6.  2.2]],1,[6.  2.2],[[102.84]],"[[ 58.3]
 [-81.8]]",-67
46,[[5.5 2.6]],1,[5.5 2.6],[[40.97]],"[[ 58.3]
 [-81.8]]",-67
47,[[5.8 4. ]],-1,[5.8 4. ],[[56.06]],"[[ 58.3]
 [-81.8]]",-67
48,[[5.4 3.9]],-1,[5.4 3.9],[[71.2]],"[[ 58.3]
 [-81.8]]",-67
49,[[6.4 2.7]],1,[6.4 2.7],[[85.26]],"[[ 58.3]
 [-81.8]]",-67
50,[[6.  3.4]],1,[6.  3.4],[[4.68]],"[[ 58.3]
 [-81.8]]",-67
51,[[5.5 2.5]],1,[5.5 2.5],[[49.15]],"[[ 58.3]
 [-81.8]]",-67
52,[[5.5 4.2]],-1,[5.5 4.2],[[89.91]],"[[ 58.3]
 [-81.8]]",-67
53,[[4.7 3.2]],-1,[4.7 3.2],[[54.75]],"[[ 58.3]
 [-81.8]]",-67
54,[[6.9 3.2]],1,[6.9 3.2],[[73.51]],"[[ 58.3]
 [-81.8]]",-67
55,[[6.  2.9]],1,[6.  2.9],[[45.58]],"[[ 58.3]
 [-81.8]]",-67
56,[[6.1 3. ]],1,[6.1 3. ],[[43.23]],"[[ 58.3]
 [-81.8]]",-67
57,[[4.6 3.1]],-1,[4.6 3.1],[[52.4]],"[[ 58.3]
 [-81.8]]",-67
58,[[5.7 2.8]],1,[5.7 2.8],[[36.27]],"[[ 58.3]
 [-81.8]]",-67
59,[[6. 3.]],1,[6. 3.],[[37.4]],"[[ 58.3]
 [-81.8]]",-67
60,[[5.8 2.7]],1,[5.8 2.7],[[50.28]],"[[ 58.3]
 [-81.8]]",-67
61,[[4.8 3.4]],-1,[4.8 3.4],[[65.28]],"[[ 58.3]
 [-81.8]]",-67
62,[[6.  2.2]],1,[6.  2.2],[[102.84]],"[[ 58.3]
 [-81.8]]",-67
63,[[6.4 3.1]],1,[6.4 3.1],[[52.54]],"[[ 58.3]
 [-81.8]]",-67
64,[[6.7 2.5]],1,[6.7 2.5],[[119.11]],"[[ 58.3]
 [-81.8]]",-67
65,[[6.3 3.3]],1,[6.3 3.3],[[30.35]],"[[ 58.3]
 [-81.8]]",-67
66,[[6.8 3.2]],1,[6.8 3.2],[[67.68]],"[[ 58.3]
 [-81.8]]",-67
67,[[5.7 3.8]],-1,[5.7 3.8],[[45.53]],"[[ 58.3]
 [-81.8]]",-67
68,[[5.1 3.8]],-1,[5.1 3.8],[[80.51]],"[[ 58.3]
 [-81.8]]",-67
69,[[6.  2.7]],1,[6.  2.7],[[61.94]],"[[ 58.3]
 [-81.8]]",-67
70,[[7.7 2.8]],1,[7.7 2.8],[[152.87]],"[[ 58.3]
 [-81.8]]",-67
71,[[4.4 3. ]],-1,[4.4 3. ],[[55.88]],"[[ 58.3]
 [-81.8]]",-67
72,[[6.2 2.2]],1,[6.2 2.2],[[114.5]],"[[ 58.3]
 [-81.8]]",-67
73,[[4.7 3.2]],-1,[4.7 3.2],[[54.75]],"[[ 58.3]
 [-81.8]]",-67
74,[[5.4 3.4]],-1,[5.4 3.4],[[30.3]],"[[ 58.3]
 [-81.8]]",-67
75,[[6.7 3.1]],1,[6.7 3.1],[[70.03]],"[[ 58.3]
 [-81.8]]",-67
76,[[6.4 3.2]],1,[6.4 3.2],[[44.36]],"[[ 58.3]
 [-81.8]]",-67
77,[[7.6 3. ]],1,[7.6 3. ],[[130.68]],"[[ 58.3]
 [-81.8]]",-67
78,[[5.5 3.5]],-1,[5.5 3.5],[[32.65]],"[[ 58.3]
 [-81.8]]",-67
79,[[6.5 3.2]],1,[6.5 3.2],[[50.19]],"[[ 58.3]
 [-81.8]]",-67
80,[[5.  3.6]],-1,[5.  3.6],[[69.98]],"[[ 58.3]
 [-81.8]]",-67
81,[[6.9 3.1]],1,[6.9 3.1],[[81.69]],"[[ 58.3]
 [-81.8]]",-67
82,[[5.1 3.5]],-1,[5.1 3.5],[[55.97]],"[[ 58.3]
 [-81.8]]",-67
83,[[6.6 2.9]],1,[6.6 2.9],[[80.56]],"[[ 58.3]
 [-81.8]]",-67
84,[[5.4 3.9]],-1,[5.4 3.9],[[71.2]],"[[ 58.3]
 [-81.8]]",-67
85,[[6.3 2.9]],1,[6.3 2.9],[[63.07]],"[[ 58.3]
 [-81.8]]",-67
86,[[7.2 3. ]],1,[7.2 3. ],[[107.36]],"[[ 58.3]
 [-81.8]]",-67
87,[[4.5 2.3]],-1,[4.5 2.3],[[-7.21]],"[[ 53.8]
 [-84.1]]",-68
88,[[4.9 2.5]],1,[4.9 2.5],[[-14.63]],"[[ 58.7]
 [-81.6]]",-67
89,[[5.6 2.8]],1,[5.6 2.8],[[33.24]],"[[ 58.7]
 [-81.6]]",-67
90,[[7.2 3.2]],1,[7.2 3.2],[[94.52]],"[[ 58.7]
 [-81.6]]",-67
91,[[6.7 3.1]],1,[6.7 3.1],[[73.33]],"[[ 58.7]
 [-81.6]]",-67
92,[[4.8 3.1]],-1,[4.8 3.1],[[38.2]],"[[ 58.7]
 [-81.6]]",-67
93,[[6.7 3.1]],1,[6.7 3.1],[[73.33]],"[[ 58.7]
 [-81.6]]",-67
94,[[5.1 3.8]],-1,[5.1 3.8],[[77.71]],"[[ 58.7]
 [-81.6]]",-67
95,[[5.2 3.5]],-1,[5.2 3.5],[[47.36]],"[[ 58.7]
 [-81.6]]",-67
96,[[5.5 2.4]],1,[5.5 2.4],[[60.01]],"[[ 58.7]
 [-81.6]]",-67
97,[[5.7 2.5]],1,[5.7 2.5],[[63.59]],"[[ 58.7]
 [-81.6]]",-67
98,[[5.  3.4]],-1,[5.  3.4],[[50.94]],"[[ 58.7]
 [-81.6]]",-67
99,[[6.8 3. ]],1,[6.8 3. ],[[87.36]],"[[ 58.7]
 [-81.6]]",-67
100,[[4.4 2.9]],-1,[4.4 2.9],[[45.36]],"[[ 58.7]
 [-81.6]]",-67
101,[[6.1 2.8]],1,[6.1 2.8],[[62.59]],"[[ 58.7]
 [-81.6]]",-67
102,[[6.7 3.3]],1,[6.7 3.3],[[57.01]],"[[ 58.7]
 [-81.6]]",-67
103,[[7.7 2.6]],1,[7.7 2.6],[[172.83]],"[[ 58.7]
 [-81.6]]",-67
104,[[5.7 2.8]],1,[5.7 2.8],[[39.11]],"[[ 58.7]
 [-81.6]]",-67
