,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[73.82]],"[[ 60.3]
 [-81.8]]",-71
1,[[5.9 3. ]],1,[5.9 3. ],[[39.37]],"[[ 60.3]
 [-81.8]]",-71
2,[[6.7 3.3]],1,[6.7 3.3],[[63.07]],"[[ 60.3]
 [-81.8]]",-71
3,[[7.7 3.8]],1,[7.7 3.8],[[82.47]],"[[ 60.3]
 [-81.8]]",-71
4,[[5.4 3.4]],-1,[5.4 3.4],[[23.5]],"[[ 60.3]
 [-81.8]]",-71
5,[[6.3 2.5]],1,[6.3 2.5],[[104.39]],"[[ 60.3]
 [-81.8]]",-71
6,[[5.  3.2]],-1,[5.  3.2],[[31.26]],"[[ 60.3]
 [-81.8]]",-71
7,[[4.6 3.4]],-1,[4.6 3.4],[[71.74]],"[[ 60.3]
 [-81.8]]",-71
8,[[5.7 4.4]],-1,[5.7 4.4],[[87.21]],"[[ 60.3]
 [-81.8]]",-71
9,[[5.2 3.4]],-1,[5.2 3.4],[[35.56]],"[[ 60.3]
 [-81.8]]",-71
10,[[6.2 2.9]],1,[6.2 2.9],[[65.64]],"[[ 60.3]
 [-81.8]]",-71
11,[[6.3 3.3]],1,[6.3 3.3],[[38.95]],"[[ 60.3]
 [-81.8]]",-71
12,[[5.5 2.4]],1,[5.5 2.4],[[64.33]],"[[ 60.3]
 [-81.8]]",-71
13,[[5.1 2.5]],1,[5.1 2.5],[[32.03]],"[[ 60.3]
 [-81.8]]",-71
14,[[5.9 3. ]],1,[5.9 3. ],[[39.37]],"[[ 60.3]
 [-81.8]]",-71
15,[[5. 2.]],1,[5. 2.],[[66.9]],"[[ 60.3]
 [-81.8]]",-71
16,[[6.5 3. ]],1,[6.5 3. ],[[75.55]],"[[ 60.3]
 [-81.8]]",-71
17,[[6.5 3. ]],1,[6.5 3. ],[[75.55]],"[[ 60.3]
 [-81.8]]",-71
18,[[6.9 3.1]],1,[6.9 3.1],[[91.49]],"[[ 60.3]
 [-81.8]]",-71
19,[[4.6 3.6]],-1,[4.6 3.6],[[88.1]],"[[ 60.3]
 [-81.8]]",-71
20,[[6.6 3. ]],1,[6.6 3. ],[[81.58]],"[[ 60.3]
 [-81.8]]",-71
21,[[4.9 3.1]],-1,[4.9 3.1],[[29.11]],"[[ 60.3]
 [-81.8]]",-71
22,[[6.7 3. ]],1,[6.7 3. ],[[87.61]],"[[ 60.3]
 [-81.8]]",-71
23,[[6.7 3. ]],1,[6.7 3. ],[[87.61]],"[[ 60.3]
 [-81.8]]",-71
24,[[5.6 2.9]],1,[5.6 2.9],[[29.46]],"[[ 60.3]
 [-81.8]]",-71
25,[[6.3 3.4]],1,[6.3 3.4],[[30.77]],"[[ 60.3]
 [-81.8]]",-71
26,[[5.6 2.7]],1,[5.6 2.7],[[45.82]],"[[ 60.3]
 [-81.8]]",-71
27,[[6.1 3. ]],1,[6.1 3. ],[[51.43]],"[[ 60.3]
 [-81.8]]",-71
28,[[6.3 2.3]],1,[6.3 2.3],[[120.75]],"[[ 60.3]
 [-81.8]]",-71
29,[[5.8 2.6]],1,[5.8 2.6],[[66.06]],"[[ 60.3]
 [-81.8]]",-71
30,[[5.7 3. ]],1,[5.7 3. ],[[27.31]],"[[ 60.3]
 [-81.8]]",-71
31,[[6.9 3.1]],1,[6.9 3.1],[[91.49]],"[[ 60.3]
 [-81.8]]",-71
32,[[6.8 2.8]],1,[6.8 2.8],[[110.]],"[[ 60.3]
 [-81.8]]",-71
33,[[5.2 4.1]],-1,[5.2 4.1],[[92.82]],"[[ 60.3]
 [-81.8]]",-71
34,[[5.8 2.7]],1,[5.8 2.7],[[57.88]],"[[ 60.3]
 [-81.8]]",-71
35,[[4.3 3. ]],-1,[4.3 3. ],[[57.11]],"[[ 60.3]
 [-81.8]]",-71
36,[[4.8 3.4]],-1,[4.8 3.4],[[59.68]],"[[ 60.3]
 [-81.8]]",-71
37,[[5.2 2.7]],1,[5.2 2.7],[[21.7]],"[[ 60.3]
 [-81.8]]",-71
38,[[4.8 3. ]],-1,[4.8 3. ],[[26.96]],"[[ 60.3]
 [-81.8]]",-71
39,[[4.9 3.1]],-1,[4.9 3.1],[[29.11]],"[[ 60.3]
 [-81.8]]",-71
40,[[7.9 3.8]],1,[7.9 3.8],[[94.53]],"[[ 60.3]
 [-81.8]]",-71
41,[[5.  2.3]],1,[5.  2.3],[[42.36]],"[[ 60.3]
 [-81.8]]",-71
42,[[4.6 3.2]],-1,[4.6 3.2],[[55.38]],"[[ 60.3]
 [-81.8]]",-71
43,[[6.5 3. ]],1,[6.5 3. ],[[75.55]],"[[ 60.3]
 [-81.8]]",-71
44,[[4.9 3.1]],-1,[4.9 3.1],[[29.11]],"[[ 60.3]
 [-81.8]]",-71
45,[[6.  2.2]],1,[6.  2.2],[[110.84]],"[[ 60.3]
 [-81.8]]",-71
46,[[5.5 2.6]],1,[5.5 2.6],[[47.97]],"[[ 60.3]
 [-81.8]]",-71
47,[[5.8 4. ]],-1,[5.8 4. ],[[48.46]],"[[ 60.3]
 [-81.8]]",-71
48,[[5.4 3.9]],-1,[5.4 3.9],[[64.4]],"[[ 60.3]
 [-81.8]]",-71
49,[[6.4 2.7]],1,[6.4 2.7],[[94.06]],"[[ 60.3]
 [-81.8]]",-71
50,[[6.  3.4]],1,[6.  3.4],[[12.68]],"[[ 60.3]
 [-81.8]]",-71
51,[[5.5 2.5]],1,[5.5 2.5],[[56.15]],"[[ 60.3]
 [-81.8]]",-71
52,[[5.5 4.2]],-1,[5.5 4.2],[[82.91]],"[[ 60.3]
 [-81.8]]",-71
53,[[4.7 3.2]],-1,[4.7 3.2],[[49.35]],"[[ 60.3]
 [-81.8]]",-71
54,[[6.9 3.2]],1,[6.9 3.2],[[83.31]],"[[ 60.3]
 [-81.8]]",-71
55,[[6.  2.9]],1,[6.  2.9],[[53.58]],"[[ 60.3]
 [-81.8]]",-71
56,[[6.1 3. ]],1,[6.1 3. ],[[51.43]],"[[ 60.3]
 [-81.8]]",-71
57,[[4.6 3.1]],-1,[4.6 3.1],[[47.2]],"[[ 60.3]
 [-81.8]]",-71
58,[[5.7 2.8]],1,[5.7 2.8],[[43.67]],"[[ 60.3]
 [-81.8]]",-71
59,[[6. 3.]],1,[6. 3.],[[45.4]],"[[ 60.3]
 [-81.8]]",-71
60,[[5.8 2.7]],1,[5.8 2.7],[[57.88]],"[[ 60.3]
 [-81.8]]",-71
61,[[4.8 3.4]],-1,[4.8 3.4],[[59.68]],"[[ 60.3]
 [-81.8]]",-71
62,[[6.  2.2]],1,[6.  2.2],[[110.84]],"[[ 60.3]
 [-81.8]]",-71
63,[[6.4 3.1]],1,[6.4 3.1],[[61.34]],"[[ 60.3]
 [-81.8]]",-71
64,[[6.7 2.5]],1,[6.7 2.5],[[128.51]],"[[ 60.3]
 [-81.8]]",-71
65,[[6.3 3.3]],1,[6.3 3.3],[[38.95]],"[[ 60.3]
 [-81.8]]",-71
66,[[6.8 3.2]],1,[6.8 3.2],[[77.28]],"[[ 60.3]
 [-81.8]]",-71
67,[[5.7 3.8]],-1,[5.7 3.8],[[38.13]],"[[ 60.3]
 [-81.8]]",-71
68,[[5.1 3.8]],-1,[5.1 3.8],[[74.31]],"[[ 60.3]
 [-81.8]]",-71
69,[[6.  2.7]],1,[6.  2.7],[[69.94]],"[[ 60.3]
 [-81.8]]",-71
70,[[7.7 2.8]],1,[7.7 2.8],[[164.27]],"[[ 60.3]
 [-81.8]]",-71
71,[[4.4 3. ]],-1,[4.4 3. ],[[51.08]],"[[ 60.3]
 [-81.8]]",-71
72,[[6.2 2.2]],1,[6.2 2.2],[[122.9]],"[[ 60.3]
 [-81.8]]",-71
73,[[4.7 3.2]],-1,[4.7 3.2],[[49.35]],"[[ 60.3]
 [-81.8]]",-71
74,[[5.4 3.4]],-1,[5.4 3.4],[[23.5]],"[[ 60.3]
 [-81.8]]",-71
75,[[6.7 3.1]],1,[6.7 3.1],[[79.43]],"[[ 60.3]
 [-81.8]]",-71
76,[[6.4 3.2]],1,[6.4 3.2],[[53.16]],"[[ 60.3]
 [-81.8]]",-71
77,[[7.6 3. ]],1,[7.6 3. ],[[141.88]],"[[ 60.3]
 [-81.8]]",-71
78,[[5.5 3.5]],-1,[5.5 3.5],[[25.65]],"[[ 60.3]
 [-81.8]]",-71
79,[[6.5 3.2]],1,[6.5 3.2],[[59.19]],"[[ 60.3]
 [-81.8]]",-71
80,[[5.  3.6]],-1,[5.  3.6],[[63.98]],"[[ 60.3]
 [-81.8]]",-71
81,[[6.9 3.1]],1,[6.9 3.1],[[91.49]],"[[ 60.3]
 [-81.8]]",-71
82,[[5.1 3.5]],-1,[5.1 3.5],[[49.77]],"[[ 60.3]
 [-81.8]]",-71
83,[[6.6 2.9]],1,[6.6 2.9],[[89.76]],"[[ 60.3]
 [-81.8]]",-71
84,[[5.4 3.9]],-1,[5.4 3.9],[[64.4]],"[[ 60.3]
 [-81.8]]",-71
85,[[6.3 2.9]],1,[6.3 2.9],[[71.67]],"[[ 60.3]
 [-81.8]]",-71
86,[[7.2 3. ]],1,[7.2 3. ],[[117.76]],"[[ 60.3]
 [-81.8]]",-71
87,[[4.5 2.3]],-1,[4.5 2.3],[[-12.21]],"[[ 55.8]
 [-84.1]]",-72
88,[[4.9 2.5]],1,[4.9 2.5],[[-8.83]],"[[ 60.7]
 [-81.6]]",-71
89,[[5.6 2.8]],1,[5.6 2.8],[[40.44]],"[[ 60.7]
 [-81.6]]",-71
90,[[7.2 3.2]],1,[7.2 3.2],[[104.92]],"[[ 60.7]
 [-81.6]]",-71
91,[[6.7 3.1]],1,[6.7 3.1],[[82.73]],"[[ 60.7]
 [-81.6]]",-71
92,[[4.8 3.1]],-1,[4.8 3.1],[[32.6]],"[[ 60.7]
 [-81.6]]",-71
93,[[6.7 3.1]],1,[6.7 3.1],[[82.73]],"[[ 60.7]
 [-81.6]]",-71
94,[[5.1 3.8]],-1,[5.1 3.8],[[71.51]],"[[ 60.7]
 [-81.6]]",-71
95,[[5.2 3.5]],-1,[5.2 3.5],[[40.96]],"[[ 60.7]
 [-81.6]]",-71
96,[[5.5 2.4]],1,[5.5 2.4],[[67.01]],"[[ 60.7]
 [-81.6]]",-71
97,[[5.7 2.5]],1,[5.7 2.5],[[70.99]],"[[ 60.7]
 [-81.6]]",-71
98,[[5.  3.4]],-1,[5.  3.4],[[44.94]],"[[ 60.7]
 [-81.6]]",-71
99,[[6.8 3. ]],1,[6.8 3. ],[[96.96]],"[[ 60.7]
 [-81.6]]",-71
100,[[4.4 2.9]],-1,[4.4 2.9],[[40.56]],"[[ 60.7]
 [-81.6]]",-71
101,[[6.1 2.8]],1,[6.1 2.8],[[70.79]],"[[ 60.7]
 [-81.6]]",-71
102,[[6.7 3.3]],1,[6.7 3.3],[[66.41]],"[[ 60.7]
 [-81.6]]",-71
103,[[7.7 2.6]],1,[7.7 2.6],[[184.23]],"[[ 60.7]
 [-81.6]]",-71
104,[[5.7 2.8]],1,[5.7 2.8],[[46.51]],"[[ 60.7]
 [-81.6]]",-71
