,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[69.82]],"[[ 58.9]
 [-81.2]]",-68
1,[[5.9 3. ]],1,[5.9 3. ],[[35.91]],"[[ 58.9]
 [-81.2]]",-68
2,[[6.7 3.3]],1,[6.7 3.3],[[58.67]],"[[ 58.9]
 [-81.2]]",-68
3,[[7.7 3.8]],1,[7.7 3.8],[[76.97]],"[[ 58.9]
 [-81.2]]",-68
4,[[5.4 3.4]],-1,[5.4 3.4],[[26.02]],"[[ 58.9]
 [-81.2]]",-68
5,[[6.3 2.5]],1,[6.3 2.5],[[100.07]],"[[ 58.9]
 [-81.2]]",-68
6,[[5.  3.2]],-1,[5.  3.2],[[33.34]],"[[ 58.9]
 [-81.2]]",-68
7,[[4.6 3.4]],-1,[4.6 3.4],[[73.14]],"[[ 58.9]
 [-81.2]]",-68
8,[[5.7 4.4]],-1,[5.7 4.4],[[89.55]],"[[ 58.9]
 [-81.2]]",-68
9,[[5.2 3.4]],-1,[5.2 3.4],[[37.8]],"[[ 58.9]
 [-81.2]]",-68
10,[[6.2 2.9]],1,[6.2 2.9],[[61.7]],"[[ 58.9]
 [-81.2]]",-68
11,[[6.3 3.3]],1,[6.3 3.3],[[35.11]],"[[ 58.9]
 [-81.2]]",-68
12,[[5.5 2.4]],1,[5.5 2.4],[[61.07]],"[[ 58.9]
 [-81.2]]",-68
13,[[5.1 2.5]],1,[5.1 2.5],[[29.39]],"[[ 58.9]
 [-81.2]]",-68
14,[[5.9 3. ]],1,[5.9 3. ],[[35.91]],"[[ 58.9]
 [-81.2]]",-68
15,[[5. 2.]],1,[5. 2.],[[64.1]],"[[ 58.9]
 [-81.2]]",-68
16,[[6.5 3. ]],1,[6.5 3. ],[[71.25]],"[[ 58.9]
 [-81.2]]",-68
17,[[6.5 3. ]],1,[6.5 3. ],[[71.25]],"[[ 58.9]
 [-81.2]]",-68
18,[[6.9 3.1]],1,[6.9 3.1],[[86.69]],"[[ 58.9]
 [-81.2]]",-68
19,[[4.6 3.6]],-1,[4.6 3.6],[[89.38]],"[[ 58.9]
 [-81.2]]",-68
20,[[6.6 3. ]],1,[6.6 3. ],[[77.14]],"[[ 58.9]
 [-81.2]]",-68
21,[[4.9 3.1]],-1,[4.9 3.1],[[31.11]],"[[ 58.9]
 [-81.2]]",-68
22,[[6.7 3. ]],1,[6.7 3. ],[[83.03]],"[[ 58.9]
 [-81.2]]",-68
23,[[6.7 3. ]],1,[6.7 3. ],[[83.03]],"[[ 58.9]
 [-81.2]]",-68
24,[[5.6 2.9]],1,[5.6 2.9],[[26.36]],"[[ 58.9]
 [-81.2]]",-68
25,[[6.3 3.4]],1,[6.3 3.4],[[26.99]],"[[ 58.9]
 [-81.2]]",-68
26,[[5.6 2.7]],1,[5.6 2.7],[[42.6]],"[[ 58.9]
 [-81.2]]",-68
27,[[6.1 3. ]],1,[6.1 3. ],[[47.69]],"[[ 58.9]
 [-81.2]]",-68
28,[[6.3 2.3]],1,[6.3 2.3],[[116.31]],"[[ 58.9]
 [-81.2]]",-68
29,[[5.8 2.6]],1,[5.8 2.6],[[62.5]],"[[ 58.9]
 [-81.2]]",-68
30,[[5.7 3. ]],1,[5.7 3. ],[[24.13]],"[[ 58.9]
 [-81.2]]",-68
31,[[6.9 3.1]],1,[6.9 3.1],[[86.69]],"[[ 58.9]
 [-81.2]]",-68
32,[[6.8 2.8]],1,[6.8 2.8],[[105.16]],"[[ 58.9]
 [-81.2]]",-68
33,[[5.2 4.1]],-1,[5.2 4.1],[[94.64]],"[[ 58.9]
 [-81.2]]",-68
34,[[5.8 2.7]],1,[5.8 2.7],[[54.38]],"[[ 58.9]
 [-81.2]]",-68
35,[[4.3 3. ]],-1,[4.3 3. ],[[58.33]],"[[ 58.9]
 [-81.2]]",-68
36,[[4.8 3.4]],-1,[4.8 3.4],[[61.36]],"[[ 58.9]
 [-81.2]]",-68
37,[[5.2 2.7]],1,[5.2 2.7],[[19.04]],"[[ 58.9]
 [-81.2]]",-68
38,[[4.8 3. ]],-1,[4.8 3. ],[[28.88]],"[[ 58.9]
 [-81.2]]",-68
39,[[4.9 3.1]],-1,[4.9 3.1],[[31.11]],"[[ 58.9]
 [-81.2]]",-68
40,[[7.9 3.8]],1,[7.9 3.8],[[88.75]],"[[ 58.9]
 [-81.2]]",-68
41,[[5.  2.3]],1,[5.  2.3],[[39.74]],"[[ 58.9]
 [-81.2]]",-68
42,[[4.6 3.2]],-1,[4.6 3.2],[[56.9]],"[[ 58.9]
 [-81.2]]",-68
43,[[6.5 3. ]],1,[6.5 3. ],[[71.25]],"[[ 58.9]
 [-81.2]]",-68
44,[[4.9 3.1]],-1,[4.9 3.1],[[31.11]],"[[ 58.9]
 [-81.2]]",-68
45,[[6.  2.2]],1,[6.  2.2],[[106.76]],"[[ 58.9]
 [-81.2]]",-68
46,[[5.5 2.6]],1,[5.5 2.6],[[44.83]],"[[ 58.9]
 [-81.2]]",-68
47,[[5.8 4. ]],-1,[5.8 4. ],[[51.18]],"[[ 58.9]
 [-81.2]]",-68
48,[[5.4 3.9]],-1,[5.4 3.9],[[66.62]],"[[ 58.9]
 [-81.2]]",-68
49,[[6.4 2.7]],1,[6.4 2.7],[[89.72]],"[[ 58.9]
 [-81.2]]",-68
50,[[6.  3.4]],1,[6.  3.4],[[9.32]],"[[ 58.9]
 [-81.2]]",-68
51,[[5.5 2.5]],1,[5.5 2.5],[[52.95]],"[[ 58.9]
 [-81.2]]",-68
52,[[5.5 4.2]],-1,[5.5 4.2],[[85.09]],"[[ 58.9]
 [-81.2]]",-68
53,[[4.7 3.2]],-1,[4.7 3.2],[[51.01]],"[[ 58.9]
 [-81.2]]",-68
54,[[6.9 3.2]],1,[6.9 3.2],[[78.57]],"[[ 58.9]
 [-81.2]]",-68
55,[[6.  2.9]],1,[6.  2.9],[[49.92]],"[[ 58.9]
 [-81.2]]",-68
56,[[6.1 3. ]],1,[6.1 3. ],[[47.69]],"[[ 58.9]
 [-81.2]]",-68
57,[[4.6 3.1]],-1,[4.6 3.1],[[48.78]],"[[ 58.9]
 [-81.2]]",-68
58,[[5.7 2.8]],1,[5.7 2.8],[[40.37]],"[[ 58.9]
 [-81.2]]",-68
59,[[6. 3.]],1,[6. 3.],[[41.8]],"[[ 58.9]
 [-81.2]]",-68
60,[[5.8 2.7]],1,[5.8 2.7],[[54.38]],"[[ 58.9]
 [-81.2]]",-68
61,[[4.8 3.4]],-1,[4.8 3.4],[[61.36]],"[[ 58.9]
 [-81.2]]",-68
62,[[6.  2.2]],1,[6.  2.2],[[106.76]],"[[ 58.9]
 [-81.2]]",-68
63,[[6.4 3.1]],1,[6.4 3.1],[[57.24]],"[[ 58.9]
 [-81.2]]",-68
64,[[6.7 2.5]],1,[6.7 2.5],[[123.63]],"[[ 58.9]
 [-81.2]]",-68
65,[[6.3 3.3]],1,[6.3 3.3],[[35.11]],"[[ 58.9]
 [-81.2]]",-68
66,[[6.8 3.2]],1,[6.8 3.2],[[72.68]],"[[ 58.9]
 [-81.2]]",-68
67,[[5.7 3.8]],-1,[5.7 3.8],[[40.83]],"[[ 58.9]
 [-81.2]]",-68
68,[[5.1 3.8]],-1,[5.1 3.8],[[76.17]],"[[ 58.9]
 [-81.2]]",-68
69,[[6.  2.7]],1,[6.  2.7],[[66.16]],"[[ 58.9]
 [-81.2]]",-68
70,[[7.7 2.8]],1,[7.7 2.8],[[158.17]],"[[ 58.9]
 [-81.2]]",-68
71,[[4.4 3. ]],-1,[4.4 3. ],[[52.44]],"[[ 58.9]
 [-81.2]]",-68
72,[[6.2 2.2]],1,[6.2 2.2],[[118.54]],"[[ 58.9]
 [-81.2]]",-68
73,[[4.7 3.2]],-1,[4.7 3.2],[[51.01]],"[[ 58.9]
 [-81.2]]",-68
74,[[5.4 3.4]],-1,[5.4 3.4],[[26.02]],"[[ 58.9]
 [-81.2]]",-68
75,[[6.7 3.1]],1,[6.7 3.1],[[74.91]],"[[ 58.9]
 [-81.2]]",-68
76,[[6.4 3.2]],1,[6.4 3.2],[[49.12]],"[[ 58.9]
 [-81.2]]",-68
77,[[7.6 3. ]],1,[7.6 3. ],[[136.04]],"[[ 58.9]
 [-81.2]]",-68
78,[[5.5 3.5]],-1,[5.5 3.5],[[28.25]],"[[ 58.9]
 [-81.2]]",-68
