,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[62.76]],"[[ 60. ]
 [-83.3]]",-76
1,[[5.9 3. ]],1,[5.9 3. ],[[28.1]],"[[ 60. ]
 [-83.3]]",-76
2,[[6.7 3.3]],1,[6.7 3.3],[[51.11]],"[[ 60. ]
 [-83.3]]",-76
3,[[7.7 3.8]],1,[7.7 3.8],[[69.46]],"[[ 60. ]
 [-83.3]]",-76
4,[[5.4 3.4]],-1,[5.4 3.4],[[35.22]],"[[ 60. ]
 [-83.3]]",-76
5,[[6.3 2.5]],1,[6.3 2.5],[[93.75]],"[[ 60. ]
 [-83.3]]",-76
6,[[5.  3.2]],-1,[5.  3.2],[[42.56]],"[[ 60. ]
 [-83.3]]",-76
7,[[4.6 3.4]],-1,[4.6 3.4],[[83.22]],"[[ 60. ]
 [-83.3]]",-76
8,[[5.7 4.4]],-1,[5.7 4.4],[[100.52]],"[[ 60. ]
 [-83.3]]",-76
9,[[5.2 3.4]],-1,[5.2 3.4],[[47.22]],"[[ 60. ]
 [-83.3]]",-76
10,[[6.2 2.9]],1,[6.2 2.9],[[54.43]],"[[ 60. ]
 [-83.3]]",-76
11,[[6.3 3.3]],1,[6.3 3.3],[[27.11]],"[[ 60. ]
 [-83.3]]",-76
12,[[5.5 2.4]],1,[5.5 2.4],[[54.08]],"[[ 60. ]
 [-83.3]]",-76
13,[[5.1 2.5]],1,[5.1 2.5],[[21.75]],"[[ 60. ]
 [-83.3]]",-76
14,[[5.9 3. ]],1,[5.9 3. ],[[28.1]],"[[ 60. ]
 [-83.3]]",-76
15,[[5. 2.]],1,[5. 2.],[[57.4]],"[[ 60. ]
 [-83.3]]",-76
16,[[6.5 3. ]],1,[6.5 3. ],[[64.1]],"[[ 60. ]
 [-83.3]]",-76
17,[[6.5 3. ]],1,[6.5 3. ],[[64.1]],"[[ 60. ]
 [-83.3]]",-76
18,[[6.9 3.1]],1,[6.9 3.1],[[79.77]],"[[ 60. ]
 [-83.3]]",-76
19,[[4.6 3.6]],-1,[4.6 3.6],[[99.88]],"[[ 60. ]
 [-83.3]]",-76
20,[[6.6 3. ]],1,[6.6 3. ],[[70.1]],"[[ 60. ]
 [-83.3]]",-76
21,[[4.9 3.1]],-1,[4.9 3.1],[[40.23]],"[[ 60. ]
 [-83.3]]",-76
22,[[6.7 3. ]],1,[6.7 3. ],[[76.1]],"[[ 60. ]
 [-83.3]]",-76
23,[[6.7 3. ]],1,[6.7 3. ],[[76.1]],"[[ 60. ]
 [-83.3]]",-76
24,[[5.6 2.9]],1,[5.6 2.9],[[18.43]],"[[ 60. ]
 [-83.3]]",-76
25,[[6.3 3.4]],1,[6.3 3.4],[[18.78]],"[[ 60. ]
 [-83.3]]",-76
26,[[5.6 2.7]],1,[5.6 2.7],[[35.09]],"[[ 60. ]
 [-83.3]]",-76
27,[[6.1 3. ]],1,[6.1 3. ],[[40.1]],"[[ 60. ]
 [-83.3]]",-76
28,[[6.3 2.3]],1,[6.3 2.3],[[110.41]],"[[ 60. ]
 [-83.3]]",-76
29,[[5.8 2.6]],1,[5.8 2.6],[[55.42]],"[[ 60. ]
 [-83.3]]",-76
30,[[5.7 3. ]],1,[5.7 3. ],[[16.1]],"[[ 60. ]
 [-83.3]]",-76
31,[[6.9 3.1]],1,[6.9 3.1],[[79.77]],"[[ 60. ]
 [-83.3]]",-76
32,[[6.8 2.8]],1,[6.8 2.8],[[98.76]],"[[ 60. ]
 [-83.3]]",-76
33,[[5.2 4.1]],-1,[5.2 4.1],[[105.53]],"[[ 60. ]
 [-83.3]]",-76
34,[[5.8 2.7]],1,[5.8 2.7],[[47.09]],"[[ 60. ]
 [-83.3]]",-76
35,[[4.3 3. ]],-1,[4.3 3. ],[[67.9]],"[[ 60. ]
 [-83.3]]",-76
36,[[4.8 3.4]],-1,[4.8 3.4],[[71.22]],"[[ 60. ]
 [-83.3]]",-76
37,[[5.2 2.7]],1,[5.2 2.7],[[11.09]],"[[ 60. ]
 [-83.3]]",-76
38,[[4.8 3. ]],-1,[4.8 3. ],[[37.9]],"[[ 60. ]
 [-83.3]]",-76
39,[[4.9 3.1]],-1,[4.9 3.1],[[40.23]],"[[ 60. ]
 [-83.3]]",-76
40,[[7.9 3.8]],1,[7.9 3.8],[[81.46]],"[[ 60. ]
 [-83.3]]",-76
41,[[5.  2.3]],1,[5.  2.3],[[32.41]],"[[ 60. ]
 [-83.3]]",-76
42,[[4.6 3.2]],-1,[4.6 3.2],[[66.56]],"[[ 60. ]
 [-83.3]]",-76
43,[[6.5 3. ]],1,[6.5 3. ],[[64.1]],"[[ 60. ]
 [-83.3]]",-76
44,[[4.9 3.1]],-1,[4.9 3.1],[[40.23]],"[[ 60. ]
 [-83.3]]",-76
45,[[6.  2.2]],1,[6.  2.2],[[100.74]],"[[ 60. ]
 [-83.3]]",-76
46,[[5.5 2.6]],1,[5.5 2.6],[[37.42]],"[[ 60. ]
 [-83.3]]",-76
47,[[5.8 4. ]],-1,[5.8 4. ],[[61.2]],"[[ 60. ]
 [-83.3]]",-76
48,[[5.4 3.9]],-1,[5.4 3.9],[[76.87]],"[[ 60. ]
 [-83.3]]",-76
49,[[6.4 2.7]],1,[6.4 2.7],[[83.09]],"[[ 60. ]
 [-83.3]]",-76
50,[[6.  3.4]],1,[6.  3.4],[[0.78]],"[[ 60. ]
 [-83.3]]",-76
51,[[5.5 2.5]],1,[5.5 2.5],[[45.75]],"[[ 60. ]
 [-83.3]]",-76
52,[[5.5 4.2]],-1,[5.5 4.2],[[95.86]],"[[ 60. ]
 [-83.3]]",-76
53,[[4.7 3.2]],-1,[4.7 3.2],[[60.56]],"[[ 60. ]
 [-83.3]]",-76
54,[[6.9 3.2]],1,[6.9 3.2],[[71.44]],"[[ 60. ]
 [-83.3]]",-76
55,[[6.  2.9]],1,[6.  2.9],[[42.43]],"[[ 60. ]
 [-83.3]]",-76
56,[[6.1 3. ]],1,[6.1 3. ],[[40.1]],"[[ 60. ]
 [-83.3]]",-76
57,[[4.6 3.1]],-1,[4.6 3.1],[[58.23]],"[[ 60. ]
 [-83.3]]",-76
58,[[5.7 2.8]],1,[5.7 2.8],[[32.76]],"[[ 60. ]
 [-83.3]]",-76
59,[[6. 3.]],1,[6. 3.],[[34.1]],"[[ 60. ]
 [-83.3]]",-76
60,[[5.8 2.7]],1,[5.8 2.7],[[47.09]],"[[ 60. ]
 [-83.3]]",-76
61,[[4.8 3.4]],-1,[4.8 3.4],[[71.22]],"[[ 60. ]
 [-83.3]]",-76
62,[[6.  2.2]],1,[6.  2.2],[[100.74]],"[[ 60. ]
 [-83.3]]",-76
63,[[6.4 3.1]],1,[6.4 3.1],[[49.77]],"[[ 60. ]
 [-83.3]]",-76
64,[[6.7 2.5]],1,[6.7 2.5],[[117.75]],"[[ 60. ]
 [-83.3]]",-76
65,[[6.3 3.3]],1,[6.3 3.3],[[27.11]],"[[ 60. ]
 [-83.3]]",-76
66,[[6.8 3.2]],1,[6.8 3.2],[[65.44]],"[[ 60. ]
 [-83.3]]",-76
67,[[5.7 3.8]],-1,[5.7 3.8],[[50.54]],"[[ 60. ]
 [-83.3]]",-76
68,[[5.1 3.8]],-1,[5.1 3.8],[[86.54]],"[[ 60. ]
 [-83.3]]",-76
