,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[49.62]],"[[ 42.1]
 [-65.5]]",-28
1,[[5.9 3. ]],1,[5.9 3. ],[[23.89]],"[[ 42.1]
 [-65.5]]",-28
2,[[6.7 3.3]],1,[6.7 3.3],[[37.92]],"[[ 42.1]
 [-65.5]]",-28
3,[[7.7 3.8]],1,[7.7 3.8],[[47.27]],"[[ 42.1]
 [-65.5]]",-28
4,[[5.4 3.4]],-1,[5.4 3.4],[[23.36]],"[[ 42.1]
 [-65.5]]",-28
5,[[6.3 2.5]],1,[6.3 2.5],[[73.48]],"[[ 42.1]
 [-65.5]]",-28
6,[[5.  3.2]],-1,[5.  3.2],[[27.1]],"[[ 42.1]
 [-65.5]]",-28
7,[[4.6 3.4]],-1,[4.6 3.4],[[57.04]],"[[ 42.1]
 [-65.5]]",-28
8,[[5.7 4.4]],-1,[5.7 4.4],[[76.23]],"[[ 42.1]
 [-65.5]]",-28
9,[[5.2 3.4]],-1,[5.2 3.4],[[31.78]],"[[ 42.1]
 [-65.5]]",-28
10,[[6.2 2.9]],1,[6.2 2.9],[[43.07]],"[[ 42.1]
 [-65.5]]",-28
11,[[6.3 3.3]],1,[6.3 3.3],[[21.08]],"[[ 42.1]
 [-65.5]]",-28
12,[[5.5 2.4]],1,[5.5 2.4],[[46.35]],"[[ 42.1]
 [-65.5]]",-28
13,[[5.1 2.5]],1,[5.1 2.5],[[22.96]],"[[ 42.1]
 [-65.5]]",-28
14,[[5.9 3. ]],1,[5.9 3. ],[[23.89]],"[[ 42.1]
 [-65.5]]",-28
15,[[5. 2.]],1,[5. 2.],[[51.5]],"[[ 42.1]
 [-65.5]]",-28
16,[[6.5 3. ]],1,[6.5 3. ],[[49.15]],"[[ 42.1]
 [-65.5]]",-28
17,[[6.5 3. ]],1,[6.5 3. ],[[49.15]],"[[ 42.1]
 [-65.5]]",-28
18,[[6.9 3.1]],1,[6.9 3.1],[[59.44]],"[[ 42.1]
 [-65.5]]",-28
