,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[58.]],"[[ 55.2]
 [-80.8]]",-58
1,[[5.9 3. ]],1,[5.9 3. ],[[25.28]],"[[ 55.2]
 [-80.8]]",-58
2,[[6.7 3.3]],1,[6.7 3.3],[[45.2]],"[[ 55.2]
 [-80.8]]",-58
3,[[7.7 3.8]],1,[7.7 3.8],[[60.]],"[[ 55.2]
 [-80.8]]",-58
4,[[5.4 3.4]],-1,[5.4 3.4],[[34.64]],"[[ 55.2]
 [-80.8]]",-58
5,[[6.3 2.5]],1,[6.3 2.5],[[87.76]],"[[ 55.2]
 [-80.8]]",-58
6,[[5.  3.2]],-1,[5.  3.2],[[40.56]],"[[ 55.2]
 [-80.8]]",-58
7,[[4.6 3.4]],-1,[4.6 3.4],[[78.8]],"[[ 55.2]
 [-80.8]]",-58
8,[[5.7 4.4]],-1,[5.7 4.4],[[98.88]],"[[ 55.2]
 [-80.8]]",-58
9,[[5.2 3.4]],-1,[5.2 3.4],[[45.68]],"[[ 55.2]
 [-80.8]]",-58
10,[[6.2 2.9]],1,[6.2 2.9],[[49.92]],"[[ 55.2]
 [-80.8]]",-58
11,[[6.3 3.3]],1,[6.3 3.3],[[23.12]],"[[ 55.2]
 [-80.8]]",-58
12,[[5.5 2.4]],1,[5.5 2.4],[[51.68]],"[[ 55.2]
 [-80.8]]",-58
13,[[5.1 2.5]],1,[5.1 2.5],[[21.52]],"[[ 55.2]
 [-80.8]]",-58
14,[[5.9 3. ]],1,[5.9 3. ],[[25.28]],"[[ 55.2]
 [-80.8]]",-58
15,[[5. 2.]],1,[5. 2.],[[56.4]],"[[ 55.2]
 [-80.8]]",-58
16,[[6.5 3. ]],1,[6.5 3. ],[[58.4]],"[[ 55.2]
 [-80.8]]",-58
17,[[6.5 3. ]],1,[6.5 3. ],[[58.4]],"[[ 55.2]
 [-80.8]]",-58
18,[[6.9 3.1]],1,[6.9 3.1],[[72.4]],"[[ 55.2]
 [-80.8]]",-58
19,[[4.6 3.6]],-1,[4.6 3.6],[[94.96]],"[[ 55.2]
 [-80.8]]",-58
20,[[6.6 3. ]],1,[6.6 3. ],[[63.92]],"[[ 55.2]
 [-80.8]]",-58
21,[[4.9 3.1]],-1,[4.9 3.1],[[38.]],"[[ 55.2]
 [-80.8]]",-58
22,[[6.7 3. ]],1,[6.7 3. ],[[69.44]],"[[ 55.2]
 [-80.8]]",-58
23,[[6.7 3. ]],1,[6.7 3. ],[[69.44]],"[[ 55.2]
 [-80.8]]",-58
24,[[5.6 2.9]],1,[5.6 2.9],[[16.8]],"[[ 55.2]
 [-80.8]]",-58
25,[[6.3 3.4]],1,[6.3 3.4],[[15.04]],"[[ 55.2]
 [-80.8]]",-58
26,[[5.6 2.7]],1,[5.6 2.7],[[32.96]],"[[ 55.2]
 [-80.8]]",-58
27,[[6.1 3. ]],1,[6.1 3. ],[[36.32]],"[[ 55.2]
 [-80.8]]",-58
28,[[6.3 2.3]],1,[6.3 2.3],[[103.92]],"[[ 55.2]
 [-80.8]]",-58
29,[[5.8 2.6]],1,[5.8 2.6],[[52.08]],"[[ 55.2]
 [-80.8]]",-58
30,[[5.7 3. ]],1,[5.7 3. ],[[14.24]],"[[ 55.2]
 [-80.8]]",-58
31,[[6.9 3.1]],1,[6.9 3.1],[[72.4]],"[[ 55.2]
 [-80.8]]",-58
32,[[6.8 2.8]],1,[6.8 2.8],[[91.12]],"[[ 55.2]
 [-80.8]]",-58
33,[[5.2 4.1]],-1,[5.2 4.1],[[102.24]],"[[ 55.2]
 [-80.8]]",-58
34,[[5.8 2.7]],1,[5.8 2.7],[[44.]],"[[ 55.2]
 [-80.8]]",-58
35,[[4.3 3. ]],-1,[4.3 3. ],[[63.04]],"[[ 55.2]
 [-80.8]]",-58
36,[[4.8 3.4]],-1,[4.8 3.4],[[67.76]],"[[ 55.2]
 [-80.8]]",-58
37,[[5.2 2.7]],1,[5.2 2.7],[[10.88]],"[[ 55.2]
 [-80.8]]",-58
38,[[4.8 3. ]],-1,[4.8 3. ],[[35.44]],"[[ 55.2]
 [-80.8]]",-58
39,[[4.9 3.1]],-1,[4.9 3.1],[[38.]],"[[ 55.2]
 [-80.8]]",-58
40,[[7.9 3.8]],1,[7.9 3.8],[[71.04]],"[[ 55.2]
 [-80.8]]",-58
41,[[5.  2.3]],1,[5.  2.3],[[32.16]],"[[ 55.2]
 [-80.8]]",-58
42,[[4.6 3.2]],-1,[4.6 3.2],[[62.64]],"[[ 55.2]
 [-80.8]]",-58
43,[[6.5 3. ]],1,[6.5 3. ],[[58.4]],"[[ 55.2]
 [-80.8]]",-58
44,[[4.9 3.1]],-1,[4.9 3.1],[[38.]],"[[ 55.2]
 [-80.8]]",-58
45,[[6.  2.2]],1,[6.  2.2],[[95.44]],"[[ 55.2]
 [-80.8]]",-58
46,[[5.5 2.6]],1,[5.5 2.6],[[35.52]],"[[ 55.2]
 [-80.8]]",-58
47,[[5.8 4. ]],-1,[5.8 4. ],[[61.04]],"[[ 55.2]
 [-80.8]]",-58
48,[[5.4 3.9]],-1,[5.4 3.9],[[75.04]],"[[ 55.2]
 [-80.8]]",-58
49,[[6.4 2.7]],1,[6.4 2.7],[[77.12]],"[[ 55.2]
 [-80.8]]",-58
50,[[6.  3.4]],1,[6.  3.4],[[-1.52]],"[[ 61.2]
 [-77.4]]",-57
51,[[5.5 2.5]],1,[5.5 2.5],[[86.1]],"[[ 61.2]
 [-77.4]]",-57
52,[[5.5 4.2]],-1,[5.5 4.2],[[45.48]],"[[ 61.2]
 [-77.4]]",-57
53,[[4.7 3.2]],-1,[4.7 3.2],[[17.04]],"[[ 61.2]
 [-77.4]]",-57
54,[[6.9 3.2]],1,[6.9 3.2],[[117.6]],"[[ 61.2]
 [-77.4]]",-57
55,[[6.  2.9]],1,[6.  2.9],[[85.74]],"[[ 61.2]
 [-77.4]]",-57
56,[[6.1 3. ]],1,[6.1 3. ],[[84.12]],"[[ 61.2]
 [-77.4]]",-57
57,[[4.6 3.1]],-1,[4.6 3.1],[[15.42]],"[[ 61.2]
 [-77.4]]",-57
58,[[5.7 2.8]],1,[5.7 2.8],[[75.12]],"[[ 61.2]
 [-77.4]]",-57
59,[[6. 3.]],1,[6. 3.],[[78.]],"[[ 61.2]
 [-77.4]]",-57
60,[[5.8 2.7]],1,[5.8 2.7],[[88.98]],"[[ 61.2]
 [-77.4]]",-57
61,[[4.8 3.4]],-1,[4.8 3.4],[[26.4]],"[[ 61.2]
 [-77.4]]",-57
62,[[6.  2.2]],1,[6.  2.2],[[139.92]],"[[ 61.2]
 [-77.4]]",-57
63,[[6.4 3.1]],1,[6.4 3.1],[[94.74]],"[[ 61.2]
 [-77.4]]",-57
64,[[6.7 2.5]],1,[6.7 2.5],[[159.54]],"[[ 61.2]
 [-77.4]]",-57
65,[[6.3 3.3]],1,[6.3 3.3],[[73.14]],"[[ 61.2]
 [-77.4]]",-57
66,[[6.8 3.2]],1,[6.8 3.2],[[111.48]],"[[ 61.2]
 [-77.4]]",-57
67,[[5.7 3.8]],-1,[5.7 3.8],[[2.28]],"[[ 61.2]
 [-77.4]]",-57
68,[[5.1 3.8]],-1,[5.1 3.8],[[39.]],"[[ 61.2]
 [-77.4]]",-57
69,[[6.  2.7]],1,[6.  2.7],[[101.22]],"[[ 61.2]
 [-77.4]]",-57
70,[[7.7 2.8]],1,[7.7 2.8],[[197.52]],"[[ 61.2]
 [-77.4]]",-57
71,[[4.4 3. ]],-1,[4.4 3. ],[[19.92]],"[[ 61.2]
 [-77.4]]",-57
72,[[6.2 2.2]],1,[6.2 2.2],[[152.16]],"[[ 61.2]
 [-77.4]]",-57
73,[[4.7 3.2]],-1,[4.7 3.2],[[17.04]],"[[ 61.2]
 [-77.4]]",-57
74,[[5.4 3.4]],-1,[5.4 3.4],[[-10.32]],"[[ 55.8]
 [-80.8]]",-58
75,[[6.7 3.1]],1,[6.7 3.1],[[65.38]],"[[ 55.8]
 [-80.8]]",-58
76,[[6.4 3.2]],1,[6.4 3.2],[[40.56]],"[[ 55.8]
 [-80.8]]",-58
77,[[7.6 3. ]],1,[7.6 3. ],[[123.68]],"[[ 55.8]
 [-80.8]]",-58
78,[[5.5 3.5]],-1,[5.5 3.5],[[33.9]],"[[ 55.8]
 [-80.8]]",-58
79,[[6.5 3.2]],1,[6.5 3.2],[[46.14]],"[[ 55.8]
 [-80.8]]",-58
80,[[5.  3.6]],-1,[5.  3.6],[[69.88]],"[[ 55.8]
 [-80.8]]",-58
81,[[6.9 3.1]],1,[6.9 3.1],[[76.54]],"[[ 55.8]
 [-80.8]]",-58
82,[[5.1 3.5]],-1,[5.1 3.5],[[56.22]],"[[ 55.8]
 [-80.8]]",-58
83,[[6.6 2.9]],1,[6.6 2.9],[[75.96]],"[[ 55.8]
 [-80.8]]",-58
84,[[5.4 3.9]],-1,[5.4 3.9],[[71.8]],"[[ 55.8]
 [-80.8]]",-58
85,[[6.3 2.9]],1,[6.3 2.9],[[59.22]],"[[ 55.8]
 [-80.8]]",-58
86,[[7.2 3. ]],1,[7.2 3. ],[[101.36]],"[[ 55.8]
 [-80.8]]",-58
87,[[4.5 2.3]],-1,[4.5 2.3],[[-7.26]],"[[ 51.3]
 [-83.1]]",-59
