,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[43.52]],"[[ 24.2]
 [-35.9]]",-6
1,[[5.9 3. ]],1,[5.9 3. ],[[29.08]],"[[ 24.2]
 [-35.9]]",-6
2,[[6.7 3.3]],1,[6.7 3.3],[[37.67]],"[[ 24.2]
 [-35.9]]",-6
3,[[7.7 3.8]],1,[7.7 3.8],[[43.92]],"[[ 24.2]
 [-35.9]]",-6
4,[[5.4 3.4]],-1,[5.4 3.4],[[-2.62]],"[[ 18.8]
 [-39.3]]",-7
5,[[6.3 2.5]],1,[6.3 2.5],[[13.19]],"[[ 18.8]
 [-39.3]]",-7
6,[[5.  3.2]],-1,[5.  3.2],[[38.76]],"[[ 18.8]
 [-39.3]]",-7
7,[[4.6 3.4]],-1,[4.6 3.4],[[54.14]],"[[ 18.8]
 [-39.3]]",-7
8,[[5.7 4.4]],-1,[5.7 4.4],[[72.76]],"[[ 18.8]
 [-39.3]]",-7
9,[[5.2 3.4]],-1,[5.2 3.4],[[42.86]],"[[ 18.8]
 [-39.3]]",-7
10,[[6.2 2.9]],1,[6.2 2.9],[[-4.41]],"[[ 25. ]
 [-36.4]]",-6
11,[[6.3 3.3]],1,[6.3 3.3],[[31.38]],"[[ 25. ]
 [-36.4]]",-6
12,[[5.5 2.4]],1,[5.5 2.4],[[44.14]],"[[ 25. ]
 [-36.4]]",-6
13,[[5.1 2.5]],1,[5.1 2.5],[[30.5]],"[[ 25. ]
 [-36.4]]",-6
14,[[5.9 3. ]],1,[5.9 3. ],[[32.3]],"[[ 25. ]
 [-36.4]]",-6
15,[[5. 2.]],1,[5. 2.],[[46.2]],"[[ 25. ]
 [-36.4]]",-6
16,[[6.5 3. ]],1,[6.5 3. ],[[47.3]],"[[ 25. ]
 [-36.4]]",-6
17,[[6.5 3. ]],1,[6.5 3. ],[[47.3]],"[[ 25. ]
 [-36.4]]",-6
18,[[6.9 3.1]],1,[6.9 3.1],[[53.66]],"[[ 25. ]
 [-36.4]]",-6
19,[[4.6 3.6]],-1,[4.6 3.6],[[22.04]],"[[ 25. ]
 [-36.4]]",-6
20,[[6.6 3. ]],1,[6.6 3. ],[[49.8]],"[[ 25. ]
 [-36.4]]",-6
21,[[4.9 3.1]],-1,[4.9 3.1],[[-3.66]],"[[ 20.1]
 [-39.5]]",-7
22,[[6.7 3. ]],1,[6.7 3. ],[[9.17]],"[[ 20.1]
 [-39.5]]",-7
23,[[6.7 3. ]],1,[6.7 3. ],[[9.17]],"[[ 20.1]
 [-39.5]]",-7
24,[[5.6 2.9]],1,[5.6 2.9],[[-8.99]],"[[ 25.7]
 [-36.6]]",-6
25,[[6.3 3.4]],1,[6.3 3.4],[[31.47]],"[[ 25.7]
 [-36.6]]",-6
26,[[5.6 2.7]],1,[5.6 2.7],[[39.1]],"[[ 25.7]
 [-36.6]]",-6
27,[[6.1 3. ]],1,[6.1 3. ],[[40.97]],"[[ 25.7]
 [-36.6]]",-6
28,[[6.3 2.3]],1,[6.3 2.3],[[71.73]],"[[ 25.7]
 [-36.6]]",-6
29,[[5.8 2.6]],1,[5.8 2.6],[[47.9]],"[[ 25.7]
 [-36.6]]",-6
30,[[5.7 3. ]],1,[5.7 3. ],[[30.69]],"[[ 25.7]
 [-36.6]]",-6
31,[[6.9 3.1]],1,[6.9 3.1],[[57.87]],"[[ 25.7]
 [-36.6]]",-6
32,[[6.8 2.8]],1,[6.8 2.8],[[66.28]],"[[ 25.7]
 [-36.6]]",-6
33,[[5.2 4.1]],-1,[5.2 4.1],[[22.42]],"[[ 25.7]
 [-36.6]]",-6
34,[[5.8 2.7]],1,[5.8 2.7],[[44.24]],"[[ 25.7]
 [-36.6]]",-6
35,[[4.3 3. ]],-1,[4.3 3. ],[[5.29]],"[[ 25.7]
 [-36.6]]",-6
36,[[4.8 3.4]],-1,[4.8 3.4],[[7.08]],"[[ 25.7]
 [-36.6]]",-6
37,[[5.2 2.7]],1,[5.2 2.7],[[28.82]],"[[ 25.7]
 [-36.6]]",-6
38,[[4.8 3. ]],-1,[4.8 3. ],[[-7.56]],"[[ 20.9]
 [-39.6]]",-7
39,[[4.9 3.1]],-1,[4.9 3.1],[[27.35]],"[[ 20.9]
 [-39.6]]",-7
40,[[7.9 3.8]],1,[7.9 3.8],[[7.63]],"[[ 20.9]
 [-39.6]]",-7
41,[[5.  2.3]],1,[5.  2.3],[[6.42]],"[[ 20.9]
 [-39.6]]",-7
42,[[4.6 3.2]],-1,[4.6 3.2],[[37.58]],"[[ 20.9]
 [-39.6]]",-7
43,[[6.5 3. ]],1,[6.5 3. ],[[10.05]],"[[ 20.9]
 [-39.6]]",-7
44,[[4.9 3.1]],-1,[4.9 3.1],[[27.35]],"[[ 20.9]
 [-39.6]]",-7
45,[[6.  2.2]],1,[6.  2.2],[[31.28]],"[[ 20.9]
 [-39.6]]",-7
46,[[5.5 2.6]],1,[5.5 2.6],[[4.99]],"[[ 20.9]
 [-39.6]]",-7
47,[[5.8 4. ]],-1,[5.8 4. ],[[44.18]],"[[ 20.9]
 [-39.6]]",-7
48,[[5.4 3.9]],-1,[5.4 3.9],[[48.58]],"[[ 20.9]
 [-39.6]]",-7
49,[[6.4 2.7]],1,[6.4 2.7],[[19.84]],"[[ 20.9]
 [-39.6]]",-7
50,[[6.  3.4]],1,[6.  3.4],[[-16.24]],"[[ 26.9]
 [-36.2]]",-6
51,[[5.5 2.5]],1,[5.5 2.5],[[51.45]],"[[ 26.9]
 [-36.2]]",-6
52,[[5.5 4.2]],-1,[5.5 4.2],[[10.09]],"[[ 26.9]
 [-36.2]]",-6
53,[[4.7 3.2]],-1,[4.7 3.2],[[-4.59]],"[[ 22.2]
 [-39.4]]",-7
54,[[6.9 3.2]],1,[6.9 3.2],[[20.1]],"[[ 22.2]
 [-39.4]]",-7
55,[[6.  2.9]],1,[6.  2.9],[[11.94]],"[[ 22.2]
 [-39.4]]",-7
56,[[6.1 3. ]],1,[6.1 3. ],[[10.22]],"[[ 22.2]
 [-39.4]]",-7
