,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[48.32]],"[[ 56.2]
 [-82.9]]",-68
1,[[5.9 3. ]],1,[5.9 3. ],[[14.88]],"[[ 56.2]
 [-82.9]]",-68
2,[[6.7 3.3]],1,[6.7 3.3],[[34.97]],"[[ 56.2]
 [-82.9]]",-68
3,[[7.7 3.8]],1,[7.7 3.8],[[49.72]],"[[ 56.2]
 [-82.9]]",-68
4,[[5.4 3.4]],-1,[5.4 3.4],[[46.38]],"[[ 56.2]
 [-82.9]]",-68
5,[[6.3 2.5]],1,[6.3 2.5],[[78.81]],"[[ 56.2]
 [-82.9]]",-68
6,[[5.  3.2]],-1,[5.  3.2],[[52.28]],"[[ 56.2]
 [-82.9]]",-68
7,[[4.6 3.4]],-1,[4.6 3.4],[[91.34]],"[[ 56.2]
 [-82.9]]",-68
8,[[5.7 4.4]],-1,[5.7 4.4],[[112.42]],"[[ 56.2]
 [-82.9]]",-68
9,[[5.2 3.4]],-1,[5.2 3.4],[[57.62]],"[[ 56.2]
 [-82.9]]",-68
10,[[6.2 2.9]],1,[6.2 2.9],[[40.03]],"[[ 56.2]
 [-82.9]]",-68
11,[[6.3 3.3]],1,[6.3 3.3],[[12.49]],"[[ 56.2]
 [-82.9]]",-68
12,[[5.5 2.4]],1,[5.5 2.4],[[42.14]],"[[ 56.2]
 [-82.9]]",-68
13,[[5.1 2.5]],1,[5.1 2.5],[[11.37]],"[[ 56.2]
 [-82.9]]",-68
14,[[5.9 3. ]],1,[5.9 3. ],[[14.88]],"[[ 56.2]
 [-82.9]]",-68
15,[[5. 2.]],1,[5. 2.],[[47.2]],"[[ 56.2]
 [-82.9]]",-68
16,[[6.5 3. ]],1,[6.5 3. ],[[48.6]],"[[ 56.2]
 [-82.9]]",-68
17,[[6.5 3. ]],1,[6.5 3. ],[[48.6]],"[[ 56.2]
 [-82.9]]",-68
18,[[6.9 3.1]],1,[6.9 3.1],[[62.79]],"[[ 56.2]
 [-82.9]]",-68
19,[[4.6 3.6]],-1,[4.6 3.6],[[107.92]],"[[ 56.2]
 [-82.9]]",-68
20,[[6.6 3. ]],1,[6.6 3. ],[[54.22]],"[[ 56.2]
 [-82.9]]",-68
21,[[4.9 3.1]],-1,[4.9 3.1],[[49.61]],"[[ 56.2]
 [-82.9]]",-68
22,[[6.7 3. ]],1,[6.7 3. ],[[59.84]],"[[ 56.2]
 [-82.9]]",-68
23,[[6.7 3. ]],1,[6.7 3. ],[[59.84]],"[[ 56.2]
 [-82.9]]",-68
24,[[5.6 2.9]],1,[5.6 2.9],[[6.31]],"[[ 56.2]
 [-82.9]]",-68
25,[[6.3 3.4]],1,[6.3 3.4],[[4.2]],"[[ 56.2]
 [-82.9]]",-68
26,[[5.6 2.7]],1,[5.6 2.7],[[22.89]],"[[ 56.2]
 [-82.9]]",-68
27,[[6.1 3. ]],1,[6.1 3. ],[[26.12]],"[[ 56.2]
 [-82.9]]",-68
28,[[6.3 2.3]],1,[6.3 2.3],[[95.39]],"[[ 56.2]
 [-82.9]]",-68
29,[[5.8 2.6]],1,[5.8 2.6],[[42.42]],"[[ 56.2]
 [-82.9]]",-68
30,[[5.7 3. ]],1,[5.7 3. ],[[3.64]],"[[ 56.2]
 [-82.9]]",-68
31,[[6.9 3.1]],1,[6.9 3.1],[[62.79]],"[[ 56.2]
 [-82.9]]",-68
32,[[6.8 2.8]],1,[6.8 2.8],[[82.04]],"[[ 56.2]
 [-82.9]]",-68
33,[[5.2 4.1]],-1,[5.2 4.1],[[115.65]],"[[ 56.2]
 [-82.9]]",-68
34,[[5.8 2.7]],1,[5.8 2.7],[[34.13]],"[[ 56.2]
 [-82.9]]",-68
35,[[4.3 3. ]],-1,[4.3 3. ],[[75.04]],"[[ 56.2]
 [-82.9]]",-68
36,[[4.8 3.4]],-1,[4.8 3.4],[[80.1]],"[[ 56.2]
 [-82.9]]",-68
37,[[5.2 2.7]],1,[5.2 2.7],[[0.41]],"[[ 56.2]
 [-82.9]]",-68
38,[[4.8 3. ]],-1,[4.8 3. ],[[46.94]],"[[ 56.2]
 [-82.9]]",-68
39,[[4.9 3.1]],-1,[4.9 3.1],[[49.61]],"[[ 56.2]
 [-82.9]]",-68
40,[[7.9 3.8]],1,[7.9 3.8],[[60.96]],"[[ 56.2]
 [-82.9]]",-68
41,[[5.  2.3]],1,[5.  2.3],[[22.33]],"[[ 56.2]
 [-82.9]]",-68
42,[[4.6 3.2]],-1,[4.6 3.2],[[74.76]],"[[ 56.2]
 [-82.9]]",-68
43,[[6.5 3. ]],1,[6.5 3. ],[[48.6]],"[[ 56.2]
 [-82.9]]",-68
44,[[4.9 3.1]],-1,[4.9 3.1],[[49.61]],"[[ 56.2]
 [-82.9]]",-68
45,[[6.  2.2]],1,[6.  2.2],[[86.82]],"[[ 56.2]
 [-82.9]]",-68
46,[[5.5 2.6]],1,[5.5 2.6],[[25.56]],"[[ 56.2]
 [-82.9]]",-68
47,[[5.8 4. ]],-1,[5.8 4. ],[[73.64]],"[[ 56.2]
 [-82.9]]",-68
48,[[5.4 3.9]],-1,[5.4 3.9],[[87.83]],"[[ 56.2]
 [-82.9]]",-68
49,[[6.4 2.7]],1,[6.4 2.7],[[67.85]],"[[ 56.2]
 [-82.9]]",-68
50,[[6.  3.4]],1,[6.  3.4],[[-12.66]],"[[ 62.2]
 [-79.5]]",-67
51,[[5.5 2.5]],1,[5.5 2.5],[[76.35]],"[[ 62.2]
 [-79.5]]",-67
52,[[5.5 4.2]],-1,[5.5 4.2],[[58.8]],"[[ 62.2]
 [-79.5]]",-67
53,[[4.7 3.2]],-1,[4.7 3.2],[[29.06]],"[[ 62.2]
 [-79.5]]",-67
54,[[6.9 3.2]],1,[6.9 3.2],[[107.78]],"[[ 62.2]
 [-79.5]]",-67
55,[[6.  2.9]],1,[6.  2.9],[[75.65]],"[[ 62.2]
 [-79.5]]",-67
56,[[6.1 3. ]],1,[6.1 3. ],[[73.92]],"[[ 62.2]
 [-79.5]]",-67
57,[[4.6 3.1]],-1,[4.6 3.1],[[27.33]],"[[ 62.2]
 [-79.5]]",-67
58,[[5.7 2.8]],1,[5.7 2.8],[[64.94]],"[[ 62.2]
 [-79.5]]",-67
59,[[6. 3.]],1,[6. 3.],[[67.7]],"[[ 62.2]
 [-79.5]]",-67
60,[[5.8 2.7]],1,[5.8 2.7],[[79.11]],"[[ 62.2]
 [-79.5]]",-67
61,[[4.8 3.4]],-1,[4.8 3.4],[[38.74]],"[[ 62.2]
 [-79.5]]",-67
62,[[6.  2.2]],1,[6.  2.2],[[131.3]],"[[ 62.2]
 [-79.5]]",-67
63,[[6.4 3.1]],1,[6.4 3.1],[[84.63]],"[[ 62.2]
 [-79.5]]",-67
64,[[6.7 2.5]],1,[6.7 2.5],[[150.99]],"[[ 62.2]
 [-79.5]]",-67
65,[[6.3 3.3]],1,[6.3 3.3],[[62.51]],"[[ 62.2]
 [-79.5]]",-67
66,[[6.8 3.2]],1,[6.8 3.2],[[101.56]],"[[ 62.2]
 [-79.5]]",-67
67,[[5.7 3.8]],-1,[5.7 3.8],[[14.56]],"[[ 62.2]
 [-79.5]]",-67
68,[[5.1 3.8]],-1,[5.1 3.8],[[51.88]],"[[ 62.2]
 [-79.5]]",-67
69,[[6.  2.7]],1,[6.  2.7],[[91.55]],"[[ 62.2]
 [-79.5]]",-67
70,[[7.7 2.8]],1,[7.7 2.8],[[189.34]],"[[ 62.2]
 [-79.5]]",-67
71,[[4.4 3. ]],-1,[4.4 3. ],[[31.82]],"[[ 62.2]
 [-79.5]]",-67
72,[[6.2 2.2]],1,[6.2 2.2],[[143.74]],"[[ 62.2]
 [-79.5]]",-67
73,[[4.7 3.2]],-1,[4.7 3.2],[[29.06]],"[[ 62.2]
 [-79.5]]",-67
74,[[5.4 3.4]],-1,[5.4 3.4],[[1.42]],"[[ 62.2]
 [-79.5]]",-67
75,[[6.7 3.1]],1,[6.7 3.1],[[103.29]],"[[ 62.2]
 [-79.5]]",-67
76,[[6.4 3.2]],1,[6.4 3.2],[[76.68]],"[[ 62.2]
 [-79.5]]",-67
77,[[7.6 3. ]],1,[7.6 3. ],[[167.22]],"[[ 62.2]
 [-79.5]]",-67
78,[[5.5 3.5]],-1,[5.5 3.5],[[3.15]],"[[ 62.2]
 [-79.5]]",-67
79,[[6.5 3.2]],1,[6.5 3.2],[[82.9]],"[[ 62.2]
 [-79.5]]",-67
80,[[5.  3.6]],-1,[5.  3.6],[[42.2]],"[[ 62.2]
 [-79.5]]",-67
81,[[6.9 3.1]],1,[6.9 3.1],[[115.73]],"[[ 62.2]
 [-79.5]]",-67
82,[[5.1 3.5]],-1,[5.1 3.5],[[28.03]],"[[ 62.2]
 [-79.5]]",-67
83,[[6.6 2.9]],1,[6.6 2.9],[[112.97]],"[[ 62.2]
 [-79.5]]",-67
84,[[5.4 3.9]],-1,[5.4 3.9],[[41.17]],"[[ 62.2]
 [-79.5]]",-67
85,[[6.3 2.9]],1,[6.3 2.9],[[94.31]],"[[ 62.2]
 [-79.5]]",-67
86,[[7.2 3. ]],1,[7.2 3. ],[[142.34]],"[[ 62.2]
 [-79.5]]",-67
87,[[4.5 2.3]],-1,[4.5 2.3],[[-30.05]],"[[ 57.7]
 [-81.8]]",-68
