,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[54.88]],"[[ 60.4]
 [-84.5]]",-83
1,[[5.9 3. ]],1,[5.9 3. ],[[19.86]],"[[ 60.4]
 [-84.5]]",-83
2,[[6.7 3.3]],1,[6.7 3.3],[[42.83]],"[[ 60.4]
 [-84.5]]",-83
3,[[7.7 3.8]],1,[7.7 3.8],[[60.98]],"[[ 60.4]
 [-84.5]]",-83
4,[[5.4 3.4]],-1,[5.4 3.4],[[44.14]],"[[ 60.4]
 [-84.5]]",-83
5,[[6.3 2.5]],1,[6.3 2.5],[[86.27]],"[[ 60.4]
 [-84.5]]",-83
6,[[5.  3.2]],-1,[5.  3.2],[[51.4]],"[[ 60.4]
 [-84.5]]",-83
7,[[4.6 3.4]],-1,[4.6 3.4],[[92.46]],"[[ 60.4]
 [-84.5]]",-83
8,[[5.7 4.4]],-1,[5.7 4.4],[[110.52]],"[[ 60.4]
 [-84.5]]",-83
9,[[5.2 3.4]],-1,[5.2 3.4],[[56.22]],"[[ 60.4]
 [-84.5]]",-83
10,[[6.2 2.9]],1,[6.2 2.9],[[46.43]],"[[ 60.4]
 [-84.5]]",-83
11,[[6.3 3.3]],1,[6.3 3.3],[[18.67]],"[[ 60.4]
 [-84.5]]",-83
12,[[5.5 2.4]],1,[5.5 2.4],[[46.4]],"[[ 60.4]
 [-84.5]]",-83
13,[[5.1 2.5]],1,[5.1 2.5],[[13.79]],"[[ 60.4]
 [-84.5]]",-83
14,[[5.9 3. ]],1,[5.9 3. ],[[19.86]],"[[ 60.4]
 [-84.5]]",-83
15,[[5. 2.]],1,[5. 2.],[[50.]],"[[ 60.4]
 [-84.5]]",-83
16,[[6.5 3. ]],1,[6.5 3. ],[[56.1]],"[[ 60.4]
 [-84.5]]",-83
17,[[6.5 3. ]],1,[6.5 3. ],[[56.1]],"[[ 60.4]
 [-84.5]]",-83
