,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[83.66]],"[[ 60.7]
 [-80.6]]",-67
1,[[5.9 3. ]],1,[5.9 3. ],[[49.33]],"[[ 60.7]
 [-80.6]]",-67
2,[[6.7 3.3]],1,[6.7 3.3],[[73.71]],"[[ 60.7]
 [-80.6]]",-67
3,[[7.7 3.8]],1,[7.7 3.8],[[94.11]],"[[ 60.7]
 [-80.6]]",-67
4,[[5.4 3.4]],-1,[5.4 3.4],[[13.26]],"[[ 60.7]
 [-80.6]]",-67
5,[[6.3 2.5]],1,[6.3 2.5],[[113.91]],"[[ 60.7]
 [-80.6]]",-67
6,[[5.  3.2]],-1,[5.  3.2],[[21.42]],"[[ 60.7]
 [-80.6]]",-67
7,[[4.6 3.4]],-1,[4.6 3.4],[[61.82]],"[[ 60.7]
 [-80.6]]",-67
8,[[5.7 4.4]],-1,[5.7 4.4],[[75.65]],"[[ 60.7]
 [-80.6]]",-67
9,[[5.2 3.4]],-1,[5.2 3.4],[[25.4]],"[[ 60.7]
 [-80.6]]",-67
10,[[6.2 2.9]],1,[6.2 2.9],[[75.6]],"[[ 60.7]
 [-80.6]]",-67
11,[[6.3 3.3]],1,[6.3 3.3],[[49.43]],"[[ 60.7]
 [-80.6]]",-67
12,[[5.5 2.4]],1,[5.5 2.4],[[73.41]],"[[ 60.7]
 [-80.6]]",-67
13,[[5.1 2.5]],1,[5.1 2.5],[[41.07]],"[[ 60.7]
 [-80.6]]",-67
14,[[5.9 3. ]],1,[5.9 3. ],[[49.33]],"[[ 60.7]
 [-80.6]]",-67
15,[[5. 2.]],1,[5. 2.],[[75.3]],"[[ 60.7]
 [-80.6]]",-67
16,[[6.5 3. ]],1,[6.5 3. ],[[85.75]],"[[ 60.7]
 [-80.6]]",-67
17,[[6.5 3. ]],1,[6.5 3. ],[[85.75]],"[[ 60.7]
 [-80.6]]",-67
18,[[6.9 3.1]],1,[6.9 3.1],[[101.97]],"[[ 60.7]
 [-80.6]]",-67
19,[[4.6 3.6]],-1,[4.6 3.6],[[77.94]],"[[ 60.7]
 [-80.6]]",-67
20,[[6.6 3. ]],1,[6.6 3. ],[[91.82]],"[[ 60.7]
 [-80.6]]",-67
21,[[4.9 3.1]],-1,[4.9 3.1],[[19.43]],"[[ 60.7]
 [-80.6]]",-67
22,[[6.7 3. ]],1,[6.7 3. ],[[97.89]],"[[ 60.7]
 [-80.6]]",-67
23,[[6.7 3. ]],1,[6.7 3. ],[[97.89]],"[[ 60.7]
 [-80.6]]",-67
24,[[5.6 2.9]],1,[5.6 2.9],[[39.18]],"[[ 60.7]
 [-80.6]]",-67
25,[[6.3 3.4]],1,[6.3 3.4],[[41.37]],"[[ 60.7]
 [-80.6]]",-67
26,[[5.6 2.7]],1,[5.6 2.7],[[55.3]],"[[ 60.7]
 [-80.6]]",-67
27,[[6.1 3. ]],1,[6.1 3. ],[[61.47]],"[[ 60.7]
 [-80.6]]",-67
28,[[6.3 2.3]],1,[6.3 2.3],[[130.03]],"[[ 60.7]
 [-80.6]]",-67
29,[[5.8 2.6]],1,[5.8 2.6],[[75.5]],"[[ 60.7]
 [-80.6]]",-67
30,[[5.7 3. ]],1,[5.7 3. ],[[37.19]],"[[ 60.7]
 [-80.6]]",-67
