,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[63.68]],"[[ 39.6]
 [-57.8]]",-20
1,[[5.9 3. ]],1,[5.9 3. ],[[40.24]],"[[ 39.6]
 [-57.8]]",-20
2,[[6.7 3.3]],1,[6.7 3.3],[[54.58]],"[[ 39.6]
 [-57.8]]",-20
3,[[7.7 3.8]],1,[7.7 3.8],[[65.28]],"[[ 39.6]
 [-57.8]]",-20
4,[[5.4 3.4]],-1,[5.4 3.4],[[2.68]],"[[ 39.6]
 [-57.8]]",-20
5,[[6.3 2.5]],1,[6.3 2.5],[[84.98]],"[[ 39.6]
 [-57.8]]",-20
6,[[5.  3.2]],-1,[5.  3.2],[[6.96]],"[[ 39.6]
 [-57.8]]",-20
7,[[4.6 3.4]],-1,[4.6 3.4],[[34.36]],"[[ 39.6]
 [-57.8]]",-20
8,[[5.7 4.4]],-1,[5.7 4.4],[[48.6]],"[[ 39.6]
 [-57.8]]",-20
9,[[5.2 3.4]],-1,[5.2 3.4],[[10.6]],"[[ 39.6]
 [-57.8]]",-20
10,[[6.2 2.9]],1,[6.2 2.9],[[57.9]],"[[ 39.6]
 [-57.8]]",-20
11,[[6.3 3.3]],1,[6.3 3.3],[[38.74]],"[[ 39.6]
 [-57.8]]",-20
12,[[5.5 2.4]],1,[5.5 2.4],[[59.08]],"[[ 39.6]
 [-57.8]]",-20
13,[[5.1 2.5]],1,[5.1 2.5],[[37.46]],"[[ 39.6]
 [-57.8]]",-20
14,[[5.9 3. ]],1,[5.9 3. ],[[40.24]],"[[ 39.6]
 [-57.8]]",-20
15,[[5. 2.]],1,[5. 2.],[[62.4]],"[[ 39.6]
 [-57.8]]",-20
16,[[6.5 3. ]],1,[6.5 3. ],[[64.]],"[[ 39.6]
 [-57.8]]",-20
17,[[6.5 3. ]],1,[6.5 3. ],[[64.]],"[[ 39.6]
 [-57.8]]",-20
18,[[6.9 3.1]],1,[6.9 3.1],[[74.06]],"[[ 39.6]
 [-57.8]]",-20
19,[[4.6 3.6]],-1,[4.6 3.6],[[45.92]],"[[ 39.6]
 [-57.8]]",-20
20,[[6.6 3. ]],1,[6.6 3. ],[[67.96]],"[[ 39.6]
 [-57.8]]",-20
21,[[4.9 3.1]],-1,[4.9 3.1],[[5.14]],"[[ 39.6]
 [-57.8]]",-20
22,[[6.7 3. ]],1,[6.7 3. ],[[71.92]],"[[ 39.6]
 [-57.8]]",-20
23,[[6.7 3. ]],1,[6.7 3. ],[[71.92]],"[[ 39.6]
 [-57.8]]",-20
24,[[5.6 2.9]],1,[5.6 2.9],[[34.14]],"[[ 39.6]
 [-57.8]]",-20
25,[[6.3 3.4]],1,[6.3 3.4],[[32.96]],"[[ 39.6]
 [-57.8]]",-20
26,[[5.6 2.7]],1,[5.6 2.7],[[45.7]],"[[ 39.6]
 [-57.8]]",-20
27,[[6.1 3. ]],1,[6.1 3. ],[[48.16]],"[[ 39.6]
 [-57.8]]",-20
28,[[6.3 2.3]],1,[6.3 2.3],[[96.54]],"[[ 39.6]
 [-57.8]]",-20
29,[[5.8 2.6]],1,[5.8 2.6],[[59.4]],"[[ 39.6]
 [-57.8]]",-20
30,[[5.7 3. ]],1,[5.7 3. ],[[32.32]],"[[ 39.6]
 [-57.8]]",-20
31,[[6.9 3.1]],1,[6.9 3.1],[[74.06]],"[[ 39.6]
 [-57.8]]",-20
32,[[6.8 2.8]],1,[6.8 2.8],[[87.44]],"[[ 39.6]
 [-57.8]]",-20
33,[[5.2 4.1]],-1,[5.2 4.1],[[51.06]],"[[ 39.6]
 [-57.8]]",-20
34,[[5.8 2.7]],1,[5.8 2.7],[[53.62]],"[[ 39.6]
 [-57.8]]",-20
35,[[4.3 3. ]],-1,[4.3 3. ],[[23.12]],"[[ 39.6]
 [-57.8]]",-20
36,[[4.8 3.4]],-1,[4.8 3.4],[[26.44]],"[[ 39.6]
 [-57.8]]",-20
37,[[5.2 2.7]],1,[5.2 2.7],[[29.86]],"[[ 39.6]
 [-57.8]]",-20
38,[[4.8 3. ]],-1,[4.8 3. ],[[3.32]],"[[ 39.6]
 [-57.8]]",-20
39,[[4.9 3.1]],-1,[4.9 3.1],[[5.14]],"[[ 39.6]
 [-57.8]]",-20
40,[[7.9 3.8]],1,[7.9 3.8],[[73.2]],"[[ 39.6]
 [-57.8]]",-20
41,[[5.  2.3]],1,[5.  2.3],[[45.06]],"[[ 39.6]
 [-57.8]]",-20
42,[[4.6 3.2]],-1,[4.6 3.2],[[22.8]],"[[ 39.6]
 [-57.8]]",-20
43,[[6.5 3. ]],1,[6.5 3. ],[[64.]],"[[ 39.6]
 [-57.8]]",-20
44,[[4.9 3.1]],-1,[4.9 3.1],[[5.14]],"[[ 39.6]
 [-57.8]]",-20
45,[[6.  2.2]],1,[6.  2.2],[[90.44]],"[[ 39.6]
 [-57.8]]",-20
46,[[5.5 2.6]],1,[5.5 2.6],[[47.52]],"[[ 39.6]
 [-57.8]]",-20
47,[[5.8 4. ]],-1,[5.8 4. ],[[21.52]],"[[ 39.6]
 [-57.8]]",-20
48,[[5.4 3.9]],-1,[5.4 3.9],[[31.58]],"[[ 39.6]
 [-57.8]]",-20
49,[[6.4 2.7]],1,[6.4 2.7],[[77.38]],"[[ 39.6]
 [-57.8]]",-20
50,[[6.  3.4]],1,[6.  3.4],[[21.08]],"[[ 39.6]
 [-57.8]]",-20
51,[[5.5 2.5]],1,[5.5 2.5],[[53.3]],"[[ 39.6]
 [-57.8]]",-20
52,[[5.5 4.2]],-1,[5.5 4.2],[[44.96]],"[[ 39.6]
 [-57.8]]",-20
53,[[4.7 3.2]],-1,[4.7 3.2],[[18.84]],"[[ 39.6]
 [-57.8]]",-20
54,[[6.9 3.2]],1,[6.9 3.2],[[68.28]],"[[ 39.6]
 [-57.8]]",-20
55,[[6.  2.9]],1,[6.  2.9],[[49.98]],"[[ 39.6]
 [-57.8]]",-20
56,[[6.1 3. ]],1,[6.1 3. ],[[48.16]],"[[ 39.6]
 [-57.8]]",-20
57,[[4.6 3.1]],-1,[4.6 3.1],[[17.02]],"[[ 39.6]
 [-57.8]]",-20
58,[[5.7 2.8]],1,[5.7 2.8],[[43.88]],"[[ 39.6]
 [-57.8]]",-20
59,[[6. 3.]],1,[6. 3.],[[44.2]],"[[ 39.6]
 [-57.8]]",-20
