,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[71.84]],"[[ 53. ]
 [-76.7]]",-42
1,[[5.9 3. ]],1,[5.9 3. ],[[40.6]],"[[ 53. ]
 [-76.7]]",-42
2,[[6.7 3.3]],1,[6.7 3.3],[[59.99]],"[[ 53. ]
 [-76.7]]",-42
3,[[7.7 3.8]],1,[7.7 3.8],[[74.64]],"[[ 53. ]
 [-76.7]]",-42
4,[[5.4 3.4]],-1,[5.4 3.4],[[16.58]],"[[ 53. ]
 [-76.7]]",-42
5,[[6.3 2.5]],1,[6.3 2.5],[[100.15]],"[[ 53. ]
 [-76.7]]",-42
6,[[5.  3.2]],-1,[5.  3.2],[[22.44]],"[[ 53. ]
 [-76.7]]",-42
7,[[4.6 3.4]],-1,[4.6 3.4],[[58.98]],"[[ 53. ]
 [-76.7]]",-42
8,[[5.7 4.4]],-1,[5.7 4.4],[[77.38]],"[[ 53. ]
 [-76.7]]",-42
9,[[5.2 3.4]],-1,[5.2 3.4],[[27.18]],"[[ 53. ]
 [-76.7]]",-42
10,[[6.2 2.9]],1,[6.2 2.9],[[64.17]],"[[ 53. ]
 [-76.7]]",-42
11,[[6.3 3.3]],1,[6.3 3.3],[[38.79]],"[[ 53. ]
 [-76.7]]",-42
12,[[5.5 2.4]],1,[5.5 2.4],[[65.42]],"[[ 53. ]
 [-76.7]]",-42
13,[[5.1 2.5]],1,[5.1 2.5],[[36.55]],"[[ 53. ]
 [-76.7]]",-42
14,[[5.9 3. ]],1,[5.9 3. ],[[40.6]],"[[ 53. ]
 [-76.7]]",-42
15,[[5. 2.]],1,[5. 2.],[[69.6]],"[[ 53. ]
 [-76.7]]",-42
16,[[6.5 3. ]],1,[6.5 3. ],[[72.4]],"[[ 53. ]
 [-76.7]]",-42
17,[[6.5 3. ]],1,[6.5 3. ],[[72.4]],"[[ 53. ]
 [-76.7]]",-42
18,[[6.9 3.1]],1,[6.9 3.1],[[85.93]],"[[ 53. ]
 [-76.7]]",-42
19,[[4.6 3.6]],-1,[4.6 3.6],[[74.32]],"[[ 53. ]
 [-76.7]]",-42
20,[[6.6 3. ]],1,[6.6 3. ],[[77.7]],"[[ 53. ]
 [-76.7]]",-42
21,[[4.9 3.1]],-1,[4.9 3.1],[[20.07]],"[[ 53. ]
 [-76.7]]",-42
22,[[6.7 3. ]],1,[6.7 3. ],[[83.]],"[[ 53. ]
 [-76.7]]",-42
23,[[6.7 3. ]],1,[6.7 3. ],[[83.]],"[[ 53. ]
 [-76.7]]",-42
24,[[5.6 2.9]],1,[5.6 2.9],[[32.37]],"[[ 53. ]
 [-76.7]]",-42
25,[[6.3 3.4]],1,[6.3 3.4],[[31.12]],"[[ 53. ]
 [-76.7]]",-42
26,[[5.6 2.7]],1,[5.6 2.7],[[47.71]],"[[ 53. ]
 [-76.7]]",-42
27,[[6.1 3. ]],1,[6.1 3. ],[[51.2]],"[[ 53. ]
 [-76.7]]",-42
28,[[6.3 2.3]],1,[6.3 2.3],[[115.49]],"[[ 53. ]
 [-76.7]]",-42
29,[[5.8 2.6]],1,[5.8 2.6],[[65.98]],"[[ 53. ]
 [-76.7]]",-42
30,[[5.7 3. ]],1,[5.7 3. ],[[30.]],"[[ 53. ]
 [-76.7]]",-42
31,[[6.9 3.1]],1,[6.9 3.1],[[85.93]],"[[ 53. ]
 [-76.7]]",-42
32,[[6.8 2.8]],1,[6.8 2.8],[[103.64]],"[[ 53. ]
 [-76.7]]",-42
33,[[5.2 4.1]],-1,[5.2 4.1],[[80.87]],"[[ 53. ]
 [-76.7]]",-42
34,[[5.8 2.7]],1,[5.8 2.7],[[58.31]],"[[ 53. ]
 [-76.7]]",-42
35,[[4.3 3. ]],-1,[4.3 3. ],[[44.2]],"[[ 53. ]
 [-76.7]]",-42
36,[[4.8 3.4]],-1,[4.8 3.4],[[48.38]],"[[ 53. ]
 [-76.7]]",-42
37,[[5.2 2.7]],1,[5.2 2.7],[[26.51]],"[[ 53. ]
 [-76.7]]",-42
38,[[4.8 3. ]],-1,[4.8 3. ],[[17.7]],"[[ 53. ]
 [-76.7]]",-42
39,[[4.9 3.1]],-1,[4.9 3.1],[[20.07]],"[[ 53. ]
 [-76.7]]",-42
40,[[7.9 3.8]],1,[7.9 3.8],[[85.24]],"[[ 53. ]
 [-76.7]]",-42
41,[[5.  2.3]],1,[5.  2.3],[[46.59]],"[[ 53. ]
 [-76.7]]",-42
42,[[4.6 3.2]],-1,[4.6 3.2],[[43.64]],"[[ 53. ]
 [-76.7]]",-42
43,[[6.5 3. ]],1,[6.5 3. ],[[72.4]],"[[ 53. ]
 [-76.7]]",-42
44,[[4.9 3.1]],-1,[4.9 3.1],[[20.07]],"[[ 53. ]
 [-76.7]]",-42
45,[[6.  2.2]],1,[6.  2.2],[[107.26]],"[[ 53. ]
 [-76.7]]",-42
46,[[5.5 2.6]],1,[5.5 2.6],[[50.08]],"[[ 53. ]
 [-76.7]]",-42
47,[[5.8 4. ]],-1,[5.8 4. ],[[41.4]],"[[ 53. ]
 [-76.7]]",-42
48,[[5.4 3.9]],-1,[5.4 3.9],[[54.93]],"[[ 53. ]
 [-76.7]]",-42
49,[[6.4 2.7]],1,[6.4 2.7],[[90.11]],"[[ 53. ]
 [-76.7]]",-42
50,[[6.  3.4]],1,[6.  3.4],[[15.22]],"[[ 53. ]
 [-76.7]]",-42
51,[[5.5 2.5]],1,[5.5 2.5],[[57.75]],"[[ 53. ]
 [-76.7]]",-42
52,[[5.5 4.2]],-1,[5.5 4.2],[[72.64]],"[[ 53. ]
 [-76.7]]",-42
53,[[4.7 3.2]],-1,[4.7 3.2],[[38.34]],"[[ 53. ]
 [-76.7]]",-42
54,[[6.9 3.2]],1,[6.9 3.2],[[78.26]],"[[ 53. ]
 [-76.7]]",-42
55,[[6.  2.9]],1,[6.  2.9],[[53.57]],"[[ 53. ]
 [-76.7]]",-42
56,[[6.1 3. ]],1,[6.1 3. ],[[51.2]],"[[ 53. ]
 [-76.7]]",-42
57,[[4.6 3.1]],-1,[4.6 3.1],[[35.97]],"[[ 53. ]
 [-76.7]]",-42
58,[[5.7 2.8]],1,[5.7 2.8],[[45.34]],"[[ 53. ]
 [-76.7]]",-42
59,[[6. 3.]],1,[6. 3.],[[45.9]],"[[ 53. ]
 [-76.7]]",-42
60,[[5.8 2.7]],1,[5.8 2.7],[[58.31]],"[[ 53. ]
 [-76.7]]",-42
61,[[4.8 3.4]],-1,[4.8 3.4],[[48.38]],"[[ 53. ]
 [-76.7]]",-42
62,[[6.  2.2]],1,[6.  2.2],[[107.26]],"[[ 53. ]
 [-76.7]]",-42
63,[[6.4 3.1]],1,[6.4 3.1],[[59.43]],"[[ 53. ]
 [-76.7]]",-42
64,[[6.7 2.5]],1,[6.7 2.5],[[121.35]],"[[ 53. ]
 [-76.7]]",-42
65,[[6.3 3.3]],1,[6.3 3.3],[[38.79]],"[[ 53. ]
 [-76.7]]",-42
