,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[64.52]],"[[ 40.6]
 [-59. ]]",-22
1,[[5.9 3. ]],1,[5.9 3. ],[[40.54]],"[[ 40.6]
 [-59. ]]",-22
2,[[6.7 3.3]],1,[6.7 3.3],[[55.32]],"[[ 40.6]
 [-59. ]]",-22
3,[[7.7 3.8]],1,[7.7 3.8],[[66.42]],"[[ 40.6]
 [-59. ]]",-22
4,[[5.4 3.4]],-1,[5.4 3.4],[[3.36]],"[[ 40.6]
 [-59. ]]",-22
5,[[6.3 2.5]],1,[6.3 2.5],[[86.28]],"[[ 40.6]
 [-59. ]]",-22
6,[[5.  3.2]],-1,[5.  3.2],[[7.8]],"[[ 40.6]
 [-59. ]]",-22
7,[[4.6 3.4]],-1,[4.6 3.4],[[35.84]],"[[ 40.6]
 [-59. ]]",-22
8,[[5.7 4.4]],-1,[5.7 4.4],[[50.18]],"[[ 40.6]
 [-59. ]]",-22
9,[[5.2 3.4]],-1,[5.2 3.4],[[11.48]],"[[ 40.6]
 [-59. ]]",-22
10,[[6.2 2.9]],1,[6.2 2.9],[[58.62]],"[[ 40.6]
 [-59. ]]",-22
11,[[6.3 3.3]],1,[6.3 3.3],[[39.08]],"[[ 40.6]
 [-59. ]]",-22
12,[[5.5 2.4]],1,[5.5 2.4],[[59.7]],"[[ 40.6]
 [-59. ]]",-22
13,[[5.1 2.5]],1,[5.1 2.5],[[37.56]],"[[ 40.6]
 [-59. ]]",-22
14,[[5.9 3. ]],1,[5.9 3. ],[[40.54]],"[[ 40.6]
 [-59. ]]",-22
15,[[5. 2.]],1,[5. 2.],[[63.]],"[[ 40.6]
 [-59. ]]",-22
16,[[6.5 3. ]],1,[6.5 3. ],[[64.9]],"[[ 40.6]
 [-59. ]]",-22
17,[[6.5 3. ]],1,[6.5 3. ],[[64.9]],"[[ 40.6]
 [-59. ]]",-22
18,[[6.9 3.1]],1,[6.9 3.1],[[75.24]],"[[ 40.6]
 [-59. ]]",-22
19,[[4.6 3.6]],-1,[4.6 3.6],[[47.64]],"[[ 40.6]
 [-59. ]]",-22
20,[[6.6 3. ]],1,[6.6 3. ],[[68.96]],"[[ 40.6]
 [-59. ]]",-22
21,[[4.9 3.1]],-1,[4.9 3.1],[[5.96]],"[[ 40.6]
 [-59. ]]",-22
22,[[6.7 3. ]],1,[6.7 3. ],[[73.02]],"[[ 40.6]
 [-59. ]]",-22
23,[[6.7 3. ]],1,[6.7 3. ],[[73.02]],"[[ 40.6]
 [-59. ]]",-22
24,[[5.6 2.9]],1,[5.6 2.9],[[34.26]],"[[ 40.6]
 [-59. ]]",-22
25,[[6.3 3.4]],1,[6.3 3.4],[[33.18]],"[[ 40.6]
 [-59. ]]",-22
26,[[5.6 2.7]],1,[5.6 2.7],[[46.06]],"[[ 40.6]
 [-59. ]]",-22
27,[[6.1 3. ]],1,[6.1 3. ],[[48.66]],"[[ 40.6]
 [-59. ]]",-22
28,[[6.3 2.3]],1,[6.3 2.3],[[98.08]],"[[ 40.6]
 [-59. ]]",-22
29,[[5.8 2.6]],1,[5.8 2.6],[[60.08]],"[[ 40.6]
 [-59. ]]",-22
30,[[5.7 3. ]],1,[5.7 3. ],[[32.42]],"[[ 40.6]
 [-59. ]]",-22
31,[[6.9 3.1]],1,[6.9 3.1],[[75.24]],"[[ 40.6]
 [-59. ]]",-22
32,[[6.8 2.8]],1,[6.8 2.8],[[88.88]],"[[ 40.6]
 [-59. ]]",-22
33,[[5.2 4.1]],-1,[5.2 4.1],[[52.78]],"[[ 40.6]
 [-59. ]]",-22
34,[[5.8 2.7]],1,[5.8 2.7],[[54.18]],"[[ 40.6]
 [-59. ]]",-22
35,[[4.3 3. ]],-1,[4.3 3. ],[[24.42]],"[[ 40.6]
 [-59. ]]",-22
36,[[4.8 3.4]],-1,[4.8 3.4],[[27.72]],"[[ 40.6]
 [-59. ]]",-22
37,[[5.2 2.7]],1,[5.2 2.7],[[29.82]],"[[ 40.6]
 [-59. ]]",-22
38,[[4.8 3. ]],-1,[4.8 3. ],[[4.12]],"[[ 40.6]
 [-59. ]]",-22
39,[[4.9 3.1]],-1,[4.9 3.1],[[5.96]],"[[ 40.6]
 [-59. ]]",-22
40,[[7.9 3.8]],1,[7.9 3.8],[[74.54]],"[[ 40.6]
 [-59. ]]",-22
41,[[5.  2.3]],1,[5.  2.3],[[45.3]],"[[ 40.6]
 [-59. ]]",-22
42,[[4.6 3.2]],-1,[4.6 3.2],[[24.04]],"[[ 40.6]
 [-59. ]]",-22
43,[[6.5 3. ]],1,[6.5 3. ],[[64.9]],"[[ 40.6]
 [-59. ]]",-22
44,[[4.9 3.1]],-1,[4.9 3.1],[[5.96]],"[[ 40.6]
 [-59. ]]",-22
45,[[6.  2.2]],1,[6.  2.2],[[91.8]],"[[ 40.6]
 [-59. ]]",-22
46,[[5.5 2.6]],1,[5.5 2.6],[[47.9]],"[[ 40.6]
 [-59. ]]",-22
47,[[5.8 4. ]],-1,[5.8 4. ],[[22.52]],"[[ 40.6]
 [-59. ]]",-22
48,[[5.4 3.9]],-1,[5.4 3.9],[[32.86]],"[[ 40.6]
 [-59. ]]",-22
49,[[6.4 2.7]],1,[6.4 2.7],[[78.54]],"[[ 40.6]
 [-59. ]]",-22
50,[[6.  3.4]],1,[6.  3.4],[[21.]],"[[ 40.6]
 [-59. ]]",-22
51,[[5.5 2.5]],1,[5.5 2.5],[[53.8]],"[[ 40.6]
 [-59. ]]",-22
52,[[5.5 4.2]],-1,[5.5 4.2],[[46.5]],"[[ 40.6]
 [-59. ]]",-22
53,[[4.7 3.2]],-1,[4.7 3.2],[[19.98]],"[[ 40.6]
 [-59. ]]",-22
54,[[6.9 3.2]],1,[6.9 3.2],[[69.34]],"[[ 40.6]
 [-59. ]]",-22
55,[[6.  2.9]],1,[6.  2.9],[[50.5]],"[[ 40.6]
 [-59. ]]",-22
56,[[6.1 3. ]],1,[6.1 3. ],[[48.66]],"[[ 40.6]
 [-59. ]]",-22
57,[[4.6 3.1]],-1,[4.6 3.1],[[18.14]],"[[ 40.6]
 [-59. ]]",-22
58,[[5.7 2.8]],1,[5.7 2.8],[[44.22]],"[[ 40.6]
 [-59. ]]",-22
59,[[6. 3.]],1,[6. 3.],[[44.6]],"[[ 40.6]
 [-59. ]]",-22
60,[[5.8 2.7]],1,[5.8 2.7],[[54.18]],"[[ 40.6]
 [-59. ]]",-22
61,[[4.8 3.4]],-1,[4.8 3.4],[[27.72]],"[[ 40.6]
 [-59. ]]",-22
62,[[6.  2.2]],1,[6.  2.2],[[91.8]],"[[ 40.6]
 [-59. ]]",-22
63,[[6.4 3.1]],1,[6.4 3.1],[[54.94]],"[[ 40.6]
 [-59. ]]",-22
64,[[6.7 2.5]],1,[6.7 2.5],[[102.52]],"[[ 40.6]
 [-59. ]]",-22
65,[[6.3 3.3]],1,[6.3 3.3],[[39.08]],"[[ 40.6]
 [-59. ]]",-22
66,[[6.8 3.2]],1,[6.8 3.2],[[65.28]],"[[ 40.6]
 [-59. ]]",-22
67,[[5.7 3.8]],-1,[5.7 3.8],[[14.78]],"[[ 40.6]
 [-59. ]]",-22
68,[[5.1 3.8]],-1,[5.1 3.8],[[39.14]],"[[ 40.6]
 [-59. ]]",-22
69,[[6.  2.7]],1,[6.  2.7],[[62.3]],"[[ 40.6]
 [-59. ]]",-22
70,[[7.7 2.8]],1,[7.7 2.8],[[125.42]],"[[ 40.6]
 [-59. ]]",-22
71,[[4.4 3. ]],-1,[4.4 3. ],[[20.36]],"[[ 40.6]
 [-59. ]]",-22
72,[[6.2 2.2]],1,[6.2 2.2],[[99.92]],"[[ 40.6]
 [-59. ]]",-22
73,[[4.7 3.2]],-1,[4.7 3.2],[[19.98]],"[[ 40.6]
 [-59. ]]",-22
74,[[5.4 3.4]],-1,[5.4 3.4],[[3.36]],"[[ 40.6]
 [-59. ]]",-22
75,[[6.7 3.1]],1,[6.7 3.1],[[67.12]],"[[ 40.6]
 [-59. ]]",-22
76,[[6.4 3.2]],1,[6.4 3.2],[[49.04]],"[[ 40.6]
 [-59. ]]",-22
77,[[7.6 3. ]],1,[7.6 3. ],[[109.56]],"[[ 40.6]
 [-59. ]]",-22
78,[[5.5 3.5]],-1,[5.5 3.5],[[5.2]],"[[ 40.6]
 [-59. ]]",-22
79,[[6.5 3.2]],1,[6.5 3.2],[[53.1]],"[[ 40.6]
 [-59. ]]",-22
80,[[5.  3.6]],-1,[5.  3.6],[[31.4]],"[[ 40.6]
 [-59. ]]",-22
81,[[6.9 3.1]],1,[6.9 3.1],[[75.24]],"[[ 40.6]
 [-59. ]]",-22
82,[[5.1 3.5]],-1,[5.1 3.5],[[21.44]],"[[ 40.6]
 [-59. ]]",-22
83,[[6.6 2.9]],1,[6.6 2.9],[[74.86]],"[[ 40.6]
 [-59. ]]",-22
84,[[5.4 3.9]],-1,[5.4 3.9],[[32.86]],"[[ 40.6]
 [-59. ]]",-22
85,[[6.3 2.9]],1,[6.3 2.9],[[62.68]],"[[ 40.6]
 [-59. ]]",-22
86,[[7.2 3. ]],1,[7.2 3. ],[[93.32]],"[[ 40.6]
 [-59. ]]",-22
87,[[4.5 2.3]],-1,[4.5 2.3],[[-25.]],"[[ 36.1]
 [-61.3]]",-23
88,[[4.9 2.5]],1,[4.9 2.5],[[0.64]],"[[ 36.1]
 [-61.3]]",-23
89,[[5.6 2.8]],1,[5.6 2.8],[[7.52]],"[[ 36.1]
 [-61.3]]",-23
90,[[7.2 3.2]],1,[7.2 3.2],[[40.76]],"[[ 36.1]
 [-61.3]]",-23
91,[[6.7 3.1]],1,[6.7 3.1],[[28.84]],"[[ 36.1]
 [-61.3]]",-23
92,[[4.8 3.1]],-1,[4.8 3.1],[[39.75]],"[[ 36.1]
 [-61.3]]",-23
93,[[6.7 3.1]],1,[6.7 3.1],[[28.84]],"[[ 36.1]
 [-61.3]]",-23
94,[[5.1 3.8]],-1,[5.1 3.8],[[71.83]],"[[ 36.1]
 [-61.3]]",-23
95,[[5.2 3.5]],-1,[5.2 3.5],[[49.83]],"[[ 36.1]
 [-61.3]]",-23
96,[[5.5 2.4]],1,[5.5 2.4],[[28.43]],"[[ 36.1]
 [-61.3]]",-23
97,[[5.7 2.5]],1,[5.7 2.5],[[29.52]],"[[ 36.1]
 [-61.3]]",-23
98,[[5.  3.4]],-1,[5.  3.4],[[50.92]],"[[ 36.1]
 [-61.3]]",-23
99,[[6.8 3. ]],1,[6.8 3. ],[[38.58]],"[[ 36.1]
 [-61.3]]",-23
100,[[4.4 2.9]],-1,[4.4 2.9],[[41.93]],"[[ 36.1]
 [-61.3]]",-23
101,[[6.1 2.8]],1,[6.1 2.8],[[25.57]],"[[ 36.1]
 [-61.3]]",-23
102,[[6.7 3.3]],1,[6.7 3.3],[[16.58]],"[[ 36.1]
 [-61.3]]",-23
103,[[7.7 2.6]],1,[7.7 2.6],[[95.59]],"[[ 36.1]
 [-61.3]]",-23
