,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[64.16]],"[[ 50.6]
 [-75.2]]",-39
1,[[5.9 3. ]],1,[5.9 3. ],[[33.94]],"[[ 50.6]
 [-75.2]]",-39
2,[[6.7 3.3]],1,[6.7 3.3],[[51.86]],"[[ 50.6]
 [-75.2]]",-39
3,[[7.7 3.8]],1,[7.7 3.8],[[64.86]],"[[ 50.6]
 [-75.2]]",-39
4,[[5.4 3.4]],-1,[5.4 3.4],[[21.44]],"[[ 50.6]
 [-75.2]]",-39
5,[[6.3 2.5]],1,[6.3 2.5],[[91.78]],"[[ 50.6]
 [-75.2]]",-39
6,[[5.  3.2]],-1,[5.  3.2],[[26.64]],"[[ 50.6]
 [-75.2]]",-39
7,[[4.6 3.4]],-1,[4.6 3.4],[[61.92]],"[[ 50.6]
 [-75.2]]",-39
8,[[5.7 4.4]],-1,[5.7 4.4],[[81.46]],"[[ 50.6]
 [-75.2]]",-39
9,[[5.2 3.4]],-1,[5.2 3.4],[[31.56]],"[[ 50.6]
 [-75.2]]",-39
10,[[6.2 2.9]],1,[6.2 2.9],[[56.64]],"[[ 50.6]
 [-75.2]]",-39
11,[[6.3 3.3]],1,[6.3 3.3],[[31.62]],"[[ 50.6]
 [-75.2]]",-39
12,[[5.5 2.4]],1,[5.5 2.4],[[58.82]],"[[ 50.6]
 [-75.2]]",-39
13,[[5.1 2.5]],1,[5.1 2.5],[[31.06]],"[[ 50.6]
 [-75.2]]",-39
14,[[5.9 3. ]],1,[5.9 3. ],[[33.94]],"[[ 50.6]
 [-75.2]]",-39
15,[[5. 2.]],1,[5. 2.],[[63.6]],"[[ 50.6]
 [-75.2]]",-39
16,[[6.5 3. ]],1,[6.5 3. ],[[64.3]],"[[ 50.6]
 [-75.2]]",-39
17,[[6.5 3. ]],1,[6.5 3. ],[[64.3]],"[[ 50.6]
 [-75.2]]",-39
18,[[6.9 3.1]],1,[6.9 3.1],[[77.02]],"[[ 50.6]
 [-75.2]]",-39
19,[[4.6 3.6]],-1,[4.6 3.6],[[76.96]],"[[ 50.6]
 [-75.2]]",-39
20,[[6.6 3. ]],1,[6.6 3. ],[[69.36]],"[[ 50.6]
 [-75.2]]",-39
21,[[4.9 3.1]],-1,[4.9 3.1],[[24.18]],"[[ 50.6]
 [-75.2]]",-39
22,[[6.7 3. ]],1,[6.7 3. ],[[74.42]],"[[ 50.6]
 [-75.2]]",-39
23,[[6.7 3. ]],1,[6.7 3. ],[[74.42]],"[[ 50.6]
 [-75.2]]",-39
24,[[5.6 2.9]],1,[5.6 2.9],[[26.28]],"[[ 50.6]
 [-75.2]]",-39
25,[[6.3 3.4]],1,[6.3 3.4],[[24.1]],"[[ 50.6]
 [-75.2]]",-39
26,[[5.6 2.7]],1,[5.6 2.7],[[41.32]],"[[ 50.6]
 [-75.2]]",-39
27,[[6.1 3. ]],1,[6.1 3. ],[[44.06]],"[[ 50.6]
 [-75.2]]",-39
28,[[6.3 2.3]],1,[6.3 2.3],[[106.82]],"[[ 50.6]
 [-75.2]]",-39
29,[[5.8 2.6]],1,[5.8 2.6],[[58.96]],"[[ 50.6]
 [-75.2]]",-39
30,[[5.7 3. ]],1,[5.7 3. ],[[23.82]],"[[ 50.6]
 [-75.2]]",-39
31,[[6.9 3.1]],1,[6.9 3.1],[[77.02]],"[[ 50.6]
 [-75.2]]",-39
32,[[6.8 2.8]],1,[6.8 2.8],[[94.52]],"[[ 50.6]
 [-75.2]]",-39
33,[[5.2 4.1]],-1,[5.2 4.1],[[84.2]],"[[ 50.6]
 [-75.2]]",-39
34,[[5.8 2.7]],1,[5.8 2.7],[[51.44]],"[[ 50.6]
 [-75.2]]",-39
35,[[4.3 3. ]],-1,[4.3 3. ],[[47.02]],"[[ 50.6]
 [-75.2]]",-39
36,[[4.8 3.4]],-1,[4.8 3.4],[[51.8]],"[[ 50.6]
 [-75.2]]",-39
37,[[5.2 2.7]],1,[5.2 2.7],[[21.08]],"[[ 50.6]
 [-75.2]]",-39
38,[[4.8 3. ]],-1,[4.8 3. ],[[21.72]],"[[ 50.6]
 [-75.2]]",-39
39,[[4.9 3.1]],-1,[4.9 3.1],[[24.18]],"[[ 50.6]
 [-75.2]]",-39
40,[[7.9 3.8]],1,[7.9 3.8],[[74.98]],"[[ 50.6]
 [-75.2]]",-39
41,[[5.  2.3]],1,[5.  2.3],[[41.04]],"[[ 50.6]
 [-75.2]]",-39
42,[[4.6 3.2]],-1,[4.6 3.2],[[46.88]],"[[ 50.6]
 [-75.2]]",-39
43,[[6.5 3. ]],1,[6.5 3. ],[[64.3]],"[[ 50.6]
 [-75.2]]",-39
44,[[4.9 3.1]],-1,[4.9 3.1],[[24.18]],"[[ 50.6]
 [-75.2]]",-39
45,[[6.  2.2]],1,[6.  2.2],[[99.16]],"[[ 50.6]
 [-75.2]]",-39
46,[[5.5 2.6]],1,[5.5 2.6],[[43.78]],"[[ 50.6]
 [-75.2]]",-39
47,[[5.8 4. ]],-1,[5.8 4. ],[[46.32]],"[[ 50.6]
 [-75.2]]",-39
48,[[5.4 3.9]],-1,[5.4 3.9],[[59.04]],"[[ 50.6]
 [-75.2]]",-39
49,[[6.4 2.7]],1,[6.4 2.7],[[81.8]],"[[ 50.6]
 [-75.2]]",-39
50,[[6.  3.4]],1,[6.  3.4],[[8.92]],"[[ 50.6]
 [-75.2]]",-39
51,[[5.5 2.5]],1,[5.5 2.5],[[51.3]],"[[ 50.6]
 [-75.2]]",-39
52,[[5.5 4.2]],-1,[5.5 4.2],[[76.54]],"[[ 50.6]
 [-75.2]]",-39
53,[[4.7 3.2]],-1,[4.7 3.2],[[41.82]],"[[ 50.6]
 [-75.2]]",-39
54,[[6.9 3.2]],1,[6.9 3.2],[[69.5]],"[[ 50.6]
 [-75.2]]",-39
55,[[6.  2.9]],1,[6.  2.9],[[46.52]],"[[ 50.6]
 [-75.2]]",-39
56,[[6.1 3. ]],1,[6.1 3. ],[[44.06]],"[[ 50.6]
 [-75.2]]",-39
57,[[4.6 3.1]],-1,[4.6 3.1],[[39.36]],"[[ 50.6]
 [-75.2]]",-39
58,[[5.7 2.8]],1,[5.7 2.8],[[38.86]],"[[ 50.6]
 [-75.2]]",-39
59,[[6. 3.]],1,[6. 3.],[[39.]],"[[ 50.6]
 [-75.2]]",-39
60,[[5.8 2.7]],1,[5.8 2.7],[[51.44]],"[[ 50.6]
 [-75.2]]",-39
61,[[4.8 3.4]],-1,[4.8 3.4],[[51.8]],"[[ 50.6]
 [-75.2]]",-39
62,[[6.  2.2]],1,[6.  2.2],[[99.16]],"[[ 50.6]
 [-75.2]]",-39
63,[[6.4 3.1]],1,[6.4 3.1],[[51.72]],"[[ 50.6]
 [-75.2]]",-39
64,[[6.7 2.5]],1,[6.7 2.5],[[112.02]],"[[ 50.6]
 [-75.2]]",-39
65,[[6.3 3.3]],1,[6.3 3.3],[[31.62]],"[[ 50.6]
 [-75.2]]",-39
66,[[6.8 3.2]],1,[6.8 3.2],[[64.44]],"[[ 50.6]
 [-75.2]]",-39
67,[[5.7 3.8]],-1,[5.7 3.8],[[36.34]],"[[ 50.6]
 [-75.2]]",-39
68,[[5.1 3.8]],-1,[5.1 3.8],[[66.7]],"[[ 50.6]
 [-75.2]]",-39
69,[[6.  2.7]],1,[6.  2.7],[[61.56]],"[[ 50.6]
 [-75.2]]",-39
70,[[7.7 2.8]],1,[7.7 2.8],[[140.06]],"[[ 50.6]
 [-75.2]]",-39
71,[[4.4 3. ]],-1,[4.4 3. ],[[41.96]],"[[ 50.6]
 [-75.2]]",-39
72,[[6.2 2.2]],1,[6.2 2.2],[[109.28]],"[[ 50.6]
 [-75.2]]",-39
73,[[4.7 3.2]],-1,[4.7 3.2],[[41.82]],"[[ 50.6]
 [-75.2]]",-39
74,[[5.4 3.4]],-1,[5.4 3.4],[[21.44]],"[[ 50.6]
 [-75.2]]",-39
75,[[6.7 3.1]],1,[6.7 3.1],[[66.9]],"[[ 50.6]
 [-75.2]]",-39
76,[[6.4 3.2]],1,[6.4 3.2],[[44.2]],"[[ 50.6]
 [-75.2]]",-39
77,[[7.6 3. ]],1,[7.6 3. ],[[119.96]],"[[ 50.6]
 [-75.2]]",-39
78,[[5.5 3.5]],-1,[5.5 3.5],[[23.9]],"[[ 50.6]
 [-75.2]]",-39
79,[[6.5 3.2]],1,[6.5 3.2],[[49.26]],"[[ 50.6]
 [-75.2]]",-39
80,[[5.  3.6]],-1,[5.  3.6],[[56.72]],"[[ 50.6]
 [-75.2]]",-39
81,[[6.9 3.1]],1,[6.9 3.1],[[77.02]],"[[ 50.6]
 [-75.2]]",-39
82,[[5.1 3.5]],-1,[5.1 3.5],[[44.14]],"[[ 50.6]
 [-75.2]]",-39
83,[[6.6 2.9]],1,[6.6 2.9],[[76.88]],"[[ 50.6]
 [-75.2]]",-39
84,[[5.4 3.9]],-1,[5.4 3.9],[[59.04]],"[[ 50.6]
 [-75.2]]",-39
85,[[6.3 2.9]],1,[6.3 2.9],[[61.7]],"[[ 50.6]
 [-75.2]]",-39
86,[[7.2 3. ]],1,[7.2 3. ],[[99.72]],"[[ 50.6]
 [-75.2]]",-39
87,[[4.5 2.3]],-1,[4.5 2.3],[[-15.74]],"[[ 46.1]
 [-77.5]]",-40
88,[[4.9 2.5]],1,[4.9 2.5],[[-7.86]],"[[ 51.]
 [-75.]]",-39
89,[[5.6 2.8]],1,[5.6 2.8],[[36.6]],"[[ 51.]
 [-75.]]",-39
90,[[7.2 3.2]],1,[7.2 3.2],[[88.2]],"[[ 51.]
 [-75.]]",-39
91,[[6.7 3.1]],1,[6.7 3.1],[[70.2]],"[[ 51.]
 [-75.]]",-39
92,[[4.8 3.1]],-1,[4.8 3.1],[[26.7]],"[[ 51.]
 [-75.]]",-39
93,[[6.7 3.1]],1,[6.7 3.1],[[70.2]],"[[ 51.]
 [-75.]]",-39
94,[[5.1 3.8]],-1,[5.1 3.8],[[63.9]],"[[ 51.]
 [-75.]]",-39
95,[[5.2 3.5]],-1,[5.2 3.5],[[36.3]],"[[ 51.]
 [-75.]]",-39
96,[[5.5 2.4]],1,[5.5 2.4],[[61.5]],"[[ 51.]
 [-75.]]",-39
97,[[5.7 2.5]],1,[5.7 2.5],[[64.2]],"[[ 51.]
 [-75.]]",-39
98,[[5.  3.4]],-1,[5.  3.4],[[39.]],"[[ 51.]
 [-75.]]",-39
99,[[6.8 3. ]],1,[6.8 3. ],[[82.8]],"[[ 51.]
 [-75.]]",-39
100,[[4.4 2.9]],-1,[4.4 2.9],[[32.1]],"[[ 51.]
 [-75.]]",-39
101,[[6.1 2.8]],1,[6.1 2.8],[[62.1]],"[[ 51.]
 [-75.]]",-39
102,[[6.7 3.3]],1,[6.7 3.3],[[55.2]],"[[ 51.]
 [-75.]]",-39
103,[[7.7 2.6]],1,[7.7 2.6],[[158.7]],"[[ 51.]
 [-75.]]",-39
104,[[5.7 2.8]],1,[5.7 2.8],[[41.7]],"[[ 51.]
 [-75.]]",-39
