,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[46.36]],"[[ 26.4]
 [-39.4]]",-7
1,[[5.9 3. ]],1,[5.9 3. ],[[30.56]],"[[ 26.4]
 [-39.4]]",-7
2,[[6.7 3.3]],1,[6.7 3.3],[[39.86]],"[[ 26.4]
 [-39.4]]",-7
3,[[7.7 3.8]],1,[7.7 3.8],[[46.56]],"[[ 26.4]
 [-39.4]]",-7
4,[[5.4 3.4]],-1,[5.4 3.4],[[-1.6]],"[[ 21. ]
 [-42.8]]",-8
5,[[6.3 2.5]],1,[6.3 2.5],[[17.3]],"[[ 21. ]
 [-42.8]]",-8
6,[[5.  3.2]],-1,[5.  3.2],[[39.96]],"[[ 21. ]
 [-42.8]]",-8
7,[[4.6 3.4]],-1,[4.6 3.4],[[56.92]],"[[ 21. ]
 [-42.8]]",-8
8,[[5.7 4.4]],-1,[5.7 4.4],[[76.62]],"[[ 21. ]
 [-42.8]]",-8
9,[[5.2 3.4]],-1,[5.2 3.4],[[44.32]],"[[ 21. ]
 [-42.8]]",-8
10,[[6.2 2.9]],1,[6.2 2.9],[[-1.92]],"[[ 27.2]
 [-39.9]]",-7
11,[[6.3 3.3]],1,[6.3 3.3],[[32.69]],"[[ 27.2]
 [-39.9]]",-7
12,[[5.5 2.4]],1,[5.5 2.4],[[46.84]],"[[ 27.2]
 [-39.9]]",-7
13,[[5.1 2.5]],1,[5.1 2.5],[[31.97]],"[[ 27.2]
 [-39.9]]",-7
14,[[5.9 3. ]],1,[5.9 3. ],[[33.78]],"[[ 27.2]
 [-39.9]]",-7
15,[[5. 2.]],1,[5. 2.],[[49.2]],"[[ 27.2]
 [-39.9]]",-7
16,[[6.5 3. ]],1,[6.5 3. ],[[50.1]],"[[ 27.2]
 [-39.9]]",-7
17,[[6.5 3. ]],1,[6.5 3. ],[[50.1]],"[[ 27.2]
 [-39.9]]",-7
18,[[6.9 3.1]],1,[6.9 3.1],[[56.99]],"[[ 27.2]
 [-39.9]]",-7
19,[[4.6 3.6]],-1,[4.6 3.6],[[25.52]],"[[ 27.2]
 [-39.9]]",-7
20,[[6.6 3. ]],1,[6.6 3. ],[[52.82]],"[[ 27.2]
 [-39.9]]",-7
21,[[4.9 3.1]],-1,[4.9 3.1],[[-2.59]],"[[ 22.3]
 [-43. ]]",-8
22,[[6.7 3. ]],1,[6.7 3. ],[[12.41]],"[[ 22.3]
 [-43. ]]",-8
23,[[6.7 3. ]],1,[6.7 3. ],[[12.41]],"[[ 22.3]
 [-43. ]]",-8
24,[[5.6 2.9]],1,[5.6 2.9],[[-7.82]],"[[ 27.9]
 [-40.1]]",-7
25,[[6.3 3.4]],1,[6.3 3.4],[[32.43]],"[[ 27.9]
 [-40.1]]",-7
26,[[5.6 2.7]],1,[5.6 2.7],[[40.97]],"[[ 27.9]
 [-40.1]]",-7
27,[[6.1 3. ]],1,[6.1 3. ],[[42.89]],"[[ 27.9]
 [-40.1]]",-7
28,[[6.3 2.3]],1,[6.3 2.3],[[76.54]],"[[ 27.9]
 [-40.1]]",-7
29,[[5.8 2.6]],1,[5.8 2.6],[[50.56]],"[[ 27.9]
 [-40.1]]",-7
30,[[5.7 3. ]],1,[5.7 3. ],[[31.73]],"[[ 27.9]
 [-40.1]]",-7
31,[[6.9 3.1]],1,[6.9 3.1],[[61.2]],"[[ 27.9]
 [-40.1]]",-7
32,[[6.8 2.8]],1,[6.8 2.8],[[70.44]],"[[ 27.9]
 [-40.1]]",-7
33,[[5.2 4.1]],-1,[5.2 4.1],[[26.33]],"[[ 27.9]
 [-40.1]]",-7
34,[[5.8 2.7]],1,[5.8 2.7],[[46.55]],"[[ 27.9]
 [-40.1]]",-7
35,[[4.3 3. ]],-1,[4.3 3. ],[[7.33]],"[[ 27.9]
 [-40.1]]",-7
36,[[4.8 3.4]],-1,[4.8 3.4],[[9.42]],"[[ 27.9]
 [-40.1]]",-7
37,[[5.2 2.7]],1,[5.2 2.7],[[29.81]],"[[ 27.9]
 [-40.1]]",-7
38,[[4.8 3. ]],-1,[4.8 3. ],[[-6.62]],"[[ 23.1]
 [-43.1]]",-8
39,[[4.9 3.1]],-1,[4.9 3.1],[[28.42]],"[[ 23.1]
 [-43.1]]",-8
40,[[7.9 3.8]],1,[7.9 3.8],[[10.71]],"[[ 23.1]
 [-43.1]]",-8
41,[[5.  2.3]],1,[5.  2.3],[[8.37]],"[[ 23.1]
 [-43.1]]",-8
42,[[4.6 3.2]],-1,[4.6 3.2],[[39.66]],"[[ 23.1]
 [-43.1]]",-8
43,[[6.5 3. ]],1,[6.5 3. ],[[12.85]],"[[ 23.1]
 [-43.1]]",-8
44,[[4.9 3.1]],-1,[4.9 3.1],[[28.42]],"[[ 23.1]
 [-43.1]]",-8
45,[[6.  2.2]],1,[6.  2.2],[[35.78]],"[[ 23.1]
 [-43.1]]",-8
46,[[5.5 2.6]],1,[5.5 2.6],[[6.99]],"[[ 23.1]
 [-43.1]]",-8
47,[[5.8 4. ]],-1,[5.8 4. ],[[46.42]],"[[ 23.1]
 [-43.1]]",-8
48,[[5.4 3.9]],-1,[5.4 3.9],[[51.35]],"[[ 23.1]
 [-43.1]]",-8
49,[[6.4 2.7]],1,[6.4 2.7],[[23.47]],"[[ 23.1]
 [-43.1]]",-8
50,[[6.  3.4]],1,[6.  3.4],[[-15.94]],"[[ 29.1]
 [-39.7]]",-7
51,[[5.5 2.5]],1,[5.5 2.5],[[53.8]],"[[ 29.1]
 [-39.7]]",-7
52,[[5.5 4.2]],-1,[5.5 4.2],[[13.69]],"[[ 29.1]
 [-39.7]]",-7
53,[[4.7 3.2]],-1,[4.7 3.2],[[-2.73]],"[[ 24.4]
 [-42.9]]",-8
54,[[6.9 3.2]],1,[6.9 3.2],[[23.08]],"[[ 24.4]
 [-42.9]]",-8
55,[[6.  2.9]],1,[6.  2.9],[[13.99]],"[[ 24.4]
 [-42.9]]",-8
56,[[6.1 3. ]],1,[6.1 3. ],[[12.14]],"[[ 24.4]
 [-42.9]]",-8
57,[[4.6 3.1]],-1,[4.6 3.1],[[28.75]],"[[ 24.4]
 [-42.9]]",-8
58,[[5.7 2.8]],1,[5.7 2.8],[[10.96]],"[[ 24.4]
 [-42.9]]",-8
59,[[6. 3.]],1,[6. 3.],[[9.7]],"[[ 24.4]
 [-42.9]]",-8
60,[[5.8 2.7]],1,[5.8 2.7],[[17.69]],"[[ 24.4]
 [-42.9]]",-8
61,[[4.8 3.4]],-1,[4.8 3.4],[[36.74]],"[[ 24.4]
 [-42.9]]",-8
62,[[6.  2.2]],1,[6.  2.2],[[44.02]],"[[ 24.4]
 [-42.9]]",-8
63,[[6.4 3.1]],1,[6.4 3.1],[[15.17]],"[[ 24.4]
 [-42.9]]",-8
