,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[72.92]],"[[ 55.2]
 [-79.4]]",-47
1,[[5.9 3. ]],1,[5.9 3. ],[[40.48]],"[[ 55.2]
 [-79.4]]",-47
2,[[6.7 3.3]],1,[6.7 3.3],[[60.82]],"[[ 55.2]
 [-79.4]]",-47
3,[[7.7 3.8]],1,[7.7 3.8],[[76.32]],"[[ 55.2]
 [-79.4]]",-47
4,[[5.4 3.4]],-1,[5.4 3.4],[[18.88]],"[[ 55.2]
 [-79.4]]",-47
5,[[6.3 2.5]],1,[6.3 2.5],[[102.26]],"[[ 55.2]
 [-79.4]]",-47
6,[[5.  3.2]],-1,[5.  3.2],[[25.08]],"[[ 55.2]
 [-79.4]]",-47
7,[[4.6 3.4]],-1,[4.6 3.4],[[63.04]],"[[ 55.2]
 [-79.4]]",-47
8,[[5.7 4.4]],-1,[5.7 4.4],[[81.72]],"[[ 55.2]
 [-79.4]]",-47
9,[[5.2 3.4]],-1,[5.2 3.4],[[29.92]],"[[ 55.2]
 [-79.4]]",-47
10,[[6.2 2.9]],1,[6.2 2.9],[[64.98]],"[[ 55.2]
 [-79.4]]",-47
11,[[6.3 3.3]],1,[6.3 3.3],[[38.74]],"[[ 55.2]
 [-79.4]]",-47
12,[[5.5 2.4]],1,[5.5 2.4],[[66.04]],"[[ 55.2]
 [-79.4]]",-47
13,[[5.1 2.5]],1,[5.1 2.5],[[36.02]],"[[ 55.2]
 [-79.4]]",-47
14,[[5.9 3. ]],1,[5.9 3. ],[[40.48]],"[[ 55.2]
 [-79.4]]",-47
15,[[5. 2.]],1,[5. 2.],[[70.2]],"[[ 55.2]
 [-79.4]]",-47
16,[[6.5 3. ]],1,[6.5 3. ],[[73.6]],"[[ 55.2]
 [-79.4]]",-47
17,[[6.5 3. ]],1,[6.5 3. ],[[73.6]],"[[ 55.2]
 [-79.4]]",-47
18,[[6.9 3.1]],1,[6.9 3.1],[[87.74]],"[[ 55.2]
 [-79.4]]",-47
19,[[4.6 3.6]],-1,[4.6 3.6],[[78.92]],"[[ 55.2]
 [-79.4]]",-47
20,[[6.6 3. ]],1,[6.6 3. ],[[79.12]],"[[ 55.2]
 [-79.4]]",-47
21,[[4.9 3.1]],-1,[4.9 3.1],[[22.66]],"[[ 55.2]
 [-79.4]]",-47
22,[[6.7 3. ]],1,[6.7 3. ],[[84.64]],"[[ 55.2]
 [-79.4]]",-47
23,[[6.7 3. ]],1,[6.7 3. ],[[84.64]],"[[ 55.2]
 [-79.4]]",-47
24,[[5.6 2.9]],1,[5.6 2.9],[[31.86]],"[[ 55.2]
 [-79.4]]",-47
25,[[6.3 3.4]],1,[6.3 3.4],[[30.8]],"[[ 55.2]
 [-79.4]]",-47
26,[[5.6 2.7]],1,[5.6 2.7],[[47.74]],"[[ 55.2]
 [-79.4]]",-47
27,[[6.1 3. ]],1,[6.1 3. ],[[51.52]],"[[ 55.2]
 [-79.4]]",-47
28,[[6.3 2.3]],1,[6.3 2.3],[[118.14]],"[[ 55.2]
 [-79.4]]",-47
29,[[5.8 2.6]],1,[5.8 2.6],[[66.72]],"[[ 55.2]
 [-79.4]]",-47
30,[[5.7 3. ]],1,[5.7 3. ],[[29.44]],"[[ 55.2]
 [-79.4]]",-47
31,[[6.9 3.1]],1,[6.9 3.1],[[87.74]],"[[ 55.2]
 [-79.4]]",-47
32,[[6.8 2.8]],1,[6.8 2.8],[[106.04]],"[[ 55.2]
 [-79.4]]",-47
33,[[5.2 4.1]],-1,[5.2 4.1],[[85.5]],"[[ 55.2]
 [-79.4]]",-47
34,[[5.8 2.7]],1,[5.8 2.7],[[58.78]],"[[ 55.2]
 [-79.4]]",-47
35,[[4.3 3. ]],-1,[4.3 3. ],[[47.84]],"[[ 55.2]
 [-79.4]]",-47
36,[[4.8 3.4]],-1,[4.8 3.4],[[52.]],"[[ 55.2]
 [-79.4]]",-47
37,[[5.2 2.7]],1,[5.2 2.7],[[25.66]],"[[ 55.2]
 [-79.4]]",-47
38,[[4.8 3. ]],-1,[4.8 3. ],[[20.24]],"[[ 55.2]
 [-79.4]]",-47
39,[[4.9 3.1]],-1,[4.9 3.1],[[22.66]],"[[ 55.2]
 [-79.4]]",-47
40,[[7.9 3.8]],1,[7.9 3.8],[[87.36]],"[[ 55.2]
 [-79.4]]",-47
41,[[5.  2.3]],1,[5.  2.3],[[46.38]],"[[ 55.2]
 [-79.4]]",-47
42,[[4.6 3.2]],-1,[4.6 3.2],[[47.16]],"[[ 55.2]
 [-79.4]]",-47
43,[[6.5 3. ]],1,[6.5 3. ],[[73.6]],"[[ 55.2]
 [-79.4]]",-47
44,[[4.9 3.1]],-1,[4.9 3.1],[[22.66]],"[[ 55.2]
 [-79.4]]",-47
45,[[6.  2.2]],1,[6.  2.2],[[109.52]],"[[ 55.2]
 [-79.4]]",-47
46,[[5.5 2.6]],1,[5.5 2.6],[[50.16]],"[[ 55.2]
 [-79.4]]",-47
47,[[5.8 4. ]],-1,[5.8 4. ],[[44.44]],"[[ 55.2]
 [-79.4]]",-47
48,[[5.4 3.9]],-1,[5.4 3.9],[[58.58]],"[[ 55.2]
 [-79.4]]",-47
49,[[6.4 2.7]],1,[6.4 2.7],[[91.9]],"[[ 55.2]
 [-79.4]]",-47
50,[[6.  3.4]],1,[6.  3.4],[[14.24]],"[[ 55.2]
 [-79.4]]",-47
51,[[5.5 2.5]],1,[5.5 2.5],[[58.1]],"[[ 55.2]
 [-79.4]]",-47
52,[[5.5 4.2]],-1,[5.5 4.2],[[76.88]],"[[ 55.2]
 [-79.4]]",-47
53,[[4.7 3.2]],-1,[4.7 3.2],[[41.64]],"[[ 55.2]
 [-79.4]]",-47
54,[[6.9 3.2]],1,[6.9 3.2],[[79.8]],"[[ 55.2]
 [-79.4]]",-47
55,[[6.  2.9]],1,[6.  2.9],[[53.94]],"[[ 55.2]
 [-79.4]]",-47
56,[[6.1 3. ]],1,[6.1 3. ],[[51.52]],"[[ 55.2]
 [-79.4]]",-47
57,[[4.6 3.1]],-1,[4.6 3.1],[[39.22]],"[[ 55.2]
 [-79.4]]",-47
58,[[5.7 2.8]],1,[5.7 2.8],[[45.32]],"[[ 55.2]
 [-79.4]]",-47
59,[[6. 3.]],1,[6. 3.],[[46.]],"[[ 55.2]
 [-79.4]]",-47
60,[[5.8 2.7]],1,[5.8 2.7],[[58.78]],"[[ 55.2]
 [-79.4]]",-47
61,[[4.8 3.4]],-1,[4.8 3.4],[[52.]],"[[ 55.2]
 [-79.4]]",-47
62,[[6.  2.2]],1,[6.  2.2],[[109.52]],"[[ 55.2]
 [-79.4]]",-47
63,[[6.4 3.1]],1,[6.4 3.1],[[60.14]],"[[ 55.2]
 [-79.4]]",-47
64,[[6.7 2.5]],1,[6.7 2.5],[[124.34]],"[[ 55.2]
 [-79.4]]",-47
65,[[6.3 3.3]],1,[6.3 3.3],[[38.74]],"[[ 55.2]
 [-79.4]]",-47
66,[[6.8 3.2]],1,[6.8 3.2],[[74.28]],"[[ 55.2]
 [-79.4]]",-47
67,[[5.7 3.8]],-1,[5.7 3.8],[[34.08]],"[[ 55.2]
 [-79.4]]",-47
68,[[5.1 3.8]],-1,[5.1 3.8],[[67.2]],"[[ 55.2]
 [-79.4]]",-47
69,[[6.  2.7]],1,[6.  2.7],[[69.82]],"[[ 55.2]
 [-79.4]]",-47
70,[[7.7 2.8]],1,[7.7 2.8],[[155.72]],"[[ 55.2]
 [-79.4]]",-47
71,[[4.4 3. ]],-1,[4.4 3. ],[[42.32]],"[[ 55.2]
 [-79.4]]",-47
72,[[6.2 2.2]],1,[6.2 2.2],[[120.56]],"[[ 55.2]
 [-79.4]]",-47
73,[[4.7 3.2]],-1,[4.7 3.2],[[41.64]],"[[ 55.2]
 [-79.4]]",-47
74,[[5.4 3.4]],-1,[5.4 3.4],[[18.88]],"[[ 55.2]
 [-79.4]]",-47
75,[[6.7 3.1]],1,[6.7 3.1],[[76.7]],"[[ 55.2]
 [-79.4]]",-47
76,[[6.4 3.2]],1,[6.4 3.2],[[52.2]],"[[ 55.2]
 [-79.4]]",-47
77,[[7.6 3. ]],1,[7.6 3. ],[[134.32]],"[[ 55.2]
 [-79.4]]",-47
78,[[5.5 3.5]],-1,[5.5 3.5],[[21.3]],"[[ 55.2]
 [-79.4]]",-47
79,[[6.5 3.2]],1,[6.5 3.2],[[57.72]],"[[ 55.2]
 [-79.4]]",-47
80,[[5.  3.6]],-1,[5.  3.6],[[56.84]],"[[ 55.2]
 [-79.4]]",-47
81,[[6.9 3.1]],1,[6.9 3.1],[[87.74]],"[[ 55.2]
 [-79.4]]",-47
82,[[5.1 3.5]],-1,[5.1 3.5],[[43.38]],"[[ 55.2]
 [-79.4]]",-47
83,[[6.6 2.9]],1,[6.6 2.9],[[87.06]],"[[ 55.2]
 [-79.4]]",-47
84,[[5.4 3.9]],-1,[5.4 3.9],[[58.58]],"[[ 55.2]
 [-79.4]]",-47
85,[[6.3 2.9]],1,[6.3 2.9],[[70.5]],"[[ 55.2]
 [-79.4]]",-47
86,[[7.2 3. ]],1,[7.2 3. ],[[112.24]],"[[ 55.2]
 [-79.4]]",-47
87,[[4.5 2.3]],-1,[4.5 2.3],[[-18.78]],"[[ 50.7]
 [-81.7]]",-48
88,[[4.9 2.5]],1,[4.9 2.5],[[-3.82]],"[[ 55.6]
 [-79.2]]",-47
89,[[5.6 2.8]],1,[5.6 2.8],[[42.6]],"[[ 55.6]
 [-79.2]]",-47
90,[[7.2 3.2]],1,[7.2 3.2],[[99.88]],"[[ 55.6]
 [-79.2]]",-47
91,[[6.7 3.1]],1,[6.7 3.1],[[80.]],"[[ 55.6]
 [-79.2]]",-47
92,[[4.8 3.1]],-1,[4.8 3.1],[[25.64]],"[[ 55.6]
 [-79.2]]",-47
93,[[6.7 3.1]],1,[6.7 3.1],[[80.]],"[[ 55.6]
 [-79.2]]",-47
94,[[5.1 3.8]],-1,[5.1 3.8],[[64.4]],"[[ 55.6]
 [-79.2]]",-47
95,[[5.2 3.5]],-1,[5.2 3.5],[[35.08]],"[[ 55.6]
 [-79.2]]",-47
96,[[5.5 2.4]],1,[5.5 2.4],[[68.72]],"[[ 55.6]
 [-79.2]]",-47
97,[[5.7 2.5]],1,[5.7 2.5],[[71.92]],"[[ 55.6]
 [-79.2]]",-47
98,[[5.  3.4]],-1,[5.  3.4],[[38.28]],"[[ 55.6]
 [-79.2]]",-47
99,[[6.8 3. ]],1,[6.8 3. ],[[93.48]],"[[ 55.6]
 [-79.2]]",-47
100,[[4.4 2.9]],-1,[4.4 2.9],[[32.04]],"[[ 55.6]
 [-79.2]]",-47
101,[[6.1 2.8]],1,[6.1 2.8],[[70.4]],"[[ 55.6]
 [-79.2]]",-47
