,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[58.44]],"[[ 39.8]
 [-59.4]]",-22
1,[[5.9 3. ]],1,[5.9 3. ],[[34.62]],"[[ 39.8]
 [-59.4]]",-22
2,[[6.7 3.3]],1,[6.7 3.3],[[48.64]],"[[ 39.8]
 [-59.4]]",-22
3,[[7.7 3.8]],1,[7.7 3.8],[[58.74]],"[[ 39.8]
 [-59.4]]",-22
4,[[5.4 3.4]],-1,[5.4 3.4],[[9.04]],"[[ 39.8]
 [-59.4]]",-22
5,[[6.3 2.5]],1,[6.3 2.5],[[80.24]],"[[ 39.8]
 [-59.4]]",-22
6,[[5.  3.2]],-1,[5.  3.2],[[13.08]],"[[ 39.8]
 [-59.4]]",-22
7,[[4.6 3.4]],-1,[4.6 3.4],[[40.88]],"[[ 39.8]
 [-59.4]]",-22
8,[[5.7 4.4]],-1,[5.7 4.4],[[56.5]],"[[ 39.8]
 [-59.4]]",-22
9,[[5.2 3.4]],-1,[5.2 3.4],[[17.]],"[[ 39.8]
 [-59.4]]",-22
10,[[6.2 2.9]],1,[6.2 2.9],[[52.5]],"[[ 39.8]
 [-59.4]]",-22
11,[[6.3 3.3]],1,[6.3 3.3],[[32.72]],"[[ 39.8]
 [-59.4]]",-22
12,[[5.5 2.4]],1,[5.5 2.4],[[54.34]],"[[ 39.8]
 [-59.4]]",-22
13,[[5.1 2.5]],1,[5.1 2.5],[[32.48]],"[[ 39.8]
 [-59.4]]",-22
14,[[5.9 3. ]],1,[5.9 3. ],[[34.62]],"[[ 39.8]
 [-59.4]]",-22
15,[[5. 2.]],1,[5. 2.],[[58.2]],"[[ 39.8]
 [-59.4]]",-22
16,[[6.5 3. ]],1,[6.5 3. ],[[58.5]],"[[ 39.8]
 [-59.4]]",-22
17,[[6.5 3. ]],1,[6.5 3. ],[[58.5]],"[[ 39.8]
 [-59.4]]",-22
18,[[6.9 3.1]],1,[6.9 3.1],[[68.48]],"[[ 39.8]
 [-59.4]]",-22
19,[[4.6 3.6]],-1,[4.6 3.6],[[52.76]],"[[ 39.8]
 [-59.4]]",-22
20,[[6.6 3. ]],1,[6.6 3. ],[[62.48]],"[[ 39.8]
 [-59.4]]",-22
21,[[4.9 3.1]],-1,[4.9 3.1],[[11.12]],"[[ 39.8]
 [-59.4]]",-22
22,[[6.7 3. ]],1,[6.7 3. ],[[66.46]],"[[ 39.8]
 [-59.4]]",-22
23,[[6.7 3. ]],1,[6.7 3. ],[[66.46]],"[[ 39.8]
 [-59.4]]",-22
24,[[5.6 2.9]],1,[5.6 2.9],[[28.62]],"[[ 39.8]
 [-59.4]]",-22
25,[[6.3 3.4]],1,[6.3 3.4],[[26.78]],"[[ 39.8]
 [-59.4]]",-22
26,[[5.6 2.7]],1,[5.6 2.7],[[40.5]],"[[ 39.8]
 [-59.4]]",-22
27,[[6.1 3. ]],1,[6.1 3. ],[[42.58]],"[[ 39.8]
 [-59.4]]",-22
28,[[6.3 2.3]],1,[6.3 2.3],[[92.12]],"[[ 39.8]
 [-59.4]]",-22
29,[[5.8 2.6]],1,[5.8 2.6],[[54.4]],"[[ 39.8]
 [-59.4]]",-22
30,[[5.7 3. ]],1,[5.7 3. ],[[26.66]],"[[ 39.8]
 [-59.4]]",-22
31,[[6.9 3.1]],1,[6.9 3.1],[[68.48]],"[[ 39.8]
 [-59.4]]",-22
32,[[6.8 2.8]],1,[6.8 2.8],[[82.32]],"[[ 39.8]
 [-59.4]]",-22
33,[[5.2 4.1]],-1,[5.2 4.1],[[58.58]],"[[ 39.8]
 [-59.4]]",-22
34,[[5.8 2.7]],1,[5.8 2.7],[[48.46]],"[[ 39.8]
 [-59.4]]",-22
35,[[4.3 3. ]],-1,[4.3 3. ],[[29.06]],"[[ 39.8]
 [-59.4]]",-22
36,[[4.8 3.4]],-1,[4.8 3.4],[[32.92]],"[[ 39.8]
 [-59.4]]",-22
37,[[5.2 2.7]],1,[5.2 2.7],[[24.58]],"[[ 39.8]
 [-59.4]]",-22
38,[[4.8 3. ]],-1,[4.8 3. ],[[9.16]],"[[ 39.8]
 [-59.4]]",-22
39,[[4.9 3.1]],-1,[4.9 3.1],[[11.12]],"[[ 39.8]
 [-59.4]]",-22
40,[[7.9 3.8]],1,[7.9 3.8],[[66.7]],"[[ 39.8]
 [-59.4]]",-22
41,[[5.  2.3]],1,[5.  2.3],[[40.38]],"[[ 39.8]
 [-59.4]]",-22
42,[[4.6 3.2]],-1,[4.6 3.2],[[29.]],"[[ 39.8]
 [-59.4]]",-22
43,[[6.5 3. ]],1,[6.5 3. ],[[58.5]],"[[ 39.8]
 [-59.4]]",-22
44,[[4.9 3.1]],-1,[4.9 3.1],[[11.12]],"[[ 39.8]
 [-59.4]]",-22
45,[[6.  2.2]],1,[6.  2.2],[[86.12]],"[[ 39.8]
 [-59.4]]",-22
46,[[5.5 2.6]],1,[5.5 2.6],[[42.46]],"[[ 39.8]
 [-59.4]]",-22
47,[[5.8 4. ]],-1,[5.8 4. ],[[28.76]],"[[ 39.8]
 [-59.4]]",-22
48,[[5.4 3.9]],-1,[5.4 3.9],[[38.74]],"[[ 39.8]
 [-59.4]]",-22
49,[[6.4 2.7]],1,[6.4 2.7],[[72.34]],"[[ 39.8]
 [-59.4]]",-22
50,[[6.  3.4]],1,[6.  3.4],[[14.84]],"[[ 39.8]
 [-59.4]]",-22
51,[[5.5 2.5]],1,[5.5 2.5],[[48.4]],"[[ 39.8]
 [-59.4]]",-22
52,[[5.5 4.2]],-1,[5.5 4.2],[[52.58]],"[[ 39.8]
 [-59.4]]",-22
53,[[4.7 3.2]],-1,[4.7 3.2],[[25.02]],"[[ 39.8]
 [-59.4]]",-22
54,[[6.9 3.2]],1,[6.9 3.2],[[62.54]],"[[ 39.8]
 [-59.4]]",-22
55,[[6.  2.9]],1,[6.  2.9],[[44.54]],"[[ 39.8]
 [-59.4]]",-22
56,[[6.1 3. ]],1,[6.1 3. ],[[42.58]],"[[ 39.8]
 [-59.4]]",-22
57,[[4.6 3.1]],-1,[4.6 3.1],[[23.06]],"[[ 39.8]
 [-59.4]]",-22
58,[[5.7 2.8]],1,[5.7 2.8],[[38.54]],"[[ 39.8]
 [-59.4]]",-22
59,[[6. 3.]],1,[6. 3.],[[38.6]],"[[ 39.8]
 [-59.4]]",-22
60,[[5.8 2.7]],1,[5.8 2.7],[[48.46]],"[[ 39.8]
 [-59.4]]",-22
61,[[4.8 3.4]],-1,[4.8 3.4],[[32.92]],"[[ 39.8]
 [-59.4]]",-22
62,[[6.  2.2]],1,[6.  2.2],[[86.12]],"[[ 39.8]
 [-59.4]]",-22
63,[[6.4 3.1]],1,[6.4 3.1],[[48.58]],"[[ 39.8]
 [-59.4]]",-22
64,[[6.7 2.5]],1,[6.7 2.5],[[96.16]],"[[ 39.8]
 [-59.4]]",-22
65,[[6.3 3.3]],1,[6.3 3.3],[[32.72]],"[[ 39.8]
 [-59.4]]",-22
66,[[6.8 3.2]],1,[6.8 3.2],[[58.56]],"[[ 39.8]
 [-59.4]]",-22
67,[[5.7 3.8]],-1,[5.7 3.8],[[20.86]],"[[ 39.8]
 [-59.4]]",-22
68,[[5.1 3.8]],-1,[5.1 3.8],[[44.74]],"[[ 39.8]
 [-59.4]]",-22
69,[[6.  2.7]],1,[6.  2.7],[[56.42]],"[[ 39.8]
 [-59.4]]",-22
70,[[7.7 2.8]],1,[7.7 2.8],[[118.14]],"[[ 39.8]
 [-59.4]]",-22
71,[[4.4 3. ]],-1,[4.4 3. ],[[25.08]],"[[ 39.8]
 [-59.4]]",-22
72,[[6.2 2.2]],1,[6.2 2.2],[[94.08]],"[[ 39.8]
 [-59.4]]",-22
73,[[4.7 3.2]],-1,[4.7 3.2],[[25.02]],"[[ 39.8]
 [-59.4]]",-22
74,[[5.4 3.4]],-1,[5.4 3.4],[[9.04]],"[[ 39.8]
 [-59.4]]",-22
75,[[6.7 3.1]],1,[6.7 3.1],[[60.52]],"[[ 39.8]
 [-59.4]]",-22
76,[[6.4 3.2]],1,[6.4 3.2],[[42.64]],"[[ 39.8]
 [-59.4]]",-22
77,[[7.6 3. ]],1,[7.6 3. ],[[102.28]],"[[ 39.8]
 [-59.4]]",-22
78,[[5.5 3.5]],-1,[5.5 3.5],[[11.]],"[[ 39.8]
 [-59.4]]",-22
79,[[6.5 3.2]],1,[6.5 3.2],[[46.62]],"[[ 39.8]
 [-59.4]]",-22
80,[[5.  3.6]],-1,[5.  3.6],[[36.84]],"[[ 39.8]
 [-59.4]]",-22
81,[[6.9 3.1]],1,[6.9 3.1],[[68.48]],"[[ 39.8]
 [-59.4]]",-22
82,[[5.1 3.5]],-1,[5.1 3.5],[[26.92]],"[[ 39.8]
 [-59.4]]",-22
83,[[6.6 2.9]],1,[6.6 2.9],[[68.42]],"[[ 39.8]
 [-59.4]]",-22
84,[[5.4 3.9]],-1,[5.4 3.9],[[38.74]],"[[ 39.8]
 [-59.4]]",-22
85,[[6.3 2.9]],1,[6.3 2.9],[[56.48]],"[[ 39.8]
 [-59.4]]",-22
86,[[7.2 3. ]],1,[7.2 3. ],[[86.36]],"[[ 39.8]
 [-59.4]]",-22
87,[[4.5 2.3]],-1,[4.5 2.3],[[-20.48]],"[[ 35.3]
 [-61.7]]",-23
88,[[4.9 2.5]],1,[4.9 2.5],[[-4.28]],"[[ 40.2]
 [-59.2]]",-22
89,[[5.6 2.8]],1,[5.6 2.8],[[37.36]],"[[ 40.2]
 [-59.2]]",-22
90,[[7.2 3.2]],1,[7.2 3.2],[[78.]],"[[ 40.2]
 [-59.2]]",-22
91,[[6.7 3.1]],1,[6.7 3.1],[[63.82]],"[[ 40.2]
 [-59.2]]",-22
92,[[4.8 3.1]],-1,[4.8 3.1],[[12.56]],"[[ 40.2]
 [-59.2]]",-22
93,[[6.7 3.1]],1,[6.7 3.1],[[63.82]],"[[ 40.2]
 [-59.2]]",-22
94,[[5.1 3.8]],-1,[5.1 3.8],[[41.94]],"[[ 40.2]
 [-59.2]]",-22
95,[[5.2 3.5]],-1,[5.2 3.5],[[20.16]],"[[ 40.2]
 [-59.2]]",-22
96,[[5.5 2.4]],1,[5.5 2.4],[[57.02]],"[[ 40.2]
 [-59.2]]",-22
97,[[5.7 2.5]],1,[5.7 2.5],[[59.14]],"[[ 40.2]
 [-59.2]]",-22
98,[[5.  3.4]],-1,[5.  3.4],[[22.28]],"[[ 40.2]
 [-59.2]]",-22
99,[[6.8 3. ]],1,[6.8 3. ],[[73.76]],"[[ 40.2]
 [-59.2]]",-22
100,[[4.4 2.9]],-1,[4.4 2.9],[[16.8]],"[[ 40.2]
 [-59.2]]",-22
101,[[6.1 2.8]],1,[6.1 2.8],[[57.46]],"[[ 40.2]
 [-59.2]]",-22
102,[[6.7 3.3]],1,[6.7 3.3],[[51.98]],"[[ 40.2]
 [-59.2]]",-22
103,[[7.7 2.6]],1,[7.7 2.6],[[133.62]],"[[ 40.2]
 [-59.2]]",-22
104,[[5.7 2.8]],1,[5.7 2.8],[[41.38]],"[[ 40.2]
 [-59.2]]",-22
