,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[77.92]],"[[ 57.8]
 [-79.8]]",-57
1,[[5.9 3. ]],1,[5.9 3. ],[[44.62]],"[[ 57.8]
 [-79.8]]",-57
2,[[6.7 3.3]],1,[6.7 3.3],[[66.92]],"[[ 57.8]
 [-79.8]]",-57
3,[[7.7 3.8]],1,[7.7 3.8],[[84.82]],"[[ 57.8]
 [-79.8]]",-57
4,[[5.4 3.4]],-1,[5.4 3.4],[[16.2]],"[[ 57.8]
 [-79.8]]",-57
5,[[6.3 2.5]],1,[6.3 2.5],[[107.64]],"[[ 57.8]
 [-79.8]]",-57
6,[[5.  3.2]],-1,[5.  3.2],[[23.36]],"[[ 57.8]
 [-79.8]]",-57
7,[[4.6 3.4]],-1,[4.6 3.4],[[62.44]],"[[ 57.8]
 [-79.8]]",-57
8,[[5.7 4.4]],-1,[5.7 4.4],[[78.66]],"[[ 57.8]
 [-79.8]]",-57
9,[[5.2 3.4]],-1,[5.2 3.4],[[27.76]],"[[ 57.8]
 [-79.8]]",-57
10,[[6.2 2.9]],1,[6.2 2.9],[[69.94]],"[[ 57.8]
 [-79.8]]",-57
11,[[6.3 3.3]],1,[6.3 3.3],[[43.8]],"[[ 57.8]
 [-79.8]]",-57
12,[[5.5 2.4]],1,[5.5 2.4],[[69.38]],"[[ 57.8]
 [-79.8]]",-57
13,[[5.1 2.5]],1,[5.1 2.5],[[38.28]],"[[ 57.8]
 [-79.8]]",-57
14,[[5.9 3. ]],1,[5.9 3. ],[[44.62]],"[[ 57.8]
 [-79.8]]",-57
15,[[5. 2.]],1,[5. 2.],[[72.4]],"[[ 57.8]
 [-79.8]]",-57
16,[[6.5 3. ]],1,[6.5 3. ],[[79.3]],"[[ 57.8]
 [-79.8]]",-57
17,[[6.5 3. ]],1,[6.5 3. ],[[79.3]],"[[ 57.8]
 [-79.8]]",-57
18,[[6.9 3.1]],1,[6.9 3.1],[[94.44]],"[[ 57.8]
 [-79.8]]",-57
19,[[4.6 3.6]],-1,[4.6 3.6],[[78.4]],"[[ 57.8]
 [-79.8]]",-57
20,[[6.6 3. ]],1,[6.6 3. ],[[85.08]],"[[ 57.8]
 [-79.8]]",-57
21,[[4.9 3.1]],-1,[4.9 3.1],[[21.16]],"[[ 57.8]
 [-79.8]]",-57
22,[[6.7 3. ]],1,[6.7 3. ],[[90.86]],"[[ 57.8]
 [-79.8]]",-57
23,[[6.7 3. ]],1,[6.7 3. ],[[90.86]],"[[ 57.8]
 [-79.8]]",-57
24,[[5.6 2.9]],1,[5.6 2.9],[[35.26]],"[[ 57.8]
 [-79.8]]",-57
25,[[6.3 3.4]],1,[6.3 3.4],[[35.82]],"[[ 57.8]
 [-79.8]]",-57
26,[[5.6 2.7]],1,[5.6 2.7],[[51.22]],"[[ 57.8]
 [-79.8]]",-57
27,[[6.1 3. ]],1,[6.1 3. ],[[56.18]],"[[ 57.8]
 [-79.8]]",-57
28,[[6.3 2.3]],1,[6.3 2.3],[[123.6]],"[[ 57.8]
 [-79.8]]",-57
29,[[5.8 2.6]],1,[5.8 2.6],[[70.76]],"[[ 57.8]
 [-79.8]]",-57
30,[[5.7 3. ]],1,[5.7 3. ],[[33.06]],"[[ 57.8]
 [-79.8]]",-57
31,[[6.9 3.1]],1,[6.9 3.1],[[94.44]],"[[ 57.8]
 [-79.8]]",-57
32,[[6.8 2.8]],1,[6.8 2.8],[[112.6]],"[[ 57.8]
 [-79.8]]",-57
33,[[5.2 4.1]],-1,[5.2 4.1],[[83.62]],"[[ 57.8]
 [-79.8]]",-57
34,[[5.8 2.7]],1,[5.8 2.7],[[62.78]],"[[ 57.8]
 [-79.8]]",-57
35,[[4.3 3. ]],-1,[4.3 3. ],[[47.86]],"[[ 57.8]
 [-79.8]]",-57
36,[[4.8 3.4]],-1,[4.8 3.4],[[50.88]],"[[ 57.8]
 [-79.8]]",-57
37,[[5.2 2.7]],1,[5.2 2.7],[[28.1]],"[[ 57.8]
 [-79.8]]",-57
38,[[4.8 3. ]],-1,[4.8 3. ],[[18.96]],"[[ 57.8]
 [-79.8]]",-57
39,[[4.9 3.1]],-1,[4.9 3.1],[[21.16]],"[[ 57.8]
 [-79.8]]",-57
40,[[7.9 3.8]],1,[7.9 3.8],[[96.38]],"[[ 57.8]
 [-79.8]]",-57
41,[[5.  2.3]],1,[5.  2.3],[[48.46]],"[[ 57.8]
 [-79.8]]",-57
42,[[4.6 3.2]],-1,[4.6 3.2],[[46.48]],"[[ 57.8]
 [-79.8]]",-57
43,[[6.5 3. ]],1,[6.5 3. ],[[79.3]],"[[ 57.8]
 [-79.8]]",-57
44,[[4.9 3.1]],-1,[4.9 3.1],[[21.16]],"[[ 57.8]
 [-79.8]]",-57
45,[[6.  2.2]],1,[6.  2.2],[[114.24]],"[[ 57.8]
 [-79.8]]",-57
46,[[5.5 2.6]],1,[5.5 2.6],[[53.42]],"[[ 57.8]
 [-79.8]]",-57
47,[[5.8 4. ]],-1,[5.8 4. ],[[40.96]],"[[ 57.8]
 [-79.8]]",-57
