,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[78.26]],"[[ 54.9]
 [-77.9]]",-44
1,[[5.9 3. ]],1,[5.9 3. ],[[46.21]],"[[ 54.9]
 [-77.9]]",-44
2,[[6.7 3.3]],1,[6.7 3.3],[[66.76]],"[[ 54.9]
 [-77.9]]",-44
3,[[7.7 3.8]],1,[7.7 3.8],[[82.71]],"[[ 54.9]
 [-77.9]]",-44
4,[[5.4 3.4]],-1,[5.4 3.4],[[12.4]],"[[ 54.9]
 [-77.9]]",-44
5,[[6.3 2.5]],1,[6.3 2.5],[[107.12]],"[[ 54.9]
 [-77.9]]",-44
6,[[5.  3.2]],-1,[5.  3.2],[[18.78]],"[[ 54.9]
 [-77.9]]",-44
7,[[4.6 3.4]],-1,[4.6 3.4],[[56.32]],"[[ 54.9]
 [-77.9]]",-44
8,[[5.7 4.4]],-1,[5.7 4.4],[[73.83]],"[[ 54.9]
 [-77.9]]",-44
9,[[5.2 3.4]],-1,[5.2 3.4],[[23.38]],"[[ 54.9]
 [-77.9]]",-44
10,[[6.2 2.9]],1,[6.2 2.9],[[70.47]],"[[ 54.9]
 [-77.9]]",-44
11,[[6.3 3.3]],1,[6.3 3.3],[[44.8]],"[[ 54.9]
 [-77.9]]",-44
12,[[5.5 2.4]],1,[5.5 2.4],[[70.99]],"[[ 54.9]
 [-77.9]]",-44
13,[[5.1 2.5]],1,[5.1 2.5],[[41.24]],"[[ 54.9]
 [-77.9]]",-44
14,[[5.9 3. ]],1,[5.9 3. ],[[46.21]],"[[ 54.9]
 [-77.9]]",-44
15,[[5. 2.]],1,[5. 2.],[[74.7]],"[[ 54.9]
 [-77.9]]",-44
16,[[6.5 3. ]],1,[6.5 3. ],[[79.15]],"[[ 54.9]
 [-77.9]]",-44
17,[[6.5 3. ]],1,[6.5 3. ],[[79.15]],"[[ 54.9]
 [-77.9]]",-44
18,[[6.9 3.1]],1,[6.9 3.1],[[93.32]],"[[ 54.9]
 [-77.9]]",-44
19,[[4.6 3.6]],-1,[4.6 3.6],[[71.9]],"[[ 54.9]
 [-77.9]]",-44
20,[[6.6 3. ]],1,[6.6 3. ],[[84.64]],"[[ 54.9]
 [-77.9]]",-44
21,[[4.9 3.1]],-1,[4.9 3.1],[[16.48]],"[[ 54.9]
 [-77.9]]",-44
22,[[6.7 3. ]],1,[6.7 3. ],[[90.13]],"[[ 54.9]
 [-77.9]]",-44
23,[[6.7 3. ]],1,[6.7 3. ],[[90.13]],"[[ 54.9]
 [-77.9]]",-44
24,[[5.6 2.9]],1,[5.6 2.9],[[37.53]],"[[ 54.9]
 [-77.9]]",-44
25,[[6.3 3.4]],1,[6.3 3.4],[[37.01]],"[[ 54.9]
 [-77.9]]",-44
26,[[5.6 2.7]],1,[5.6 2.7],[[53.11]],"[[ 54.9]
 [-77.9]]",-44
27,[[6.1 3. ]],1,[6.1 3. ],[[57.19]],"[[ 54.9]
 [-77.9]]",-44
28,[[6.3 2.3]],1,[6.3 2.3],[[122.7]],"[[ 54.9]
 [-77.9]]",-44
29,[[5.8 2.6]],1,[5.8 2.6],[[71.88]],"[[ 54.9]
 [-77.9]]",-44
30,[[5.7 3. ]],1,[5.7 3. ],[[35.23]],"[[ 54.9]
 [-77.9]]",-44
31,[[6.9 3.1]],1,[6.9 3.1],[[93.32]],"[[ 54.9]
 [-77.9]]",-44
32,[[6.8 2.8]],1,[6.8 2.8],[[111.2]],"[[ 54.9]
 [-77.9]]",-44
33,[[5.2 4.1]],-1,[5.2 4.1],[[77.91]],"[[ 54.9]
 [-77.9]]",-44
34,[[5.8 2.7]],1,[5.8 2.7],[[64.09]],"[[ 54.9]
 [-77.9]]",-44
35,[[4.3 3. ]],-1,[4.3 3. ],[[41.63]],"[[ 54.9]
 [-77.9]]",-44
36,[[4.8 3.4]],-1,[4.8 3.4],[[45.34]],"[[ 54.9]
 [-77.9]]",-44
37,[[5.2 2.7]],1,[5.2 2.7],[[31.15]],"[[ 54.9]
 [-77.9]]",-44
38,[[4.8 3. ]],-1,[4.8 3. ],[[14.18]],"[[ 54.9]
 [-77.9]]",-44
39,[[4.9 3.1]],-1,[4.9 3.1],[[16.48]],"[[ 54.9]
 [-77.9]]",-44
40,[[7.9 3.8]],1,[7.9 3.8],[[93.69]],"[[ 54.9]
 [-77.9]]",-44
41,[[5.  2.3]],1,[5.  2.3],[[51.33]],"[[ 54.9]
 [-77.9]]",-44
42,[[4.6 3.2]],-1,[4.6 3.2],[[40.74]],"[[ 54.9]
 [-77.9]]",-44
43,[[6.5 3. ]],1,[6.5 3. ],[[79.15]],"[[ 54.9]
 [-77.9]]",-44
44,[[4.9 3.1]],-1,[4.9 3.1],[[16.48]],"[[ 54.9]
 [-77.9]]",-44
45,[[6.  2.2]],1,[6.  2.2],[[114.02]],"[[ 54.9]
 [-77.9]]",-44
46,[[5.5 2.6]],1,[5.5 2.6],[[55.41]],"[[ 54.9]
 [-77.9]]",-44
47,[[5.8 4. ]],-1,[5.8 4. ],[[37.18]],"[[ 54.9]
 [-77.9]]",-44
48,[[5.4 3.9]],-1,[5.4 3.9],[[51.35]],"[[ 54.9]
 [-77.9]]",-44
49,[[6.4 2.7]],1,[6.4 2.7],[[97.03]],"[[ 54.9]
 [-77.9]]",-44
50,[[6.  3.4]],1,[6.  3.4],[[20.54]],"[[ 54.9]
 [-77.9]]",-44
51,[[5.5 2.5]],1,[5.5 2.5],[[63.2]],"[[ 54.9]
 [-77.9]]",-44
52,[[5.5 4.2]],-1,[5.5 4.2],[[69.23]],"[[ 54.9]
 [-77.9]]",-44
53,[[4.7 3.2]],-1,[4.7 3.2],[[35.25]],"[[ 54.9]
 [-77.9]]",-44
54,[[6.9 3.2]],1,[6.9 3.2],[[85.53]],"[[ 54.9]
 [-77.9]]",-44
55,[[6.  2.9]],1,[6.  2.9],[[59.49]],"[[ 54.9]
 [-77.9]]",-44
56,[[6.1 3. ]],1,[6.1 3. ],[[57.19]],"[[ 54.9]
 [-77.9]]",-44
57,[[4.6 3.1]],-1,[4.6 3.1],[[32.95]],"[[ 54.9]
 [-77.9]]",-44
58,[[5.7 2.8]],1,[5.7 2.8],[[50.81]],"[[ 54.9]
 [-77.9]]",-44
59,[[6. 3.]],1,[6. 3.],[[51.7]],"[[ 54.9]
 [-77.9]]",-44
60,[[5.8 2.7]],1,[5.8 2.7],[[64.09]],"[[ 54.9]
 [-77.9]]",-44
61,[[4.8 3.4]],-1,[4.8 3.4],[[45.34]],"[[ 54.9]
 [-77.9]]",-44
62,[[6.  2.2]],1,[6.  2.2],[[114.02]],"[[ 54.9]
 [-77.9]]",-44
63,[[6.4 3.1]],1,[6.4 3.1],[[65.87]],"[[ 54.9]
 [-77.9]]",-44
64,[[6.7 2.5]],1,[6.7 2.5],[[129.08]],"[[ 54.9]
 [-77.9]]",-44
65,[[6.3 3.3]],1,[6.3 3.3],[[44.8]],"[[ 54.9]
 [-77.9]]",-44
66,[[6.8 3.2]],1,[6.8 3.2],[[80.04]],"[[ 54.9]
 [-77.9]]",-44
67,[[5.7 3.8]],-1,[5.7 3.8],[[27.09]],"[[ 54.9]
 [-77.9]]",-44
68,[[5.1 3.8]],-1,[5.1 3.8],[[60.03]],"[[ 54.9]
 [-77.9]]",-44
69,[[6.  2.7]],1,[6.  2.7],[[75.07]],"[[ 54.9]
 [-77.9]]",-44
70,[[7.7 2.8]],1,[7.7 2.8],[[160.61]],"[[ 54.9]
 [-77.9]]",-44
71,[[4.4 3. ]],-1,[4.4 3. ],[[36.14]],"[[ 54.9]
 [-77.9]]",-44
72,[[6.2 2.2]],1,[6.2 2.2],[[125.]],"[[ 54.9]
 [-77.9]]",-44
73,[[4.7 3.2]],-1,[4.7 3.2],[[35.25]],"[[ 54.9]
 [-77.9]]",-44
74,[[5.4 3.4]],-1,[5.4 3.4],[[12.4]],"[[ 54.9]
 [-77.9]]",-44
75,[[6.7 3.1]],1,[6.7 3.1],[[82.34]],"[[ 54.9]
 [-77.9]]",-44
76,[[6.4 3.2]],1,[6.4 3.2],[[58.08]],"[[ 54.9]
 [-77.9]]",-44
77,[[7.6 3. ]],1,[7.6 3. ],[[139.54]],"[[ 54.9]
 [-77.9]]",-44
78,[[5.5 3.5]],-1,[5.5 3.5],[[14.7]],"[[ 54.9]
 [-77.9]]",-44
79,[[6.5 3.2]],1,[6.5 3.2],[[63.57]],"[[ 54.9]
 [-77.9]]",-44
80,[[5.  3.6]],-1,[5.  3.6],[[49.94]],"[[ 54.9]
 [-77.9]]",-44
81,[[6.9 3.1]],1,[6.9 3.1],[[93.32]],"[[ 54.9]
 [-77.9]]",-44
