,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[47.3]],"[[ 53.9]
 [-82.1]]",-57
1,[[5.9 3. ]],1,[5.9 3. ],[[14.71]],"[[ 53.9]
 [-82.1]]",-57
2,[[6.7 3.3]],1,[6.7 3.3],[[33.2]],"[[ 53.9]
 [-82.1]]",-57
3,[[7.7 3.8]],1,[7.7 3.8],[[46.05]],"[[ 53.9]
 [-82.1]]",-57
4,[[5.4 3.4]],-1,[5.4 3.4],[[45.08]],"[[ 53.9]
 [-82.1]]",-57
5,[[6.3 2.5]],1,[6.3 2.5],[[77.32]],"[[ 53.9]
 [-82.1]]",-57
6,[[5.  3.2]],-1,[5.  3.2],[[50.22]],"[[ 53.9]
 [-82.1]]",-57
7,[[4.6 3.4]],-1,[4.6 3.4],[[88.2]],"[[ 53.9]
 [-82.1]]",-57
8,[[5.7 4.4]],-1,[5.7 4.4],[[111.01]],"[[ 53.9]
 [-82.1]]",-57
9,[[5.2 3.4]],-1,[5.2 3.4],[[55.86]],"[[ 53.9]
 [-82.1]]",-57
10,[[6.2 2.9]],1,[6.2 2.9],[[39.09]],"[[ 53.9]
 [-82.1]]",-57
11,[[6.3 3.3]],1,[6.3 3.3],[[11.64]],"[[ 53.9]
 [-82.1]]",-57
12,[[5.5 2.4]],1,[5.5 2.4],[[42.41]],"[[ 53.9]
 [-82.1]]",-57
13,[[5.1 2.5]],1,[5.1 2.5],[[12.64]],"[[ 53.9]
 [-82.1]]",-57
14,[[5.9 3. ]],1,[5.9 3. ],[[14.71]],"[[ 53.9]
 [-82.1]]",-57
15,[[5. 2.]],1,[5. 2.],[[48.3]],"[[ 53.9]
 [-82.1]]",-57
16,[[6.5 3. ]],1,[6.5 3. ],[[47.05]],"[[ 53.9]
 [-82.1]]",-57
17,[[6.5 3. ]],1,[6.5 3. ],[[47.05]],"[[ 53.9]
 [-82.1]]",-57
18,[[6.9 3.1]],1,[6.9 3.1],[[60.4]],"[[ 53.9]
 [-82.1]]",-57
19,[[4.6 3.6]],-1,[4.6 3.6],[[104.62]],"[[ 53.9]
 [-82.1]]",-57
20,[[6.6 3. ]],1,[6.6 3. ],[[52.44]],"[[ 53.9]
 [-82.1]]",-57
21,[[4.9 3.1]],-1,[4.9 3.1],[[47.4]],"[[ 53.9]
 [-82.1]]",-57
22,[[6.7 3. ]],1,[6.7 3. ],[[57.83]],"[[ 53.9]
 [-82.1]]",-57
23,[[6.7 3. ]],1,[6.7 3. ],[[57.83]],"[[ 53.9]
 [-82.1]]",-57
24,[[5.6 2.9]],1,[5.6 2.9],[[6.75]],"[[ 53.9]
 [-82.1]]",-57
25,[[6.3 3.4]],1,[6.3 3.4],[[3.43]],"[[ 53.9]
 [-82.1]]",-57
26,[[5.6 2.7]],1,[5.6 2.7],[[23.17]],"[[ 53.9]
 [-82.1]]",-57
27,[[6.1 3. ]],1,[6.1 3. ],[[25.49]],"[[ 53.9]
 [-82.1]]",-57
28,[[6.3 2.3]],1,[6.3 2.3],[[93.74]],"[[ 53.9]
 [-82.1]]",-57
29,[[5.8 2.6]],1,[5.8 2.6],[[42.16]],"[[ 53.9]
 [-82.1]]",-57
30,[[5.7 3. ]],1,[5.7 3. ],[[3.93]],"[[ 53.9]
 [-82.1]]",-57
31,[[6.9 3.1]],1,[6.9 3.1],[[60.4]],"[[ 53.9]
 [-82.1]]",-57
32,[[6.8 2.8]],1,[6.8 2.8],[[79.64]],"[[ 53.9]
 [-82.1]]",-57
33,[[5.2 4.1]],-1,[5.2 4.1],[[113.33]],"[[ 53.9]
 [-82.1]]",-57
34,[[5.8 2.7]],1,[5.8 2.7],[[33.95]],"[[ 53.9]
 [-82.1]]",-57
35,[[4.3 3. ]],-1,[4.3 3. ],[[71.53]],"[[ 53.9]
 [-82.1]]",-57
36,[[4.8 3.4]],-1,[4.8 3.4],[[77.42]],"[[ 53.9]
 [-82.1]]",-57
37,[[5.2 2.7]],1,[5.2 2.7],[[1.61]],"[[ 53.9]
 [-82.1]]",-57
38,[[4.8 3. ]],-1,[4.8 3. ],[[44.58]],"[[ 53.9]
 [-82.1]]",-57
39,[[4.9 3.1]],-1,[4.9 3.1],[[47.4]],"[[ 53.9]
 [-82.1]]",-57
40,[[7.9 3.8]],1,[7.9 3.8],[[56.83]],"[[ 53.9]
 [-82.1]]",-57
41,[[5.  2.3]],1,[5.  2.3],[[23.67]],"[[ 53.9]
 [-82.1]]",-57
42,[[4.6 3.2]],-1,[4.6 3.2],[[71.78]],"[[ 53.9]
 [-82.1]]",-57
43,[[6.5 3. ]],1,[6.5 3. ],[[47.05]],"[[ 53.9]
 [-82.1]]",-57
44,[[4.9 3.1]],-1,[4.9 3.1],[[47.4]],"[[ 53.9]
 [-82.1]]",-57
45,[[6.  2.2]],1,[6.  2.2],[[85.78]],"[[ 53.9]
 [-82.1]]",-57
46,[[5.5 2.6]],1,[5.5 2.6],[[25.99]],"[[ 53.9]
 [-82.1]]",-57
47,[[5.8 4. ]],-1,[5.8 4. ],[[72.78]],"[[ 53.9]
 [-82.1]]",-57
48,[[5.4 3.9]],-1,[5.4 3.9],[[86.13]],"[[ 53.9]
 [-82.1]]",-57
49,[[6.4 2.7]],1,[6.4 2.7],[[66.29]],"[[ 53.9]
 [-82.1]]",-57
50,[[6.  3.4]],1,[6.  3.4],[[-12.74]],"[[ 59.9]
 [-78.7]]",-56
51,[[5.5 2.5]],1,[5.5 2.5],[[76.7]],"[[ 59.9]
 [-78.7]]",-56
52,[[5.5 4.2]],-1,[5.5 4.2],[[57.09]],"[[ 59.9]
 [-78.7]]",-56
53,[[4.7 3.2]],-1,[4.7 3.2],[[26.31]],"[[ 59.9]
 [-78.7]]",-56
54,[[6.9 3.2]],1,[6.9 3.2],[[105.47]],"[[ 59.9]
 [-78.7]]",-56
55,[[6.  2.9]],1,[6.  2.9],[[75.17]],"[[ 59.9]
 [-78.7]]",-56
56,[[6.1 3. ]],1,[6.1 3. ],[[73.29]],"[[ 59.9]
 [-78.7]]",-56
57,[[4.6 3.1]],-1,[4.6 3.1],[[24.43]],"[[ 59.9]
 [-78.7]]",-56
58,[[5.7 2.8]],1,[5.7 2.8],[[65.07]],"[[ 59.9]
 [-78.7]]",-56
59,[[6. 3.]],1,[6. 3.],[[67.3]],"[[ 59.9]
 [-78.7]]",-56
60,[[5.8 2.7]],1,[5.8 2.7],[[78.93]],"[[ 59.9]
 [-78.7]]",-56
61,[[4.8 3.4]],-1,[4.8 3.4],[[36.06]],"[[ 59.9]
 [-78.7]]",-56
62,[[6.  2.2]],1,[6.  2.2],[[130.26]],"[[ 59.9]
 [-78.7]]",-56
63,[[6.4 3.1]],1,[6.4 3.1],[[83.39]],"[[ 59.9]
 [-78.7]]",-56
64,[[6.7 2.5]],1,[6.7 2.5],[[148.58]],"[[ 59.9]
 [-78.7]]",-56
65,[[6.3 3.3]],1,[6.3 3.3],[[61.66]],"[[ 59.9]
 [-78.7]]",-56
66,[[6.8 3.2]],1,[6.8 3.2],[[99.48]],"[[ 59.9]
 [-78.7]]",-56
67,[[5.7 3.8]],-1,[5.7 3.8],[[13.63]],"[[ 59.9]
 [-78.7]]",-56
68,[[5.1 3.8]],-1,[5.1 3.8],[[49.57]],"[[ 59.9]
 [-78.7]]",-56
69,[[6.  2.7]],1,[6.  2.7],[[90.91]],"[[ 59.9]
 [-78.7]]",-56
70,[[7.7 2.8]],1,[7.7 2.8],[[184.87]],"[[ 59.9]
 [-78.7]]",-56
71,[[4.4 3. ]],-1,[4.4 3. ],[[28.54]],"[[ 59.9]
 [-78.7]]",-56
72,[[6.2 2.2]],1,[6.2 2.2],[[142.24]],"[[ 59.9]
 [-78.7]]",-56
73,[[4.7 3.2]],-1,[4.7 3.2],[[26.31]],"[[ 59.9]
 [-78.7]]",-56
74,[[5.4 3.4]],-1,[5.4 3.4],[[0.12]],"[[ 59.9]
 [-78.7]]",-56
75,[[6.7 3.1]],1,[6.7 3.1],[[101.36]],"[[ 59.9]
 [-78.7]]",-56
76,[[6.4 3.2]],1,[6.4 3.2],[[75.52]],"[[ 59.9]
 [-78.7]]",-56
77,[[7.6 3. ]],1,[7.6 3. ],[[163.14]],"[[ 59.9]
 [-78.7]]",-56
78,[[5.5 3.5]],-1,[5.5 3.5],[[2.]],"[[ 59.9]
 [-78.7]]",-56
79,[[6.5 3.2]],1,[6.5 3.2],[[81.51]],"[[ 59.9]
 [-78.7]]",-56
80,[[5.  3.6]],-1,[5.  3.6],[[39.82]],"[[ 59.9]
 [-78.7]]",-56
81,[[6.9 3.1]],1,[6.9 3.1],[[113.34]],"[[ 59.9]
 [-78.7]]",-56
82,[[5.1 3.5]],-1,[5.1 3.5],[[25.96]],"[[ 59.9]
 [-78.7]]",-56
83,[[6.6 2.9]],1,[6.6 2.9],[[111.11]],"[[ 59.9]
 [-78.7]]",-56
84,[[5.4 3.9]],-1,[5.4 3.9],[[39.47]],"[[ 59.9]
 [-78.7]]",-56
85,[[6.3 2.9]],1,[6.3 2.9],[[93.14]],"[[ 59.9]
 [-78.7]]",-56
86,[[7.2 3. ]],1,[7.2 3. ],[[139.18]],"[[ 59.9]
 [-78.7]]",-56
87,[[4.5 2.3]],-1,[4.5 2.3],[[-32.54]],"[[ 55.4]
 [-81. ]]",-57
88,[[4.9 2.5]],1,[4.9 2.5],[[11.96]],"[[ 55.4]
 [-81. ]]",-57
89,[[5.6 2.8]],1,[5.6 2.8],[[26.44]],"[[ 55.4]
 [-81. ]]",-57
90,[[7.2 3.2]],1,[7.2 3.2],[[82.68]],"[[ 55.4]
 [-81. ]]",-57
91,[[6.7 3.1]],1,[6.7 3.1],[[63.08]],"[[ 55.4]
 [-81. ]]",-57
92,[[4.8 3.1]],-1,[4.8 3.1],[[42.18]],"[[ 55.4]
 [-81. ]]",-57
93,[[6.7 3.1]],1,[6.7 3.1],[[63.08]],"[[ 55.4]
 [-81. ]]",-57
94,[[5.1 3.8]],-1,[5.1 3.8],[[82.26]],"[[ 55.4]
 [-81. ]]",-57
95,[[5.2 3.5]],-1,[5.2 3.5],[[52.42]],"[[ 55.4]
 [-81. ]]",-57
96,[[5.5 2.4]],1,[5.5 2.4],[[53.3]],"[[ 55.4]
 [-81. ]]",-57
97,[[5.7 2.5]],1,[5.7 2.5],[[56.28]],"[[ 55.4]
 [-81. ]]",-57
98,[[5.  3.4]],-1,[5.  3.4],[[55.4]],"[[ 55.4]
 [-81. ]]",-57
99,[[6.8 3. ]],1,[6.8 3. ],[[76.72]],"[[ 55.4]
 [-81. ]]",-57
100,[[4.4 2.9]],-1,[4.4 2.9],[[48.14]],"[[ 55.4]
 [-81. ]]",-57
101,[[6.1 2.8]],1,[6.1 2.8],[[54.14]],"[[ 55.4]
 [-81. ]]",-57
102,[[6.7 3.3]],1,[6.7 3.3],[[46.88]],"[[ 55.4]
 [-81. ]]",-57
103,[[7.7 2.6]],1,[7.7 2.6],[[158.98]],"[[ 55.4]
 [-81. ]]",-57
