,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[54.42]],"[[ 44.1]
 [-67.5]]",-30
1,[[5.9 3. ]],1,[5.9 3. ],[[27.69]],"[[ 44.1]
 [-67.5]]",-30
2,[[6.7 3.3]],1,[6.7 3.3],[[42.72]],"[[ 44.1]
 [-67.5]]",-30
3,[[7.7 3.8]],1,[7.7 3.8],[[53.07]],"[[ 44.1]
 [-67.5]]",-30
4,[[5.4 3.4]],-1,[5.4 3.4],[[21.36]],"[[ 44.1]
 [-67.5]]",-30
5,[[6.3 2.5]],1,[6.3 2.5],[[79.08]],"[[ 44.1]
 [-67.5]]",-30
6,[[5.  3.2]],-1,[5.  3.2],[[25.5]],"[[ 44.1]
 [-67.5]]",-30
7,[[4.6 3.4]],-1,[4.6 3.4],[[56.64]],"[[ 44.1]
 [-67.5]]",-30
8,[[5.7 4.4]],-1,[5.7 4.4],[[75.63]],"[[ 44.1]
 [-67.5]]",-30
9,[[5.2 3.4]],-1,[5.2 3.4],[[30.18]],"[[ 44.1]
 [-67.5]]",-30
10,[[6.2 2.9]],1,[6.2 2.9],[[47.67]],"[[ 44.1]
 [-67.5]]",-30
11,[[6.3 3.3]],1,[6.3 3.3],[[25.08]],"[[ 44.1]
 [-67.5]]",-30
12,[[5.5 2.4]],1,[5.5 2.4],[[50.55]],"[[ 44.1]
 [-67.5]]",-30
13,[[5.1 2.5]],1,[5.1 2.5],[[26.16]],"[[ 44.1]
 [-67.5]]",-30
14,[[5.9 3. ]],1,[5.9 3. ],[[27.69]],"[[ 44.1]
 [-67.5]]",-30
15,[[5. 2.]],1,[5. 2.],[[55.5]],"[[ 44.1]
 [-67.5]]",-30
16,[[6.5 3. ]],1,[6.5 3. ],[[54.15]],"[[ 44.1]
 [-67.5]]",-30
17,[[6.5 3. ]],1,[6.5 3. ],[[54.15]],"[[ 44.1]
 [-67.5]]",-30
18,[[6.9 3.1]],1,[6.9 3.1],[[65.04]],"[[ 44.1]
 [-67.5]]",-30
19,[[4.6 3.6]],-1,[4.6 3.6],[[70.14]],"[[ 44.1]
 [-67.5]]",-30
20,[[6.6 3. ]],1,[6.6 3. ],[[58.56]],"[[ 44.1]
 [-67.5]]",-30
21,[[4.9 3.1]],-1,[4.9 3.1],[[23.16]],"[[ 44.1]
 [-67.5]]",-30
22,[[6.7 3. ]],1,[6.7 3. ],[[62.97]],"[[ 44.1]
 [-67.5]]",-30
23,[[6.7 3. ]],1,[6.7 3. ],[[62.97]],"[[ 44.1]
 [-67.5]]",-30
24,[[5.6 2.9]],1,[5.6 2.9],[[21.21]],"[[ 44.1]
 [-67.5]]",-30
25,[[6.3 3.4]],1,[6.3 3.4],[[18.33]],"[[ 44.1]
 [-67.5]]",-30
26,[[5.6 2.7]],1,[5.6 2.7],[[34.71]],"[[ 44.1]
 [-67.5]]",-30
27,[[6.1 3. ]],1,[6.1 3. ],[[36.51]],"[[ 44.1]
 [-67.5]]",-30
28,[[6.3 2.3]],1,[6.3 2.3],[[92.58]],"[[ 44.1]
 [-67.5]]",-30
29,[[5.8 2.6]],1,[5.8 2.6],[[50.28]],"[[ 44.1]
 [-67.5]]",-30
30,[[5.7 3. ]],1,[5.7 3. ],[[18.87]],"[[ 44.1]
 [-67.5]]",-30
31,[[6.9 3.1]],1,[6.9 3.1],[[65.04]],"[[ 44.1]
 [-67.5]]",-30
32,[[6.8 2.8]],1,[6.8 2.8],[[80.88]],"[[ 44.1]
 [-67.5]]",-30
33,[[5.2 4.1]],-1,[5.2 4.1],[[77.43]],"[[ 44.1]
 [-67.5]]",-30
34,[[5.8 2.7]],1,[5.8 2.7],[[43.53]],"[[ 44.1]
 [-67.5]]",-30
35,[[4.3 3. ]],-1,[4.3 3. ],[[42.87]],"[[ 44.1]
 [-67.5]]",-30
36,[[4.8 3.4]],-1,[4.8 3.4],[[47.82]],"[[ 44.1]
 [-67.5]]",-30
37,[[5.2 2.7]],1,[5.2 2.7],[[17.07]],"[[ 44.1]
 [-67.5]]",-30
