,x,y,X,judge_value,w,b
0,[[6.2 2.8]],1,[6.2 2.8],[[66.74]],"[[ 58.3]
 [-82.4]]",-64
1,[[5.9 3. ]],1,[5.9 3. ],[[32.77]],"[[ 58.3]
 [-82.4]]",-64
2,[[6.7 3.3]],1,[6.7 3.3],[[54.69]],"[[ 58.3]
 [-82.4]]",-64
3,[[7.7 3.8]],1,[7.7 3.8],[[71.79]],"[[ 58.3]
 [-82.4]]",-64
4,[[5.4 3.4]],-1,[5.4 3.4],[[29.34]],"[[ 58.3]
 [-82.4]]",-64
5,[[6.3 2.5]],1,[6.3 2.5],[[97.29]],"[[ 58.3]
 [-82.4]]",-64
6,[[5.  3.2]],-1,[5.  3.2],[[36.18]],"[[ 58.3]
 [-82.4]]",-64
7,[[4.6 3.4]],-1,[4.6 3.4],[[75.98]],"[[ 58.3]
 [-82.4]]",-64
8,[[5.7 4.4]],-1,[5.7 4.4],[[94.25]],"[[ 58.3]
 [-82.4]]",-64
9,[[5.2 3.4]],-1,[5.2 3.4],[[41.]],"[[ 58.3]
 [-82.4]]",-64
10,[[6.2 2.9]],1,[6.2 2.9],[[58.5]],"[[ 58.3]
 [-82.4]]",-64
11,[[6.3 3.3]],1,[6.3 3.3],[[31.37]],"[[ 58.3]
 [-82.4]]",-64
12,[[5.5 2.4]],1,[5.5 2.4],[[58.89]],"[[ 58.3]
 [-82.4]]",-64
13,[[5.1 2.5]],1,[5.1 2.5],[[27.33]],"[[ 58.3]
 [-82.4]]",-64
14,[[5.9 3. ]],1,[5.9 3. ],[[32.77]],"[[ 58.3]
 [-82.4]]",-64
15,[[5. 2.]],1,[5. 2.],[[62.7]],"[[ 58.3]
 [-82.4]]",-64
16,[[6.5 3. ]],1,[6.5 3. ],[[67.75]],"[[ 58.3]
 [-82.4]]",-64
17,[[6.5 3. ]],1,[6.5 3. ],[[67.75]],"[[ 58.3]
 [-82.4]]",-64
18,[[6.9 3.1]],1,[6.9 3.1],[[82.83]],"[[ 58.3]
 [-82.4]]",-64
19,[[4.6 3.6]],-1,[4.6 3.6],[[92.46]],"[[ 58.3]
 [-82.4]]",-64
20,[[6.6 3. ]],1,[6.6 3. ],[[73.58]],"[[ 58.3]
 [-82.4]]",-64
21,[[4.9 3.1]],-1,[4.9 3.1],[[33.77]],"[[ 58.3]
 [-82.4]]",-64
22,[[6.7 3. ]],1,[6.7 3. ],[[79.41]],"[[ 58.3]
 [-82.4]]",-64
23,[[6.7 3. ]],1,[6.7 3. ],[[79.41]],"[[ 58.3]
 [-82.4]]",-64
24,[[5.6 2.9]],1,[5.6 2.9],[[23.52]],"[[ 58.3]
 [-82.4]]",-64
25,[[6.3 3.4]],1,[6.3 3.4],[[23.13]],"[[ 58.3]
 [-82.4]]",-64
26,[[5.6 2.7]],1,[5.6 2.7],[[40.]],"[[ 58.3]
 [-82.4]]",-64
27,[[6.1 3. ]],1,[6.1 3. ],[[44.43]],"[[ 58.3]
 [-82.4]]",-64
28,[[6.3 2.3]],1,[6.3 2.3],[[113.77]],"[[ 58.3]
 [-82.4]]",-64
29,[[5.8 2.6]],1,[5.8 2.6],[[59.9]],"[[ 58.3]
 [-82.4]]",-64
30,[[5.7 3. ]],1,[5.7 3. ],[[21.11]],"[[ 58.3]
 [-82.4]]",-64
31,[[6.9 3.1]],1,[6.9 3.1],[[82.83]],"[[ 58.3]
 [-82.4]]",-64
32,[[6.8 2.8]],1,[6.8 2.8],[[101.72]],"[[ 58.3]
 [-82.4]]",-64
33,[[5.2 4.1]],-1,[5.2 4.1],[[98.68]],"[[ 58.3]
 [-82.4]]",-64
34,[[5.8 2.7]],1,[5.8 2.7],[[51.66]],"[[ 58.3]
 [-82.4]]",-64
35,[[4.3 3. ]],-1,[4.3 3. ],[[60.51]],"[[ 58.3]
 [-82.4]]",-64
36,[[4.8 3.4]],-1,[4.8 3.4],[[64.32]],"[[ 58.3]
 [-82.4]]",-64
37,[[5.2 2.7]],1,[5.2 2.7],[[16.68]],"[[ 58.3]
 [-82.4]]",-64
38,[[4.8 3. ]],-1,[4.8 3. ],[[31.36]],"[[ 58.3]
 [-82.4]]",-64
39,[[4.9 3.1]],-1,[4.9 3.1],[[33.77]],"[[ 58.3]
 [-82.4]]",-64
40,[[7.9 3.8]],1,[7.9 3.8],[[83.45]],"[[ 58.3]
 [-82.4]]",-64
41,[[5.  2.3]],1,[5.  2.3],[[37.98]],"[[ 58.3]
 [-82.4]]",-64
42,[[4.6 3.2]],-1,[4.6 3.2],[[59.5]],"[[ 58.3]
 [-82.4]]",-64
43,[[6.5 3. ]],1,[6.5 3. ],[[67.75]],"[[ 58.3]
 [-82.4]]",-64
